"Producto","Tipo","NIF","Adjudicatario","Fecha","Cantidad Pedido","Cantidad Recibido","Cantidad Pendiente","Importe del Pedido","Importe Pagado","Importe Pendiente"
"BATAS DESECHABLES E IMPERMEABLES","SUMINISTRO","B86030723","MEDLINE INTERNATIONAL IBERIA S.L.","26/03/2020","252","252","0","354","354","0","21%"
"BATAS DESECHABLES E IMPERMEABLES","SUMINISTRO","B86030723","MEDLINE INTERNATIONAL IBERIA S.L.","26/03/2020","72","72","0","259","259","0","0%"
"BATAS DESECHABLES E IMPERMEABLES","SUMINISTRO","B86030723","MEDLINE INTERNATIONAL IBERIA S.L.","26/03/2020","252","252","0","457","457","0","21%"
"GUANTE QUIRÚRGICO","SUMINISTRO","B86030723","MEDLINE INTERNATIONAL IBERIA S.L.","26/03/2020","8800","8800","0","2716","2716","0","21%"
"GUANTE QUIRÚRGICO","SUMINISTRO","B86030723","MEDLINE INTERNATIONAL IBERIA S.L.","26/03/2020","7200","7200","0","2222","2222","0","21%"
"GUANTE QUIRÚRGICO","SUMINISTRO","B86030723","MEDLINE INTERNATIONAL IBERIA S.L.","26/03/2020","2000","2000","0","617","617","0","21%"
"MASCARILLA PROTECCION FFP3","SUMINISTRO","B86030723","MEDLINE INTERNATIONAL IBERIA S.L.","26/03/2020","700","700","0","212","212","0","21%"
"PIJAMAS","SUMINISTRO","B86030723","MEDLINE INTERNATIONAL IBERIA S.L.","26/03/2020","525","525","0","521","521","0","21%"
"OTROS","SUMINISTRO","***8469**","MIGUEL ANGEL SALINAS REVERTE","27/03/2020","24","24","0","109","109","0","21%"
"Tubul/filt/circ. Y","SUMINISTRO","A03142114","TELEFLEX MEDICAL, S.A.","27/03/2020","20","20","0","48","48","0","21%"
"Tubul/filt/circ. Y","SUMINISTRO","A03142114","TELEFLEX MEDICAL, S.A.","27/03/2020","500","500","0","1210","1210","0","21%"
"Rec/col/acc.","SUMINISTRO","A03802451","MEDILEVEL, S.A.","27/03/2020","100","100","0","120","120","0","21%"
"CALZAS","SUMINISTRO","A08630063","IBERHOSPITEX, S.A.","27/03/2020","44800","44800","0","2689","2689","0","21%"
"Inst.des.general","SUMINISTRO","A28389484","MEDTRONIC IBERICA, S.A.","27/03/2020","90","90","0","3267","3267","0","21%"
"Inst.des.general","SUMINISTRO","A28389484","MEDTRONIC IBERICA, S.A.","27/03/2020","100","100","0","3000","3000","0","0%"
"Termó/sensor reg.dat","SUMINISTRO","A28389484","MEDTRONIC IBERICA, S.A.","27/03/2020","2088","2088","0","17559","17559","0","21%"
"Mascarilla O2/otras","SUMINISTRO","A28536480","VYGON, S.A.","27/03/2020","100","100","0","10285","10285","0","21%"
"ECOGRAFO","SUMINISTRO","A31568397","AGENOR AGENCIA MANTENIMIENTOS, S.A.","27/03/2020","2","2","0","6759","6759","0","21%"
"GUANTE VINILO","SUMINISTRO","A58001686","BARNA IMPORT MEDICA, S.A.","27/03/2020","6000","6000","0","150","150","0","21%"
"GUANTE VINILO","SUMINISTRO","A58001686","BARNA IMPORT MEDICA, S.A.","27/03/2020","14000","14000","0","349","349","0","21%"
"GUANTES DE NITRILO, CON Y SIN POLVO","SUMINISTRO","A58001686","BARNA IMPORT MEDICA, S.A.","27/03/2020","1500","1500","0","256","256","0","21%"
"ALCOHOL","SUMINISTRO","B08362089","VWR INTERNATIONAL EUROLAB, SL","27/03/2020","500","500","0","1363","1363","0","0%"
"OTROS","SUMINISTRO","B11270097","BENITEZ PAUBLETE S.L.","27/03/2020","20000","17000","3000","9196","7817","1379","21%"
"BATAS DESECHABLES E IMPERMEABLES","SUMINISTRO","B30430987","J.B.COMERCIAL DEL VESTUARIO S.L.","27/03/2020","1000","1000","0","3025","3025","0","21%"
"Conector/adaptador","SUMINISTRO","B46149555","DEXTRO MEDICA, S.L.","27/03/2020","10","10","0","357","357","0","0%"
"CARRO NODRIZA","SUMINISTRO","B60805769","SIEMENS HEALTHCARE,  S.L.U.","27/03/2020","1","1","0","5635","5635","0","21%"
"CARRO UNIDOSIS","SUMINISTRO","B60805769","SIEMENS HEALTHCARE,  S.L.U.","27/03/2020","6","6","0","42499","42499","0","21%"
"Nebuliz./humidific.","SUMINISTRO","B61053922","KEYLAB MEDICAL, S.L.","27/03/2020","1000","500","500","17452","8726","8726","0%"
"Conector/adaptador","SUMINISTRO","B73182586","MARCOM MEDICA, S.L.","27/03/2020","130","130","0","8809","8809","0","21%"
"Conector/adaptador","SUMINISTRO","B73182586","MARCOM MEDICA, S.L.","27/03/2020","20","20","0","1036","1036","0","0%"
"MAMPARAS MOSTRADOR","SUMINISTRO","B73281198","FORTUNY COMUNIQUE S.L.","27/03/2020","200","200","0","16940","16940","0","21%"
"MASCARILLAS QUIRURGICAS I, de tipo II y IIR","SUMINISTRO","B73287740","LEASK, S.L.","27/03/2020","500000","500000","0","314600","314600","0","21%"
"MASCARILLAS QUIRURGICAS I, de tipo II y IIR","SUMINISTRO","B73287740","LEASK, S.L.","27/03/2020","500000","500000","0","260000","260000","0","0%"
"TEST RAPIDO COVID-19","SUMINISTRO","B73287740","LEASK, S.L.","27/03/2020","20000","20000","0","198682","198682","0","21%"
"BATAS DESECHABLES E IMPERMEABLES","SUMINISTRO","B73319436","FERRETERIA SURESTE, S.L.","27/03/2020","71","71","0","799","799","0","21%"
"OTROS","SUMINISTRO","B73319436","FERRETERIA SURESTE, S.L.","27/03/2020","200","200","0","1261","1261","0","21%"
"Instalación CCTV","SUMINISTRO","B73478851","INMOTICA INTEGRAL, S.L.","27/03/2020","1","1","0","10546","10546","0","21%"
"Instalación CCTV","SUMINISTRO","B73478851","INMOTICA INTEGRAL, S.L.","27/03/2020","1","1","0","10546","10546","0","21%"
"Licencias Ciitrix","SUMINISTRO","B73526360","INFORGES S. L.","27/03/2020","1000","1000","0","122310","122310","0","21%"
"Mantenimiento Licencias Citrix","SUMINISTRO","B73526360","INFORGES S. L.","27/03/2020","1000","1000","0","35330","35330","0","21%"
"OTROS","SUMINISTRO","B82209149","AUTOBRILLANTE,S.L.","27/03/2020","100","100","0","3589","3589","0","21%"
"OTROS","SUMINISTRO","B82209149","AUTOBRILLANTE,S.L.","27/03/2020","100","100","0","5211","5211","0","21%"
"OTROS","SUMINISTRO","B82209149","AUTOBRILLANTE,S.L.","27/03/2020","200","200","0","9680","9680","0","21%"
"Tubul/filt/circ. Y","SUMINISTRO","B82479387","LINDE MEDICA, S.L.U.","27/03/2020","150","150","0","6897","6897","0","0%"
"Tubul/filt/circ. Y","SUMINISTRO","B82479387","LINDE MEDICA, S.L.U.","27/03/2020","600","600","0","1670","1670","0","21%"
"Tubul/filt/circ. Y","SUMINISTRO","B97527477","MATCLINIC, S.L.","27/03/2020","500","500","0","817","817","0","21%"
"OTROS","SUMINISTRO","B97821904","GARRIC GESTION Y SERVICICIOS, S.L.","27/03/2020","2100","2100","0","200","200","0","21%"
"Sondas urológicas","SUMINISTRO","A03142114","TELEFLEX MEDICAL, S.A.","30/03/2020","25","25","0","43","43","0","10%"
"GUANTES DE NITRILO, CON Y SIN POLVO","SUMINISTRO","A28017895","EL CORTE INGLES, S.A.","30/03/2020","268000","268000","0","8302","8302","0","21%"
"Fij/suj/acc.ventiltp","SUMINISTRO","A28061737","GENERAL ELECTRIC HEALTHCARE ESP.SA","30/03/2020","20","20","0","484","484","0","21%"
"MASCARILLAS QUIRURGICAS I, de tipo II y IIR","SUMINISTRO","A28329704","KRAPE S.A.","30/03/2020","1500000","1500000","0","2359500","2359500","0","21%"
"Tubos admón.O2","SUMINISTRO","A28389484","MEDTRONIC IBERICA, S.A.","30/03/2020","50","50","0","239","239","0","21%"
"SOLUCION HIDROALCOHOLICA (biocida y cosmetica)","SUMINISTRO","A30014047","AROM, S.A.","30/03/2020","11760","11760","0","32301","32301","0","21%"
"MASCARILLA PROTECCION FFP2","SUMINISTRO","A58001686","BARNA IMPORT MEDICA, S.A.","30/03/2020","5000","5000","0","26015","26015","0","21%"
"MASCARILLA PROTECCION FFP2","SUMINISTRO","A58001686","BARNA IMPORT MEDICA, S.A.","30/03/2020","5000","5000","0","26015","26015","0","21%"
"MASCARILLA PROTECCION FFP2","SUMINISTRO","A58001686","BARNA IMPORT MEDICA, S.A.","30/03/2020","5000","5000","0","26015","26015","0","21%"
"MASCARILLA PROTECCION FFP2","SUMINISTRO","B28078020","3M ESPAÑA, S.L.","30/03/2020","400","400","0","203","203","0","21%"
"MASCARILLA PROTECCION FFP2","SUMINISTRO","B28078020","3M ESPAÑA, S.L.","30/03/2020","4800","4800","0","7550","7550","0","21%"
"MASCARILLA PROTECCION FFP2","SUMINISTRO","B28078020","3M ESPAÑA, S.L.","30/03/2020","2400","2400","0","3775","3775","0","21%"
"Conector/adaptador","SUMINISTRO","B46149555","DEXTRO MEDICA, S.L.","30/03/2020","20","20","0","42","42","0","0%"
"Tubul/filt/circ. Y","SUMINISTRO","B46149555","DEXTRO MEDICA, S.L.","30/03/2020","20","20","0","937","937","0","0%"
"DESINFECTANTE TOALLITAS","SUMINISTRO","B48910756","VESISMIN, S.L.","30/03/2020","10350","10350","0","1052","1052","0","0%"
"Toall/esp.desechable","SUMINISTRO","B48910756","VESISMIN, S.L.","30/03/2020","12000","12000","0","661","661","0","21%"
"AMPLIACION +4 LICENCIAS PHILIPPS NEUMO","SUMINISTRO","B60805769","SIEMENS HEALTHCARE,  S.L.U.","30/03/2020","4","4","0","8287","8287","0","21%"
"CCTV U31","SUMINISTRO","B60805769","SIEMENS HEALTHCARE,  S.L.U.","30/03/2020","1","1","0","13658","13658","0","21%"
"CCTV U41","SUMINISTRO","B60805769","SIEMENS HEALTHCARE,  S.L.U.","30/03/2020","1","1","0","13658","13658","0","21%"
"CCTV U42","SUMINISTRO","B60805769","SIEMENS HEALTHCARE,  S.L.U.","30/03/2020","1","1","0","13658","13658","0","21%"
"MONITOR+CENTRAL","SUMINISTRO","B60805769","SIEMENS HEALTHCARE,  S.L.U.","30/03/2020","27","27","0","57596","57596","0","0%"
"MONITOR+CENTRAL","SUMINISTRO","B60805769","SIEMENS HEALTHCARE,  S.L.U.","30/03/2020","35","35","0","74661","74661","0","0%"
"Conector/adaptador","SUMINISTRO","B73182586","MARCOM MEDICA, S.L.","30/03/2020","150","150","0","10164","10164","0","21%"
"Tubul/filt/circ. Y","SUMINISTRO","B73182586","MARCOM MEDICA, S.L.","30/03/2020","40","40","0","1117","1117","0","21%"
"MASCARILLA PROTECCION FFP2","SUMINISTRO","B73287740","LEASK, S.L.","30/03/2020","4900","4900","0","28756","28756","0","21%"
"MONO INTEGRAL","SUMINISTRO","B73777583","NOVO HERMALEV, S.L.","30/03/2020","5000","5000","0","157179","157179","0","21%"
"MONO INTEGRAL","SUMINISTRO","B73777583","NOVO HERMALEV, S.L.","30/03/2020","7000","7000","0","220051","220051","0","21%"
"MONO INTEGRAL","SUMINISTRO","B73777583","NOVO HERMALEV, S.L.","30/03/2020","5000","5000","0","129900","129900","0","0%"
"MONO INTEGRAL","SUMINISTRO","B73777583","NOVO HERMALEV, S.L.","30/03/2020","7000","7000","0","181860","181860","0","0%"
"MONO INTEGRAL","SUMINISTRO","B73777583","NOVO HERMALEV, S.L.","30/03/2020","7000","7000","0","181860","181860","0","21%"
"MONO INTEGRAL","SUMINISTRO","B73777583","NOVO HERMALEV, S.L.","30/03/2020","4600","4600","0","119508","119508","0","21%"
"MASCARILLAS QUIRURGICAS I, de tipo II y IIR","SUMINISTRO","B73932931","AUDIX BITEE,S.L.","30/03/2020","200000","200000","0","148225","148225","0","0%"
"Conector/adaptador","SUMINISTRO","B80957889","INTERSURGICAL ESPAÑA, S.L.","30/03/2020","300","300","0","729","729","0","21%"
"Mascarilla O2/otras","SUMINISTRO","B82479387","LINDE MEDICA, S.L.U.","30/03/2020","5","5","0","272","272","0","0%"
"MASCARILLAS QUIRURGICAS I, de tipo II y IIR","SUMINISTRO","B86030723","MEDLINE INTERNATIONAL IBERIA S.L.","30/03/2020","177000","177000","0","79243","79243","0","21%"
"Fij/suj/acc.ventiltp","SUMINISTRO","B87513040","VYAIRE MEDICA, SLU.","30/03/2020","24","24","0","348","348","0","21%"
"Inst.des.general","SUMINISTRO","B87513040","VYAIRE MEDICA, SLU.","30/03/2020","40","40","0","247","247","0","21%"
"Tubul/filt/circ. Y","SUMINISTRO","B87513040","VYAIRE MEDICA, SLU.","30/03/2020","24","24","0","538","538","0","21%"
"CAMAS ARTICULADAS ELECTRICAS","SUMINISTRO","B97527477","MATCLINIC, S.L.","30/03/2020","1","1","0","15905","15905","0","21%"
"RESPIRADOR","SUMINISTRO","B97527477","MATCLINIC, S.L.","30/03/2020","1","1","0","28132","28132","0","21%"
"SUDARIO","SUMINISTRO","A28017895","EL CORTE INGLES, S.A.","31/03/2020","200","200","0","34800","34800","0","21%"
"GUANTES DE NITRILO, CON Y SIN POLVO","SUMINISTRO","A58001686","BARNA IMPORT MEDICA, S.A.","31/03/2020","21000","21000","0","3580","3580","0","21%"
"KITS PCR DIAGNOSTICO COVID-19","SUMINISTRO","A58710740","PALEX MEDICAL, S.A.","31/03/2020","10","10","0","30250","30250","0","0%"
"PCR EXTRACCION Y MATERIAL ACCESORIO","SUMINISTRO","A58710740","PALEX MEDICAL, S.A.","31/03/2020","2","2","0","172","172","0","21%"
"PCR EXTRACCION Y MATERIAL ACCESORIO","SUMINISTRO","A58710740","PALEX MEDICAL, S.A.","31/03/2020","3","3","0","258","258","0","21%"
"PCR EXTRACCION Y MATERIAL ACCESORIO","SUMINISTRO","A58710740","PALEX MEDICAL, S.A.","31/03/2020","4","4","0","929","929","0","21%"
"PCR EXTRACCION Y MATERIAL ACCESORIO","SUMINISTRO","A58710740","PALEX MEDICAL, S.A.","31/03/2020","3","3","0","726","726","0","21%"
"PCR EXTRACCION Y MATERIAL ACCESORIO","SUMINISTRO","A58710740","PALEX MEDICAL, S.A.","31/03/2020","17","17","0","1207","1207","0","0%"
"PCR EXTRACCION Y MATERIAL ACCESORIO","SUMINISTRO","A58710740","PALEX MEDICAL, S.A.","31/03/2020","1","1","0","232","232","0","0%"
"PCR EXTRACCION Y MATERIAL ACCESORIO","SUMINISTRO","A58710740","PALEX MEDICAL, S.A.","31/03/2020","17","17","0","3400","3400","0","0%"
"Mascarilla O2/otras","SUMINISTRO","B08438731","IZASA HOSPITAL, S.L.U","31/03/2020","650","650","0","629","629","0","21%"
"Mascarilla O2/otras","SUMINISTRO","B08438731","IZASA HOSPITAL, S.L.U","31/03/2020","50","50","0","67","67","0","21%"
"CALZAS","SUMINISTRO","B15031545","COMEDIC, S.L.","31/03/2020","3000","3000","0","180","180","0","21%"
"OTROS","SUMINISTRO","B30243737","VIALTA, S.L.","31/03/2020","10","10","0","186","186","0","21%"
"CUBREBOTA","SUMINISTRO","B30606172","SUMINISTROS DE CARTAGENA S.L.","31/03/2020","300","300","0","288","288","0","21%"
"ELECTROCARDIOGRAFO","SUMINISTRO","B46149555","DEXTRO MEDICA, S.L.","31/03/2020","3","3","0","13776","13776","0","21%"
"Tubul/filt/circ. Y","SUMINISTRO","B46149555","DEXTRO MEDICA, S.L.","31/03/2020","4104","40","4064","36115","352","35763","0%"
"Tubul/filt/circ. Y","SUMINISTRO","B73182586","MARCOM MEDICA, S.L.","31/03/2020","4104","400","3704","114596","11169","103427","21%"
"MASCARILLA PROTECCION FFP2","SUMINISTRO","B73287740","LEASK, S.L.","31/03/2020","2000","2000","0","10164","10164","0","21%"
"OTROS","SUMINISTRO","B73551483","FERRETERIA Y SUMINISTROS INDUSTRIAL","31/03/2020","30","30","0","236","236","0","21%"
"BATAS DESECHABLES E IMPERMEABLES","SUMINISTRO","B80601982","CARDIVA 2, S.L.","31/03/2020","100","100","0","398","398","0","21%"
"BATAS DESECHABLES E IMPERMEABLES","SUMINISTRO","B80601982","CARDIVA 2, S.L.","31/03/2020","100","100","0","398","398","0","21%"
"BATAS DESECHABLES E IMPERMEABLES","SUMINISTRO","B80601982","CARDIVA 2, S.L.","31/03/2020","500","500","0","1992","1992","0","21%"
"BATAS DESECHABLES E IMPERMEABLES","SUMINISTRO","B80601982","CARDIVA 2, S.L.","31/03/2020","216","216","0","667","667","0","21%"
"BATAS DESECHABLES E IMPERMEABLES","SUMINISTRO","B80601982","CARDIVA 2, S.L.","31/03/2020","110","110","0","370","370","0","21%"
"Nebuliz./humidific.","SUMINISTRO","B80957889","INTERSURGICAL ESPAÑA, S.L.","31/03/2020","1000","1000","0","1634","1634","0","21%"
"CONTENEDORES","SUMINISTRO","B81409567","DANGEROUS GOODS PACKAGING, S.L.","31/03/2020","228","228","0","5518","5518","0","21%"
"Cán.traq.laring","SUMINISTRO","B83886176","SMITHS MEDICAL ESPAÑA, S.R.L.","31/03/2020","1","1","0","116","116","0","10%"
"BATAS DESECHABLES E IMPERMEABLES","SUMINISTRO","B86030723","MEDLINE INTERNATIONAL IBERIA S.L.","31/03/2020","324","324","0","455","455","0","21%"
"BATAS DESECHABLES E IMPERMEABLES","SUMINISTRO","B86030723","MEDLINE INTERNATIONAL IBERIA S.L.","31/03/2020","252","252","0","354","354","0","21%"
"BATAS DESECHABLES E IMPERMEABLES","SUMINISTRO","B86030723","MEDLINE INTERNATIONAL IBERIA S.L.","31/03/2020","224","224","0","407","407","0","21%"
"BATAS DESECHABLES E IMPERMEABLES","SUMINISTRO","B86030723","MEDLINE INTERNATIONAL IBERIA S.L.","31/03/2020","96","96","0","346","346","0","21%"
"MASCARILLAS (OTRAS)","SUMINISTRO","B86030723","MEDLINE INTERNATIONAL IBERIA S.L.","31/03/2020","100","100","0","30","30","0","21%"
"PIJAMAS","SUMINISTRO","B86030723","MEDLINE INTERNATIONAL IBERIA S.L.","31/03/2020","525","525","0","521","521","0","21%"
"Sondas de aspiración","SUMINISTRO","B87334017","CARDINAL HEALTH SPAIN 511, S.L.","31/03/2020","500","500","0","45","45","0","21%"
"OTROS","SUMINISTRO","B97821904","GARRIC GESTION Y SERVICICIOS, S.L.","31/03/2020","9900","9900","0","944","944","0","21%"
"Fij/suj/acc.ventiltp","SUMINISTRO","A28063485","DRAGER MEDICAL HISPANIA, S.A.","01/04/2020","20","20","0","837","837","0","21%"
"Fij/suj/acc.ventiltp","SUMINISTRO","A28063485","DRAGER MEDICAL HISPANIA, S.A.","01/04/2020","24","24","0","552","552","0","21%"
"MONO INTEGRAL","SUMINISTRO","B05528054","TRESEUS INTERNATIONAL, S.L.","01/04/2020","2100","2100","0","144837","144837","0","21%"
"MONO INTEGRAL","SUMINISTRO","B05528054","TRESEUS INTERNATIONAL, S.L.","01/04/2020","1000","1000","0","68970","68970","0","21%"
"Fij/suj/acc.ventiltp","SUMINISTRO","B06232094","INSANEX, S. L.","01/04/2020","20","20","0","651","651","0","21%"
"CALZAS","SUMINISTRO","B15031545","COMEDIC, S.L.","01/04/2020","4000","4000","0","182","182","0","21%"
"BATAS DESECHABLES E IMPERMEABLES","SUMINISTRO","B24673568","OPOSICIONES Y ESPECIALIDADES DE","01/04/2020","50000","4100","45900","800000","65600","734400","0%"
"BATAS DESECHABLES E IMPERMEABLES","SUMINISTRO","B24673568","OPOSICIONES Y ESPECIALIDADES DE","01/04/2020","200000","49690","150310","2200000","546590","1653410","21%"
"HISOPOS","SUMINISTRO","B58786096","NIRCO,S L","01/04/2020","2400","2400","0","4368","4368","0","21%"
"GUANTE QUIRÚRGICO","SUMINISTRO","B61526414","MOLNLYCKE HEALTH CARE S.L.","01/04/2020","200","200","0","208","208","0","21%"
"MASCARILLAS QUIRURGICAS I, de tipo II y IIR","SUMINISTRO","B61526414","MOLNLYCKE HEALTH CARE S.L.","01/04/2020","8400","8400","0","1525","1525","0","21%"
"Fund/prot.desechable","SUMINISTRO","B80601982","CARDIVA 2, S.L.","01/04/2020","7000","7000","0","10874","10874","0","21%"
"Inst.des.general","SUMINISTRO","B81040149","FIRMA AMBU, S.L.","01/04/2020","25","25","0","7260","7260","0","21%"
"Resucitador manual","SUMINISTRO","B81040149","FIRMA AMBU, S.L.","01/04/2020","36","36","0","370","370","0","21%"
"Resucitador manual","SUMINISTRO","B81040149","FIRMA AMBU, S.L.","01/04/2020","96","96","0","1510","1510","0","21%"
"Conector/adaptador","SUMINISTRO","B82479387","LINDE MEDICA, S.L.U.","01/04/2020","21","21","0","0","0","0","0%"
"Conector/adaptador","SUMINISTRO","B82479387","LINDE MEDICA, S.L.U.","01/04/2020","8","8","0","0","0","0","0%"
"Conector/adaptador","SUMINISTRO","B82479387","LINDE MEDICA, S.L.U.","01/04/2020","4","4","0","0","0","0","0%"
"Conector/adaptador","SUMINISTRO","B82479387","LINDE MEDICA, S.L.U.","01/04/2020","2","2","0","0","0","0","0%"
"Conector/adaptador","SUMINISTRO","B82479387","LINDE MEDICA, S.L.U.","01/04/2020","12","12","0","0","0","0","0%"
"Mascarilla O2/otras","SUMINISTRO","B82479387","LINDE MEDICA, S.L.U.","01/04/2020","14","14","0","762","762","0","0%"
"Mascarilla O2/otras","SUMINISTRO","B82479387","LINDE MEDICA, S.L.U.","01/04/2020","120","120","0","4646","4646","0","10%"
"Mascarilla O2/otras","SUMINISTRO","B82479387","LINDE MEDICA, S.L.U.","01/04/2020","3","3","0","163","163","0","0%"
"Mascarilla O2/otras","SUMINISTRO","B82479387","LINDE MEDICA, S.L.U.","01/04/2020","225","225","0","196","196","0","21%"
"Tubul/filt/circ. Y","SUMINISTRO","B82479387","LINDE MEDICA, S.L.U.","01/04/2020","270","270","0","1954","1954","0","10%"
"OTROS","SUMINISTRO","J73691651","ALTHEA MEDICA, S.C.","01/04/2020","10000","10000","0","9040","9040","0","21%"
"Mascarilla O2/otras","SUMINISTRO","A28536480","VYGON, S.A.","02/04/2020","32","32","0","3291","3291","0","0%"
"Mascarilla O2/otras","SUMINISTRO","A28536480","VYGON, S.A.","02/04/2020","100","100","0","10285","10285","0","21%"
"BATAS DESECHABLES E IMPERMEABLES","SUMINISTRO","A54282835","LILUS, S.A.","02/04/2020","300","300","0","5387","5387","0","21%"
"CALZAS","SUMINISTRO","B05528054","TRESEUS INTERNATIONAL, S.L.","02/04/2020","61000","61000","0","5093","5093","0","21%"
"CALZAS","SUMINISTRO","B05528054","TRESEUS INTERNATIONAL, S.L.","02/04/2020","50000","50000","0","5022","5022","0","21%"
"CALZAS","SUMINISTRO","B05528054","TRESEUS INTERNATIONAL, S.L.","02/04/2020","1000","1000","0","83","83","0","21%"
"GORROS","SUMINISTRO","B15031545","COMEDIC, S.L.","02/04/2020","15000","15000","0","544","544","0","21%"
"CONTENEDORES","SUMINISTRO","B36731495","HISANTA, S.L.","02/04/2020","208","208","0","1888","1888","0","21%"
"Nebuliz./humidific.","SUMINISTRO","B61053922","KEYLAB MEDICAL, S.L.","02/04/2020","550","550","0","1996","1996","0","0%"
"RECOGIDAS RESPIRADORES","SERVICIO","B73020166","MUDANZAS LA TORRE","02/04/2020","2662","2662","0","2662","2662","0","21%"
"MASCARILLA PROTECCION FFP2","SUMINISTRO","B73698714","LORCA EPIS ,S.L.L.","02/04/2020","10000","2360","7640","25700","6065","19635","21%"
"MASCARILLA PROTECCION FFP3","SUMINISTRO","B73698714","LORCA EPIS ,S.L.L.","02/04/2020","10000","800","9200","42800","3424","39376","21%"
"OTROS","SUMINISTRO","J73691651","ALTHEA MEDICA, S.C.","02/04/2020","10000","10000","0","9040","9040","0","21%"
"Fiad/acc. intubación","SUMINISTRO","A08525073","COOK ESPAÑA, S.A.","03/04/2020","4","4","0","281","281","0","0%"
"CALZAS","SUMINISTRO","A08630063","IBERHOSPITEX, S.A.","03/04/2020","99990","99990","0","31410","31410","0","21%"
"PCR EXTRACCION Y MATERIAL ACCESORIO","SUMINISTRO","A79389920","BIO-RAD LABORATORIES, S.A.","03/04/2020","3","3","0","428","428","0","21%"
"PCR EXTRACCION Y MATERIAL ACCESORIO","SUMINISTRO","A79389920","BIO-RAD LABORATORIES, S.A.","03/04/2020","3","3","0","428","428","0","21%"
"Mascarilla O2/otras","SUMINISTRO","B46149555","DEXTRO MEDICA, S.L.","03/04/2020","30","30","0","1797","1797","0","10%"
"Mascarilla O2/otras","SUMINISTRO","B46149555","DEXTRO MEDICA, S.L.","03/04/2020","50","50","0","2475","2475","0","0%"
"Mascarilla O2/otras","SUMINISTRO","B46149555","DEXTRO MEDICA, S.L.","03/04/2020","150","150","0","7425","7425","0","0%"
"Mascarilla O2/otras","SUMINISTRO","B46149555","DEXTRO MEDICA, S.L.","03/04/2020","40","40","0","2396","2396","0","10%"
