Code,Description,GovernmentRequester,AwardProcedure,TypeOfContract,BiddingPrice,AwardPrice,Company
CONEX20175200000439,gasoleo calefaccion,SERVICIO ARAGONÉS DE SALUD,Contratación centralizada,Suministros,839.66,839.66,REPSOL COMERCIAL DE PRODUCTOS
CONEX20175200000440,gasoleo calefaccion,SERVICIO ARAGONÉS DE SALUD,Contratación centralizada,Suministros,746.48,746.47,REPSOL COMERCIAL DE PRODUCTOS
CONEX20175200000441,gasoleo calefaccion,SERVICIO ARAGONÉS DE SALUD,Contratación centralizada,Suministros,885.43,885.43,REPSOL COMERCIAL DE PRODUCTOS
CONEX20175200000442,gasoleo calefaccion,SERVICIO ARAGONÉS DE SALUD,Contratación centralizada,Suministros,1029.39,1029.37,REPSOL COMERCIAL DE PRODUCTOS
CONEX20175200000532,servicio de diálisis peritoneal domiciliaria,SERVICIO ARAGONÉS DE SALUD,Abierto,Servicios,196286.21,196286.21,BAXTER SL
CONEX20175200000540,servicio mantenimiento aparatos elevadores varios centros,SERVICIO ARAGONÉS DE SALUD,Abierto,Servicios,50400.0,13440.0,ZARDOYA OTIS S.A.
CONEX20175200000455,mto integral de equipos angiografos marca siemens,SERVICIO ARAGONÉS DE SALUD,Abierto,Servicios,162052.76,162052.7,"SIEMENS HEALTHCARE, S.L."
CONEX20175200001345,bioquimica,SERVICIO ARAGONÉS DE SALUD,Abierto,Suministros,1240500.41,1054424.7,"SIEMENS HEALTHCARE, S.L."
CONEX20175200000378,gasoleo calefaccion,SERVICIO ARAGONÉS DE SALUD,Contratación centralizada,Suministros,3823.66,3823.66,REPSOL COMERCIAL DE PRODUCTOS
CONEX20175200000114,víveres: frutas y verduras frescas,SERVICIO ARAGONÉS DE SALUD,Abierto,Suministros,191248.32,187493.95,FRUTAS CALVO S.L.
CONEX20175200000356,suministro de gas natural derivado acuerd.marco scc26/2013,SERVICIO ARAGONÉS DE SALUD,Negociado,Suministros,41322.31,41322.0,GAS NATURAL COMERCIALIZADORA S
CONEX20175200000391,gasoleo calefaccion,SERVICIO ARAGONÉS DE SALUD,Contratación centralizada,Suministros,1000.0,1000.0,REPSOL COMERCIAL DE PRODUCTOS
CONEX20175200000400,gasoleo calefaccion,SERVICIO ARAGONÉS DE SALUD,Contratación centralizada,Suministros,911.43,911.43,REPSOL COMERCIAL DE PRODUCTOS
CONEX20175200000401,gasoleo calefaccion,SERVICIO ARAGONÉS DE SALUD,Contratación centralizada,Suministros,660.09,660.09,REPSOL COMERCIAL DE PRODUCTOS
CONEX20175200000448,stent coronario cromocobalto farmacoactivo,SERVICIO ARAGONÉS DE SALUD,Abierto,Suministros,82450.0,80750.0,B BRAUN SURGICAL S.A.
CONEX20175200000504,servicio de pet-tac,SERVICIO ARAGONÉS DE SALUD,Negociado,Servicios,105000.0,105000.0,IDCQ HOSPITALES Y SANIDAD S.L.U.
CONEX20175200000552,servicio de mantenimiento integral a todo riesgo de la reson,SERVICIO ARAGONÉS DE SALUD,Negociado,Servicios,41931.0,41931.0,GRAL ELECTRIC HEALTHCARE ESPAÑA S.A
CONEX20175200000554,servicio de mantenimiento del t.a.c,SERVICIO ARAGONÉS DE SALUD,Negociado,Servicios,58786.0,58786.0,"SIEMENS HEALTHCARE, S.L."
CONEX20175200000555,servicio de mantenimiento de equipos,SERVICIO ARAGONÉS DE SALUD,Negociado,Servicios,28436.11,27014.31,DRAGER MEDICAL HISPANIA S.A.
CONEX20175200000556,suministro de detergentes para el hop y crp,SERVICIO ARAGONÉS DE SALUD,Abierto,Suministros,38812.0,31598.0,SA DE PRODUCTOS DETERGENTES
CONEX20175200000041,prendas de trabajo iii,SERVICIO ARAGONÉS DE SALUD,Contratación centralizada,Suministros,10763.5,10763.3,ANATOMICOS MADRID S.L.
CONEX20175200000042,prendas de trabajo ii,SERVICIO ARAGONÉS DE SALUD,Contratación centralizada,Suministros,74334.15,74324.66,CONFECCIONES OROEL S.A.
CONEX20175200000043,prendas de trabajo i,SERVICIO ARAGONÉS DE SALUD,Contratación centralizada,Suministros,303214.43,303100.49,EL CORTE INGLES S.A.
CONEX20175200000044,prendas de trabajo iv,SERVICIO ARAGONÉS DE SALUD,Contratación centralizada,Suministros,2255.94,2252.64,INSERCION Y TRABAJO SL
CONEX20175200000045,lenceria ii,SERVICIO ARAGONÉS DE SALUD,Contratación centralizada,Suministros,9143.3,9134.25,EUGENIO ALES LLAMAS S.A.
CONEX20175200000046,lenceria iv,SERVICIO ARAGONÉS DE SALUD,Contratación centralizada,Suministros,316318.49,315666.55,ALBAZUL SERVICIOS INTEGRALES S.A.
CONEX20175200000047,lenceria iii,SERVICIO ARAGONÉS DE SALUD,Contratación centralizada,Suministros,45937.94,45898.75,EUROMA S.A.
CONEX20175200000048,lenceria i,SERVICIO ARAGONÉS DE SALUD,Contratación centralizada,Suministros,105109.61,104609.15,EL CORTE INGLES S.A.
CONEX20175200000050,p.c. 1ha/2016 resonancias magnéticas en inst. móviles,SERVICIO ARAGONÉS DE SALUD,Contratación centralizada,Servicios,579450.0,501860.0,CENTRO DE IDAGNOSTICO GRANADA S.A.
CONEX20175200000051,servicio de seguridad y vigilancia del hospital de alcañiz,SERVICIO ARAGONÉS DE SALUD,Contratación centralizada,Servicios,15135.0,15135.0,EULEN SEGURIDAD S.A.
CONEX20175200000140,convenio consultas traumatologia con maz,SERVICIO ARAGONÉS DE SALUD,Contratación centralizada,Servicios,45123.97,45123.75,MAZ MUTUA ACCIDENTES TRABAJO Y
CONEX20175200000141,convenio reduccion lista de espera quirurgica con maz,SERVICIO ARAGONÉS DE SALUD,Contratación centralizada,Servicios,400000.0,400000.0,MAZ MUTUA ACCIDENTES TRABAJO Y
CONEX20175200000054,p.c. 3ha/2016 realización de procedimientos neurofisiología,SERVICIO ARAGONÉS DE SALUD,Contratación centralizada,Servicios,87775.0,76680.0,"NFC Y SUEÑO, SL"
CONEX20175200000169,material consumible para neuronavegador y motor quirurgico.,SERVICIO ARAGONÉS DE SALUD,Negociado,Suministros,37090.45,37090.45,CMM SLU
CONEX20175200000171,material consumible para aspirador ultrasonico,SERVICIO ARAGONÉS DE SALUD,Negociado,Suministros,52500.1,52500.1,PRIM S.A.
CONEX20175200000127,material para determinacion ganglio centineal (tecnica osna),SERVICIO ARAGONÉS DE SALUD,Negociado,Suministros,76233.01,76233.01,"SYSMEX ESPAÑA ,S.L."
CONEX20175200000131,servicio de vigilancia y seguridad hcu,SERVICIO ARAGONÉS DE SALUD,Contratación centralizada,Servicios,70520.75,70520.52,CIA VIGILANCIA ARAGONESA S.L.
CONEX20175200000204,crp gasoleo c calefacción,SERVICIO ARAGONÉS DE SALUD,Contratación centralizada,Suministros,41322.31,41322.31,REPSOL COMERCIAL DE PRODUCTOS
CONEX20175200000205,crp gas calefaccion admon y cafeteria,SERVICIO ARAGONÉS DE SALUD,Contratación centralizada,Suministros,8264.46,8264.46,ENDESA ENERGIA S.A.
CONEX20175200000206,"crp gas calefacción gral, calef terapia y cocina",SERVICIO ARAGONÉS DE SALUD,Contratación centralizada,Suministros,66115.7,66115.7,GAS NATURAL COMERCIALIZADORA S
CONEX20175200000214,reparacion ecoendoscopio radial olympus,SERVICIO ARAGONÉS DE SALUD,Negociado,Servicios,28183.28,28183.28,"OLYMPUS IBERIA, S.A.U."
CONEX20175200000202,crp saneamiento ecociudad 2017,SERVICIO ARAGONÉS DE SALUD,Contratación centralizada,Servicios,63636.36,63636.36,ECOCIUDAD ZARAGOZA S.A.U.
CONEX20175200000203,crp agua y basuras ayuntamiento 2017,SERVICIO ARAGONÉS DE SALUD,Contratación centralizada,Servicios,81818.18,81818.18,AYUNTAMIENTO DE ZARAGOZA
CONEX20175200000265,suministro de productos para tratamiento de agua,SERVICIO ARAGONÉS DE SALUD,Abierto,Suministros,27073.36,26341.0,NILSSON LABORATORIOS S.L.
CONEX20175200001341,mntenimiento de los equipos informáticos,SERVICIO ARAGONÉS DE SALUD,Negociado,Servicios,29000.0,27800.0,EUROMAT SYSTEM SL
CONEX20175200001342,suministro de mater. para realiz. de ttaa. de hematimetría.,SERVICIO ARAGONÉS DE SALUD,Abierto,Suministros,104440.0,77380.0,ROCHE DIAGNOSTICS S.L.
CONEX20175200000358,mantenimiento tomógrafo multicorte computerizado sector btro,SERVICIO ARAGONÉS DE SALUD,Negociado,Servicios,40495.04,40495.0,PHILIPS IBERICA SAE
CONEX20175200000445,prórroga suministro energia eléctrica sector de zaragoza i,SERVICIO ARAGONÉS DE SALUD,Contratación centralizada,Suministros,2504132.23,2504132.23,ENDESA ENERGIA S.A.
CONEX20175200000451,mat.determinac. cribado prenatal combinado mediante tt.aa.aa,SERVICIO ARAGONÉS DE SALUD,Abierto,Suministros,46310.0,46310.0,PERKINELMER ESPAÑA SL
CONEX20175200000452,material necesario p/tratamiento braquiterapia baja dosis,SERVICIO ARAGONÉS DE SALUD,Abierto,Suministros,224000.0,223200.0,"ELEKTA MEDICAL, S.A."
CONEX20175200000453,test detec. estreptococo p/c.salud y urgencias sector i y ii,SERVICIO ARAGONÉS DE SALUD,Abierto,Suministros,28840.0,15400.0,APLICACIONES ELECTRONICAS EUROPA S.
CONEX20175200000561,mantenimiento gestion centralizada instalaciones hsj y crp,SERVICIO ARAGONÉS DE SALUD,Negociado,Servicios,22175.77,22175.75,"HONEYWELL, S.L."
CONEX20175200000563,suministro dos sillas operativas,SERVICIO ARAGONÉS DE SALUD,Contratación centralizada,Suministros,268.0,268.0,BALLAROL OFICINAS S.L.L.
CONEX20171800000217,"feria del libro antiguo de zaragoza. alquiler, montaje, mantenimiento caset","EDUCACIÓN, CULTURA Y DEPORTE",Adjudicación directa,Servicios,3305.79,3305.79,SONOMOBEL S.L.
CONMY20171700000028,conmy 07/2016: plataforma big data servicios smart open region,"INNOVACIÓN, INVESTIGACIÓN Y UNIVERSIDAD",Negociado,Servicios,498357.66,254556.01,IA SOFT ARAGON SL
CONMY20171400000188,obras de la c.p. de san mateo de gallego z150012,DESARROLLO RURAL Y SOSTENIBILIDAD,Abierto,Obras,1483342.42,924201.89,SUMELZO S.A.
CONMY20171400000440,2017-2018 carnes fitosanitarios,DESARROLLO RURAL Y SOSTENIBILIDAD,Abierto,Suministros,24859.5,8000.0,GRAMA FORMULARIOS S.A.
CONMY20171400000450,2017-fitosanitarios aereos y terrestres,DESARROLLO RURAL Y SOSTENIBILIDAD,Abierto,Suministros,121084.2,121084.2,KENOGARD S.A.
CONMY20171400000451,2017-fitosanitarios terrestres contra langosta,DESARROLLO RURAL Y SOSTENIBILIDAD,Abierto,Suministros,90086.4,89964.0,GARCIA LES SL
CONMY20171400000453,2017-tratamientos terrestres contra langosta,DESARROLLO RURAL Y SOSTENIBILIDAD,Abierto,Servicios,53671.2,47080.0,FITOARAGON SL
CONLT20175300000371,frutas y verduras 3º trimestre 2017,INSTITUTO ARAGONÉS DE SERVICIOS SOCIALES,Derivado de acuerdo marco,Suministros,21138.6,17965.5,GIFRUTA S.L.
CONMY20171400000401,"hf62026 repoblacion mup h361""pardina""-tm las peñas",DESARROLLO RURAL Y SOSTENIBILIDAD,Abierto,Obras,158164.5,82573.64,EL EJIDILLO VIVEROS INTEGRALES S.L.
CONMY20177100000059,"actualizacion, soporte integral puesto trabajo ast_2017_001",ENTIDAD PÚBLICA ARAGONESA DE SERVICIOS TELEMÁTICOS,Abierto,Servicios,3.538871074E7,3.070957441E7,UTE IYC TSOL NLO
CONMY20175300000469,servicio de lavandería 2017,INSTITUTO ARAGONÉS DE SERVICIOS SOCIALES,Abierto,Servicios,115465.34,98583.0,INTEGRACION LABORAL ARCADIA S.L.
CONMY20175300000473,servicio de gestión de estancias diurnas,INSTITUTO ARAGONÉS DE SERVICIOS SOCIALES,Abierto,Servicios,261919.37,235000.0,SANIVIDA SL
CONMY20175400000082,1706 asesoramiento empresarial emprendedoras y empresarias y orient. empr.,INSTITUTO ARAGONÉS DE LA MUJER,Abierto,Servicios,92000.0,86000.0,VERSUS ABOGADOS S.C.
CONMY20175300000655,servicio de terapia ocupacional y fisioterapia 2017,INSTITUTO ARAGONÉS DE SERVICIOS SOCIALES,Abierto,Servicios,20661.16,19875.0,EULEN SERVICIOS SOCIOSANITARIOS S.A
CONMY20171600000272,suministro de gases puros laboratorio salud pública de aragón,SANIDAD,Negociado,Suministros,33236.0,20481.84,MESSER IBERICA DE GASES S.A.U.
CONMY20175400000079,1702 atención social de guardia permanente mujeres victimas de violencia,INSTITUTO ARAGONÉS DE LA MUJER,Abierto,Servicios,164000.0,126000.0,SERVICIOS DE TELEASISTENCIA S.A.
CONEX20175200001293,mantenimiento instalaciones térmicas y climatización,SERVICIO ARAGONÉS DE SALUD,Abierto,Servicios,19421.5,14712.0,AMBITEC S.A.U
CONEX20175200001065,kit test alfa defensina (synovasure) (cód 40838),SERVICIO ARAGONÉS DE SALUD,Negociado,Suministros,332640.0,232848.0,"ZIMMER BIOMET SPAIN, S.L.U."
CONEX20175200001066,prendas de trabajo 5,SERVICIO ARAGONÉS DE SALUD,Contratación centralizada,Suministros,5971.2,5971.07,CONFECCIONES OROEL S.A.
CONEX20175200001329,procedimientos diagnósticos de neurofisiología,SERVICIO ARAGONÉS DE SALUD,Contratación centralizada,Servicios,3753.0,3753.0,"NFC Y SUEÑO, SL"
CONEX20175200001015,suministro de videoproyector,SERVICIO ARAGONÉS DE SALUD,Contratación centralizada,Suministros,470.82,470.81,SERVICIOS MICROINFORMATICA S.A
CONEX20175200001022,"impresoras tikets citas, para centros de salud",SERVICIO ARAGONÉS DE SALUD,Contratación centralizada,Suministros,833.0,833.0,SOLITIUM S.L.
CONEX20175200001023,vehiculos para centros de salud,SERVICIO ARAGONÉS DE SALUD,Contratación centralizada,Suministros,42750.0,42750.0,SUERO MOTOR S.L.U.
CONEX20175200001024,alquiler de 2 enfriadoras condensadas,SERVICIO ARAGONÉS DE SALUD,Negociado,Suministros,36806.0,36806.0,ECHEMAN S.A.
CONEX20175200001037,sistema de imagen sintetizada con tomosintesis,SERVICIO ARAGONÉS DE SALUD,Negociado,Suministros,60000.0,59500.0,FUJIFILM EUROPE GMBH SUCURSAL
CONEX20175200001131,gasoleo calefaccion,SERVICIO ARAGONÉS DE SALUD,Contratación centralizada,Suministros,2359.52,2359.52,REPSOL COMERCIAL DE PRODUCTOS
CONEX20175200001219,servicio de hemodialisis domiciliaria para pacientes,SERVICIO ARAGONÉS DE SALUD,Abierto,Servicios,118010.66,118010.66,FRESENIUS MEDICAL CARE ESPAÑA SAU
CONEX20175200001176,destructoras de documentos,SERVICIO ARAGONÉS DE SALUD,Contratación centralizada,Suministros,822.0,822.0,SOLITIUM S.L.
CONEX20175200001177,pantalla de proyeccion electrica,SERVICIO ARAGONÉS DE SALUD,Contratación centralizada,Suministros,209.0,209.0,SOLITIUM S.L.
CONEX20175200001221,licencia imagen sintetizada p/mamografo hologic,SERVICIO ARAGONÉS DE SALUD,Negociado,Suministros,30000.0,30000.0,"EMSOR, S.A. EMSOR, SA"
CONEX20175200001223,"material necesario para secuenciacion masica ngs <0,5 >0,5",SERVICIO ARAGONÉS DE SALUD,Negociado,Suministros,416232.0,380088.0,SISTEMAS GENOMICOS SL
CONEX20175200001224,material necesario para cgh array genetica,SERVICIO ARAGONÉS DE SALUD,Abierto,Suministros,121824.0,121536.0,"PALEX MEDICAL, S.A."
CONEX20175200001225,mantenimiento integral de los equipos de central de esterilizaci,SERVICIO ARAGONÉS DE SALUD,Abierto,Servicios,136363.64,122727.36,STERIS IBERIA SA
CONEX20175200001226,material para espectrometria por tandem masas,SERVICIO ARAGONÉS DE SALUD,Abierto,Suministros,196236.0,196236.0,PERKINELMER ESPAÑA SL
CONEX20175200001228,material trat. venas varicosas c/fibras opticas emision luz,SERVICIO ARAGONÉS DE SALUD,Abierto,Suministros,151759.35,151759.35,LOGSA ENDOMEDICA SL
CONEX20175200001277,servicio de seguridad,SERVICIO ARAGONÉS DE SALUD,Negociado,Servicios,290582.5,286545.73,GARDA SERVICIOS DE SEGURIDAD S.A.
CONEX20175200001274,vehiculos todoterreno cm 30 i/17 pri,SERVICIO ARAGONÉS DE SALUD,Contratación centralizada,Suministros,33232.8,33232.8,VEHICULOS DE ARAGON S.L.
CONEX20175200001290,servicio de matenimiento de los equipos de endoscopia,SERVICIO ARAGONÉS DE SALUD,Abierto,Servicios,58264.46,57840.0,SISTEMAS TECNICOS ENDOSCOPICOS SA
CONLT20171800000327,2 aulas ies castejón de sos,"EDUCACIÓN, CULTURA Y DEPORTE",Abierto,Suministros,27000.0,24189.0,RENTA DE MAQUINARIA S.L.U.
CONAD20171800000542,suministro vehículo gama media,"EDUCACIÓN, CULTURA Y DEPORTE",Derivado de acuerdo marco,Suministros,13988.02,13132.71,CIVERA AUTOMOCION S.A.
CONAD20171600000262,procedimientos quirúrgicos- cirugía gral. con hospitalización,SANIDAD,Derivado de acuerdo marco,Servicios,155151.83,139733.62,CLINICA MONTECANAL SL
CONAD20171600000263,procedimientos quirúrgicos - urología con hospitalización,SANIDAD,Derivado de acuerdo marco,Servicios,6075.0,5467.5,CLINICA MONTECANAL SL
CONAD20171600000266,procedimientos quirúrgicos - traumatología con hospitalización,SANIDAD,Derivado de acuerdo marco,Servicios,241083.86,155850.0,IDCQ HOSPITALES Y SANIDAD S.L.U.
CONAD20171600000267,procedimientos quirúrgicos- traumatologia cma,SANIDAD,Derivado de acuerdo marco,Servicios,16771.5,12898.0,"CLINICA MONTPELLIER GRUPO HLA, SAU"
CONAD20171600000276,procedimientos quirúrgicos - cirugía general cma,SANIDAD,Derivado de acuerdo marco,Servicios,14863.44,12764.8,UTE CLINICA DEL PILAR LEY 18/1982
CONAD20171600000277,procedimientos quirúrgicos- angiologia y c. vascular hospitalización,SANIDAD,Derivado de acuerdo marco,Servicios,25319.03,19700.0,"CLINICA MONTPELLIER GRUPO HLA, SAU"
CONAD20171500000040,"vehículo consejería economía, industria y empleo","ECONOMÍA, INDUSTRIA Y EMPLEO",Derivado de acuerdo marco,Suministros,19284.82,17294.01,PIRENAUTO S.L.
CONAD20171800000389,"seguridad ies piramide, ifpe san blas, movera y montearagon","EDUCACIÓN, CULTURA Y DEPORTE",Derivado de acuerdo marco,Servicios,198346.34,197431.84,EULEN SEGURIDAD S.A.
CONAD20171300000177,redacción y elaboración pgs alquézar,"VERTEBRACIÓN DEL TERRITORIO, MOVILIDAD Y VIVIENDA",Derivado de acuerdo marco,Servicios,25183.0,25183.0,CANALS LARDIES MARIA PIA
CONAD20171200000116,adquisición vehículo consejero departamento,HACIENDA Y ADMINISTRACIÓN PÚBLICA,Derivado de acuerdo marco,Suministros,19284.82,17656.97,PIRENAUTO S.L.
CONAD20171800000771,dgd suministro homologado estor,"EDUCACIÓN, CULTURA Y DEPORTE",Derivado de acuerdo marco,Suministros,98.48,98.48,EL CORTE INGLES S.A.
CONAD20171600000241,adquisición de fotocopiadora-sgt,SANIDAD,Derivado de acuerdo marco,Suministros,1506.35,1506.35,SOLITIUM S.L.
CONAD20171800000580,prendas de trabajo guardas de monumentos s. prov. huesca,"EDUCACIÓN, CULTURA Y DEPORTE",Derivado de acuerdo marco,Suministros,371.84,230.18,CONFECCIONES OROEL S.A.
CONAD20171600000238,sublote 3.10.h: angiología y cirugía vascular expte 179/17,SANIDAD,Derivado de acuerdo marco,Servicios,22058.25,18770.75,UTE CLINICA DEL PILAR LEY 18/1982
CONAD20171800000581,prendas de trabajo guardas de monumentos s. prov. huesca,"EDUCACIÓN, CULTURA Y DEPORTE",Derivado de acuerdo marco,Suministros,987.12,648.84,EL CORTE INGLES S.A.
CONAD20171600000273,procedimientoa quirúrgicos - c. gral. hospitalización,SANIDAD,Derivado de acuerdo marco,Servicios,103487.06,93217.41,CLINICA MONTECANAL SL
CONAD20171600000274,procedimientos quirúrgicos - traumatologia cma,SANIDAD,Derivado de acuerdo marco,Servicios,56946.62,48390.0,CLINICA MONTECANAL SL
CONAD20171600000275,procedimientos quirúrgicos - c. gral cma,SANIDAD,Derivado de acuerdo marco,Servicios,12450.0,10600.0,"CLINICA MONTPELLIER GRUPO HLA, SAU"
CONAD20171600000280,procedimientos quirúrgicos -traumatologia con hospitalización,SANIDAD,Derivado de acuerdo marco,Servicios,228283.7,138040.0,"CLINICA MONTPELLIER GRUPO HLA, SAU"
CONAD20175500000046,gasoleo de calefacción centros iaj 2018-2019,INSTITUTO ARAGONÉS DE LA JUVENTUD,Derivado de acuerdo marco,Suministros,71900.83,71900.83,REPSOL COMERCIAL DE PRODUCTOS
CONAD20171400000305,145 rb74076 seg infraestruc. uso público pn ordesa,DESARROLLO RURAL Y SOSTENIBILIDAD,Por administración,Servicios,140137.52,140137.52,SDAD ARAGONESA DE GESTION
CONAD20171600000259,obras de reforma planta calle avenida cesar augusto 11(antigua zona mamogra,SANIDAD,Por administración,Obras,49712.68,49566.3,SANCHEZ PRIETO PEDRO
CONMY20171600000305,adquisicion 4 vehiculos gama baja,SANIDAD,Derivado de acuerdo marco,Suministros,42909.08,34196.0,SUERO MOTOR S.L.U.
CONAD20175100000195,suministro equipo multifunción gerencia inaem,INSTITUTO ARAGONÉS DE EMPLEO,Derivado de acuerdo marco,Suministros,3368.0,3095.0,SOLITIUM S.L.
CONLT20171800000145,2.3 huesca. lácteos,"EDUCACIÓN, CULTURA Y DEPORTE",Abierto,Suministros,5513.3,3560.18,CORPORACION ALIMENTARIA GUISSONA SA
CONLT20171800000146,2.4 huesca. coloniales,"EDUCACIÓN, CULTURA Y DEPORTE",Abierto,Suministros,13670.32,11338.52,SERVILINE FOODS SL
CONLT20171800000147,2.5 huesca. congelados,"EDUCACIÓN, CULTURA Y DEPORTE",Abierto,Suministros,37872.9,29401.78,DISTRIBUCIONES RODRIGO S.A.
CONLT20171800000150,3.1 teruel. carne y embutidos,"EDUCACIÓN, CULTURA Y DEPORTE",Abierto,Suministros,12865.16,11226.18,PROFESIONALES DE LA CARNE S.L.
CONLT20171800000151,3.2 teruel. aceite,"EDUCACIÓN, CULTURA Y DEPORTE",Abierto,Suministros,1555.0,1550.6,SERVILINE FOODS SL
CONLT20171800000152,3.3 teruel. lácteos,"EDUCACIÓN, CULTURA Y DEPORTE",Abierto,Suministros,2987.24,2521.8,DISTRIBUCIONES RODRIGO S.A.
CONLT20171800000153,3.4 teruel. coloniales,"EDUCACIÓN, CULTURA Y DEPORTE",Abierto,Suministros,4837.02,3950.48,SERVILINE FOODS SL
CONLT20171800000154,3.5 teruel. congelados,"EDUCACIÓN, CULTURA Y DEPORTE",Abierto,Suministros,7490.56,6380.42,SERVILINE FOODS SL
CONAD20171600000278,procedimientos quirúrgicos - angiologia y c. vascular cma,SANIDAD,Derivado de acuerdo marco,Servicios,8747.07,6400.0,"CLINICA MONTPELLIER GRUPO HLA, SAU"
CONAD20171600000281,sublote 3.10.h:angiología/cirg vasc expte 184/17,SANIDAD,Derivado de acuerdo marco,Servicios,36520.78,31074.98,UTE CLINICA DEL PILAR LEY 18/1982
CONAD20175100000189,suministro equipo de proyección aula walqa - cta,INSTITUTO ARAGONÉS DE EMPLEO,Derivado de acuerdo marco,Suministros,677.81,546.0,CANON ESPAÑA S.A.
CONAD20171600000261,procedimientos quirúrgicos -traumatologia cma,SANIDAD,Derivado de acuerdo marco,Servicios,53038.72,41063.0,"CLINICA MONTPELLIER GRUPO HLA, SAU"
CONAD20175300000529,suministro vehiculo representacion iass,INSTITUTO ARAGONÉS DE SERVICIOS SOCIALES,Derivado de acuerdo marco,Suministros,20041.87,16996.54,PIRENAUTO S.L.
CONLT20177500000041,i-170034 dominio publico pecuario,INSTITUTO ARAGONÉS DE GESTIÓN AMBIENTAL,Negociado,Servicios,16520.0,13794.2,GRUPO UNICA UNION CARTOGRAFICA ARAG
CONLT20177500000042,i-170035 dominio publico pecuario,INSTITUTO ARAGONÉS DE GESTIÓN AMBIENTAL,Negociado,Servicios,16520.0,14042.0,TECNICA Y PROYECTOS S.A.
CONLT20177500000043,i-170036 dominio publico pecuario,INSTITUTO ARAGONÉS DE GESTIÓN AMBIENTAL,Negociado,Servicios,16520.0,14868.0,AREALES REDONDO DAVID
CONAD20175200000663,ampliación servicio de red c.s. de alcañiz,SERVICIO ARAGONÉS DE SALUD,Por administración,Servicios,1573.32,1573.32,ARAGONESA DE SERVICIOS TELEMATICOS
CONAD20171300000178,redacción y elaboración pgs escucha,"VERTEBRACIÓN DEL TERRITORIO, MOVILIDAD Y VIVIENDA",Derivado de acuerdo marco,Servicios,26000.0,26000.0,ARQUITECTURA INGENIERIA TOPOGRAFIA
CONAD20171300000180,redacción y elaboración pgs bisaurri,"VERTEBRACIÓN DEL TERRITORIO, MOVILIDAD Y VIVIENDA",Derivado de acuerdo marco,Servicios,20500.0,20500.0,EUREKA ARQUITECTURA IDEAS S.L.
CONAD20171600000239,sublote 2.9.cma:traumatología expte nº 183/17,SANIDAD,Derivado de acuerdo marco,Servicios,14308.82,12179.54,UTE CLINICA DEL PILAR LEY 18/1982
CONAD20171200000114,gestión y mto. catálogo contratación centralizada,HACIENDA Y ADMINISTRACIÓN PÚBLICA,Por administración,Servicios,15600.0,15600.0,ARAGONESA DE SERVICIOS TELEMATICOS
CONMY20177100000045,implentacion app movil aragon_hoy e15 amdcd_2017_001,ENTIDAD PÚBLICA ARAGONESA DE SERVICIOS TELEMÁTICOS,Derivado de acuerdo marco,Servicios,20597.0,18894.9,KEEN SOFTWARE S.L.
CONAD20171300000139,estabiliz. y consolid. talud en a-226 p.k. 121+500.-t.m. castellote,"VERTEBRACIÓN DEL TERRITORIO, MOVILIDAD Y VIVIENDA",Negociado,Obras,67768.59,67768.59,SEANTO S.L.
CONAD20171400000304,146 rb74012 planes de gestión natura 2000,DESARROLLO RURAL Y SOSTENIBILIDAD,Por administración,Servicios,181235.8,181235.8,SDAD ARAGONESA DE GESTION
CONAD20175500000045,contrato energía eléctrica 2018-2019,INSTITUTO ARAGONÉS DE LA JUVENTUD,Derivado de acuerdo marco,Suministros,62809.92,62809.92,ENDESA ENERGIA S.A.
CONAD20171800000514,adecuacion aulas 2017: adquisición de 55 pdi,"EDUCACIÓN, CULTURA Y DEPORTE",Derivado de acuerdo marco,Suministros,46626.25,20185.0,CANON ESPAÑA S.A.
CONAD20171600000284,sublote 3.11.h:traumatología expte 187/17,SANIDAD,Derivado de acuerdo marco,Servicios,22841.5,15900.0,"CLINICA MONTPELLIER GRUPO HLA, SAU"
CONLT20177500000036,i-170031 montes publicos y privados y otros dominios p.,INSTITUTO ARAGONÉS DE GESTIÓN AMBIENTAL,Negociado,Servicios,16520.0,13500.0,NÁJERA CHIVA ANALÍA
CONLT20177500000038,i-170032 montes publicos y privados y otros dominios p.,INSTITUTO ARAGONÉS DE GESTIÓN AMBIENTAL,Negociado,Servicios,16520.0,13711.6,CALIDAD Y ESTUDIOS ASESORIA SL
CONLT20177500000039,i-170033 montes publicos y privados y otros dominios p.,INSTITUTO ARAGONÉS DE GESTIÓN AMBIENTAL,Negociado,Servicios,16520.0,14000.0,NATURALEZA TECNOLOGIA APLICADA SLP
CONAD20171200000137,sillería para amueblar tacpa,HACIENDA Y ADMINISTRACIÓN PÚBLICA,Derivado de acuerdo marco,Suministros,2020.6,2020.6,TORRES EQUIPAMIENTOS DE OFICINAS
CONLT20175300000774,yei- zaragoza centros propios,INSTITUTO ARAGONÉS DE SERVICIOS SOCIALES,Abierto,Servicios,338749.8,270994.0,FUNDACION FEDERICO OZANAM
CONLT20175300000775,yei- zaragoza centros concertados,INSTITUTO ARAGONÉS DE SERVICIOS SOCIALES,Abierto,Servicios,338749.8,270994.0,FUNDACION FEDERICO OZANAM
