"Obj";"Organo";"Procedimiento de adjudicación";"Tipo de contrato";"Importe de licitación";"Importe de adjudicación";"Instrumento de publicación";"Número de licitadores";"Identidad del adjudicatario";"Ejercicio";"Código Expediente";"M"
"DGD ESTUDIO Y REGISTRO PARA VADI";"EDUCACIÓN, CULTURA Y DEPORTE";"Derivado de acuerdo marco";"Servicios";"956,58";"1.030,08";"https://servicios.aragon.es/pcon/pcon-public/";"";"AZAGRA PATENTES Y MARCAS SL";"2017";"CONAD20171800000817";""
"Procedimientos quirúrgicos- Cirugía Gral. CMA";"SANIDAD";"Derivado de acuerdo marco";"Servicios";"14.403,68";"12.537,84";"https://servicios.aragon.es/pcon/pcon-public/";"";"UTE CLINICA DEL PILAR LEY 18/1982";"2017";"CONAD20171600000260";""
"procedimientos quirúrgicos - Angiologia y Cirugía Vascular Hospit.";"SANIDAD";"Derivado de acuerdo marco";"Servicios";"13.714,47";"10.920,00";"https://servicios.aragon.es/pcon/pcon-public/";"";"CLINICA MONTPELLIER GRUPO HLA,
SAU";"2017";"CONAD20171600000264";""
"Procedimientos quirúrgicos- Angiología y Cirugía Vascular CMA";"SANIDAD";"Derivado de acuerdo marco";"Servicios";"10.126,15";"7.200,00";"https://servicios.aragon.es/pcon/pcon-public/";"";"CLINICA MONTPELLIER GRUPO HLA,
SAU";"2017";"CONAD20171600000265";""
"Procedimientos quirúrgicos - traumatología con hospitalización";"SANIDAD";"Derivado de acuerdo marco";"Servicios";"41.905,75";"27.050,00";"https://servicios.aragon.es/pcon/pcon-public/";"";"CLINICA MONTPELLIER GRUPO HLA,
SAU";"2017";"CONAD20171600000268";""
"Suministro vehículo representación";"EDUCACIÓN, CULTURA Y DEPORTE";"Derivado de acuerdo marco";"Suministros";"19.284,82";"17.801,77";"https://servicios.aragon.es/pcon/pcon-public/";"";"CIVERA AUTOMOCION S.A.";"2017";"CONAD20171800000532";""
"LIMPIEZA IAAP (17/7/17 AL 31/12/17)";"HACIENDA Y ADMINISTRACIÓN PÚBLICA";"Derivado de acuerdo marco";"Servicios";"4.693,83";"4.643,88";"https://servicios.aragon.es/pcon/pcon-public/";"";"LIMPIEZAS LORAI S.L";"2017";"CONAD20171200000108";""
"1.1 ZARAGOZA. CARNES Y EMBUTIDOS";"EDUCACIÓN, CULTURA Y DEPORTE";"Abierto";"Suministros";"84.333,80";"67.129,30";"https://servicios.aragon.es/pcon/pcon-public/";"";"UNION POLLEROS DE ARAGON SL";"2017";"CONLT20171800000137";""
"1.2 ZARAGOZA. ACEITE";"EDUCACIÓN, CULTURA Y DEPORTE";"Abierto";"Suministros";"15.374,80";"15.347,28";"https://servicios.aragon.es/pcon/pcon-public/";"";"SERVILINE FOODS SL";"2017";"CONLT20171800000138";""
"1.3 ZARAGOZA. LÁCTEOS";"EDUCACIÓN, CULTURA Y DEPORTE";"Abierto";"Suministros";"14.199,04";"11.618,42";"https://servicios.aragon.es/pcon/pcon-public/";"";"SERVILINE FOODS SL";"2017";"CONLT20171800000139";""
"1.4 ZARAGOZA. COLONIALES";"EDUCACIÓN, CULTURA Y DEPORTE";"Abierto";"Suministros";"27.999,92";"23.293,10";"https://servicios.aragon.es/pcon/pcon-public/";"";"SERVILINE FOODS SL";"2017";"CONLT20171800000140";""
"1.5 ZARAGOZA. CONGELADOS";"EDUCACIÓN, CULTURA Y DEPORTE";"Abierto";"Suministros";"68.352,58";"53.096,52";"https://servicios.aragon.es/pcon/pcon-public/";"";"SERVILINE FOODS SL";"2017";"CONLT20171800000141";""
"2.1 HUESCA. CARNE Y EMBUTIDOS";"EDUCACIÓN, CULTURA Y DEPORTE";"Abierto";"Suministros";"43.588,40";"29.645,46";"https://servicios.aragon.es/pcon/pcon-public/";"";"CORPORACION ALIMENTARIA GUISSONA SA";"2017";"CONLT20171800000143";""
"2.2 HUESCA. ACEITE";"EDUCACIÓN, CULTURA Y DEPORTE";"Abierto";"Suministros";"7.326,00";"6.737,02";"https://servicios.aragon.es/pcon/pcon-public/";"";"CORPORACION ALIMENTARIA GUISSONA SA";"2017";"CONLT20171800000144";""
"SUMINISTRO DE 1 ECOCARDIÓGRAFO Y 1 ECÓGRAFO P/HOSP. ALCAÑIZ";"SERVICIO ARAGONÉS DE SALUD";"Abierto";"Suministros";"60.000,00";"51.000,00";"https://servicios.aragon.es/pcon/pcon-public/";"";"PHILIPS IBERICA SAE";"2017";"CONEX20175200001155";""
"SUMINISTRO DE 1 ECOCARDIÓGRAFO Y 1 ECÓGRAFO P/HOSP. ALCAÑIZ";"SERVICIO ARAGONÉS DE SALUD";"Abierto";"Suministros";"18.000,00";"16.133,00";"https://servicios.aragon.es/pcon/pcon-public/";"";"GRAL ELECTRIC HEALTHCARE ESPAÑA
S.A";"2017";"CONEX20175200001155";""
"ADQUISICIÓN DE 2 AUTOMÓVILES P/CS MAELLA Y MAS MATAS DE AL10";"SERVICIO ARAGONÉS DE SALUD";"Contratación centralizada";"Suministros";"27.976,04";"25.750,06";"https://servicios.aragon.es/pcon/pcon-public/";"";"PIRENAUTO
S.L.";"2017";"CONEX20175200001198";""
"SUM. UPGRADE TOMOSINTESIS MAMOGRAFO DIGITAL "SENO ESSENTIAL"";"SERVICIO ARAGONÉS DE SALUD";"Negociado";"Suministros";"50.000,00";"50.000,00";"https://servicios.aragon.es/pcon/pcon-public/";"";"GRAL ELECTRIC HEALTHCARE ESPAÑA
S.A";"2017";"CONEX20175200001218";""
"SERVICIO GESTIÓN Y CUSTORIA DE HISTORIAS CLÍNICAS";"SERVICIO ARAGONÉS DE SALUD";"Abierto";"Servicios";"143.512,50";"71.631,00";"https://servicios.aragon.es/pcon/pcon-public/";"";"SEVERIANO SERVICIO MOVIL SA";"2017";"CONEX20175200001264";""
"SUMINISTRO DE MATERIAL SANITARIO PARA INT.QUIR. DE CATARATAS";"SERVICIO ARAGONÉS DE SALUD";"Abierto";"Suministros";"364.200,00";"350.600,00";"https://servicios.aragon.es/pcon/pcon-public/";"";"ALCON CUSI S.A.";"2017";"CONEX20175200001269";""
"IMPLANTES DIVERSOS";"SERVICIO ARAGONÉS DE SALUD";"Abierto";"Suministros";"81.418,64";"81.418,20";"https://servicios.aragon.es/pcon/pcon-public/";"";"BESTMEDIC SL";"2017";"CONEX20175200001051";""
"IMPLANTES DIVERSOS";"SERVICIO ARAGONÉS DE SALUD";"Abierto";"Suministros";"53.500,00";"53.000,00";"https://servicios.aragon.es/pcon/pcon-public/";"";"MEDICAL MIX, SL";"2017";"CONEX20175200001051";""
"MATERIAL PARA TAA INMUNOLOGÍA: CARGA VIRAL VIH";"SERVICIO ARAGONÉS DE SALUD";"Abierto";"Suministros";"135.000,00";"134.500,00";"https://servicios.aragon.es/pcon/pcon-public/";"";"WERFEN ESPAÑA S.A.U.";"2017";"CONEX20175200001052";""
"PROTESIS ARTICULARES DE CADERA";"SERVICIO ARAGONÉS DE SALUD";"Negociado";"Suministros";"28.133,64";"28.000,00";"https://servicios.aragon.es/pcon/pcon-public/";"";"ZIMMER BIOMET SPAIN, S.L.U.";"2017";"CONEX20175200001053";""
"CATETERES CON BALON Y MAT. VALVULOPLASTIAS PARA HEMODINAMICA";"SERVICIO ARAGONÉS DE SALUD";"Abierto";"Suministros";"14.057,85";"14.010,00";"https://servicios.aragon.es/pcon/pcon-public/";"";"TELEFLEX MEDICAL S.A.";"2017";"CONEX20175200001057";""
"CATETERES CON BALON Y MAT. VALVULOPLASTIAS PARA HEMODINAMICA";"SERVICIO ARAGONÉS DE SALUD";"Abierto";"Suministros";"52.500,00";"51.000,00";"https://servicios.aragon.es/pcon/pcon-public/";"";"ABBOTT LABORATORIES S.A.";"2017";"CONEX20175200001057";""
"CATETERES CON BALON Y MAT. VALVULOPLASTIAS PARA HEMODINAMICA";"SERVICIO ARAGONÉS DE SALUD";"Abierto";"Suministros";"2.130,79";"2.130,78";"https://servicios.aragon.es/pcon/pcon-public/";"";"PRIM S.A.";"2017";"CONEX20175200001057";""
"CATETERES CON BALON Y MAT. VALVULOPLASTIAS PARA HEMODINAMICA";"SERVICIO ARAGONÉS DE SALUD";"Abierto";"Suministros";"315.267,74";"310.010,00";"https://servicios.aragon.es/pcon/pcon-public/";"";"MEDTRONIC IBERICA S.A.";"2017";"CONEX20175200001057";""
"CATETERES CON BALON Y MAT. VALVULOPLASTIAS PARA HEMODINAMICA";"SERVICIO ARAGONÉS DE SALUD";"Abierto";"Suministros";"13.646,28";"13.646,28";"https://servicios.aragon.es/pcon/pcon-public/";"";"PALEX MEDICAL, S.A.";"2017";"CONEX20175200001057";""
"CATETERES CON BALON Y MAT. VALVULOPLASTIAS PARA HEMODINAMICA";"SERVICIO ARAGONÉS DE SALUD";"Abierto";"Suministros";"48.750,00";"45.000,00";"https://servicios.aragon.es/pcon/pcon-public/";"";"B BRAUN SURGICAL S.A.";"2017";"CONEX20175200001057";""
"CATETERES CON BALON Y MAT. VALVULOPLASTIAS PARA HEMODINAMICA";"SERVICIO ARAGONÉS DE SALUD";"Abierto";"Suministros";"345,46";"330,00";"https://servicios.aragon.es/pcon/pcon-public/";"";"ST. JUDE MEDICAL ESPAÑA, SA";"2017";"CONEX20175200001057";""
"CATETERES CON BALON Y MAT. VALVULOPLASTIAS PARA HEMODINAMICA";"SERVICIO ARAGONÉS DE SALUD";"Abierto";"Suministros";"358.125,00";"356.863,00";"https://servicios.aragon.es/pcon/pcon-public/";"";"BOSTON_SCIENTIFIC IBERICA
SA";"2017";"CONEX20175200001057";""
"CATETERES CON BALON Y MAT. VALVULOPLASTIAS PARA HEMODINAMICA";"SERVICIO ARAGONÉS DE SALUD";"Abierto";"Suministros";"128.123,10";"91.861,50";"https://servicios.aragon.es/pcon/pcon-public/";"";"TERUMO EUROPE ESPAÑA
S.L.";"2017";"CONEX20175200001057";""
"MATERIAL PARA ECOGRAFIAS, MAMOGRAFIAS Y GENITO URINARIO";"SERVICIO ARAGONÉS DE SALUD";"Abierto";"Suministros";"82.978,00";"81.412,00";"https://servicios.aragon.es/pcon/pcon-public/";"";"BARD DE ESPAÑA, S.L.";"2017";"CONEX20175200001231";""
"OTRO MATERIAL DE NEURORADIOLOGIA";"SERVICIO ARAGONÉS DE SALUD";"Abierto";"Suministros";"2.578,52";"2.080,00";"https://servicios.aragon.es/pcon/pcon-public/";"";"COOK ESPAÑA S.A.";"2017";"CONEX20175200001234";""
"OTRO MATERIAL DE NEURORADIOLOGIA";"SERVICIO ARAGONÉS DE SALUD";"Abierto";"Suministros";"4.000,00";"4.000,00";"https://servicios.aragon.es/pcon/pcon-public/";"";"STRYKER IBERIA SL";"2017";"CONEX20175200001234";""
"OTRO MATERIAL DE NEURORADIOLOGIA";"SERVICIO ARAGONÉS DE SALUD";"Abierto";"Suministros";"37.309,10";"37.301,00";"https://servicios.aragon.es/pcon/pcon-public/";"";"TERUMO EUROPE ESPAÑA S.L.";"2017";"CONEX20175200001234";""
"OTRO MATERIAL DE NEURORADIOLOGIA";"SERVICIO ARAGONÉS DE SALUD";"Abierto";"Suministros";"31.200,00";"30.960,00";"https://servicios.aragon.es/pcon/pcon-public/";"";"WORLD MEDICA, S.L.";"2017";"CONEX20175200001234";""
"OTRO MATERIAL DE NEURORADIOLOGIA";"SERVICIO ARAGONÉS DE SALUD";"Abierto";"Suministros";"4.677,68";"4.104,70";"https://servicios.aragon.es/pcon/pcon-public/";"";"CARDIVA 2 SL";"2017";"CONEX20175200001234";""
"OTRO MATERIAL DE NEURORADIOLOGIA";"SERVICIO ARAGONÉS DE SALUD";"Abierto";"Suministros";"13.200,00";"13.200,00";"https://servicios.aragon.es/pcon/pcon-public/";"";"SUMINISTROS MEDICO-QUIRURGICOS SA";"2017";"CONEX20175200001234";""
"MATERIAL DE OSTEOSINTESIS";"SERVICIO ARAGONÉS DE SALUD";"Abierto";"Suministros";"1.656,83";"1.602,04";"https://servicios.aragon.es/pcon/pcon-public/";"";"JOHNSON & JOHNSON S.A.";"2017";"CONEX20175200001235";""
"MATERIAL DE OSTEOSINTESIS";"SERVICIO ARAGONÉS DE SALUD";"Abierto";"Suministros";"11.525,29";"9.811,00";"https://servicios.aragon.es/pcon/pcon-public/";"";"OSTEOGEN MEDICA SL";"2017";"CONEX20175200001235";""
"MATERIAL DE OSTEOSINTESIS";"SERVICIO ARAGONÉS DE SALUD";"Abierto";"Suministros";"49.177,80";"49.177,80";"https://servicios.aragon.es/pcon/pcon-public/";"";"STRYKER IBERIA SL";"2017";"CONEX20175200001235";""
"PROTESIS VALVULARES Y VASCULARES";"SERVICIO ARAGONÉS DE SALUD";"Abierto";"Suministros";"646.640,00";"646.640,00";"https://servicios.aragon.es/pcon/pcon-public/";"";"MEDTRONIC IBERICA S.A.";"2017";"CONEX20175200001236";""
"PROTESIS VALVULARES Y VASCULARES";"SERVICIO ARAGONÉS DE SALUD";"Abierto";"Suministros";"8.947,64";"8.944,00";"https://servicios.aragon.es/pcon/pcon-public/";"";"BIOMED, SA";"2017";"CONEX20175200001236";""
"PROTESIS VALVULARES Y VASCULARES";"SERVICIO ARAGONÉS DE SALUD";"Abierto";"Suministros";"770.808,00";"770.808,00";"https://servicios.aragon.es/pcon/pcon-public/";"";"PALEX MEDICAL, S.A.";"2017";"CONEX20175200001236";""
"PROTESIS VALVULARES Y VASCULARES";"SERVICIO ARAGONÉS DE SALUD";"Abierto";"Suministros";"48.000,00";"47.400,00";"https://servicios.aragon.es/pcon/pcon-public/";"";"GESTION INTEGRAL DE CLINICAS S.L.";"2017";"CONEX20175200001236";""
"PROTESIS VALVULARES Y VASCULARES";"SERVICIO ARAGONÉS DE SALUD";"Abierto";"Suministros";"586.080,00";"586.080,00";"https://servicios.aragon.es/pcon/pcon-public/";"";"EDWARDS LIFESCIENCES S.L.";"2017";"CONEX20175200001236";""
"PROTESIS VALVULARES Y VASCULARES";"SERVICIO ARAGONÉS DE SALUD";"Abierto";"Suministros";"57.600,00";"57.588,00";"https://servicios.aragon.es/pcon/pcon-public/";"";"ASSUT EUROPE IBERICA, S.L.";"2017";"CONEX20175200001236";""
"PROTESIS VALVULARES Y VASCULARES";"SERVICIO ARAGONÉS DE SALUD";"Abierto";"Suministros";"21.528,00";"21.320,00";"https://servicios.aragon.es/pcon/pcon-public/";"";"IZASA HOSPITAL S.L.U.";"2017";"CONEX20175200001236";""
"PROTESIS VALVULARES Y VASCULARES";"SERVICIO ARAGONÉS DE SALUD";"Abierto";"Suministros";"407.341,84";"407.092,00";"https://servicios.aragon.es/pcon/pcon-public/";"";"INCARDIO, S.L.";"2017";"CONEX20175200001236";""
"MATERIAL CONGENITO PAA HEMODINAMICA";"SERVICIO ARAGONÉS DE SALUD";"Abierto";"Suministros";"15.280,63";"14.999,60";"https://servicios.aragon.es/pcon/pcon-public/";"";"COOK ESPAÑA S.A.";"2017";"CONEX20175200001243";""
"MATERIAL CONGENITO PAA HEMODINAMICA";"SERVICIO ARAGONÉS DE SALUD";"Abierto";"Suministros";"328.448,43";"328.442,88";"https://servicios.aragon.es/pcon/pcon-public/";"";"ST. JUDE MEDICAL ESPAÑA, SA";"2017";"CONEX20175200001243";""
"MATERIAL CONGENITO PAA HEMODINAMICA";"SERVICIO ARAGONÉS DE SALUD";"Abierto";"Suministros";"212.965,43";"212.843,65";"https://servicios.aragon.es/pcon/pcon-public/";"";"EVOMED SL";"2017";"CONEX20175200001243";""
"MATERIAL CONGENITO PAA HEMODINAMICA";"SERVICIO ARAGONÉS DE SALUD";"Abierto";"Suministros";"10.776,00";"10.776,00";"https://servicios.aragon.es/pcon/pcon-public/";"";"MERCE V. ELECTROMEDICINA SL";"2017";"CONEX20175200001243";""
"MATERIAL CONGENITO PAA HEMODINAMICA";"SERVICIO ARAGONÉS DE SALUD";"Abierto";"Suministros";"2.080,00";"2.080,00";"https://servicios.aragon.es/pcon/pcon-public/";"";"EDWARDS LIFESCIENCES S.L.";"2017";"CONEX20175200001243";""
"MATERIAL CONGENITO PAA HEMODINAMICA";"SERVICIO ARAGONÉS DE SALUD";"Abierto";"Suministros";"27.208,00";"26.400,00";"https://servicios.aragon.es/pcon/pcon-public/";"";"IZASA HOSPITAL S.L.U.";"2017";"CONEX20175200001243";""
"MATERIAL CONGENITO PAA HEMODINAMICA";"SERVICIO ARAGONÉS DE SALUD";"Abierto";"Suministros";"18.161,58";"15.270,00";"https://servicios.aragon.es/pcon/pcon-public/";"";"CARDINAL HEALTH SPAIN 511, S.L.";"2017";"CONEX20175200001243";""
"DGD DIRECCION FACULTATIVA REFUERZO ESTRUCTURA RESPOMUSO FASE 2ª";"EDUCACIÓN, CULTURA Y DEPORTE";"Adjudicación directa";"Obras";"1.287,79";"1.287,79";"https://servicios.aragon.es/pcon/pcon-public/";"";"FERRANDO VITALES JOSE
MIGUEL";"2017";"CONEX20171800000884";""
"VEHICULO INDUSTRIAL COMBI PARA C.S. SASTAGO";"SERVICIO ARAGONÉS DE SALUD";"Contratación centralizada";"Suministros";"11.980,00";"11.980,00";"https://servicios.aragon.es/pcon/pcon-public/";"";"ARAGONESA AUTOMOVILES
S.A.";"2017";"CONEX20175200001159";""
"APLICACIONES INFORMATICAS PARA ANALISIS PRODUCTO HOSPITALARIO 2017-2018";"SANIDAD";"Abierto";"Suministros";"167.390,80";"104.443,00";"https://servicios.aragon.es/pcon/pcon-public/";"";"SISTEMAS GESTION SANITARIA SA";"2017";"CONMY20171600000256";""
"SUMINISTRO ELÉCTRICO PARA LAS COMISARÍAS UPA ZARAGOZA Y TERUEL";"PRESIDENCIA";"Derivado de acuerdo marco";"Servicios";"50.636,36";"50.636,36";"https://servicios.aragon.es/pcon/pcon-public/";"";"ENDESA ENERGIA S.A.";"2017";"CONAD20171000000296";""
"Gas <= 50.000 Kwh 2018";"INSTITUTO ARAGONÉS DE SERVICIOS SOCIALES";"Derivado de acuerdo marco";"Suministros";"12.196,70";"12.196,70";"https://servicios.aragon.es/pcon/pcon-public/";"";"ENDESA ENERGIA S.A.";"2017";"CONAD20175300000619";""
"RF 74013 FUNCIO Y MANTO RESERVAS Y COTOS CAZA 2017";"DESARROLLO RURAL Y SOSTENIBILIDAD";"Por administración";"Servicios";"557.941,72";"557.941,72";"https://servicios.aragon.es/pcon/pcon-public/";"";"SDAD ARAGONESA DE
GESTION";"2017";"CONAD20171400000586";""
"LIMPIEZA COMISARÍA POLICÍA ADSCRITA UPA TERUEL";"PRESIDENCIA";"Derivado de acuerdo marco";"Servicios";"7.980,27";"6.864,09";"https://servicios.aragon.es/pcon/pcon-public/";"";"DISTRIVISUAL S.L.";"2017";"CONAD20171000000309";""
"Gas > 50.000 Kwh";"INSTITUTO ARAGONÉS DE SERVICIOS SOCIALES";"Derivado de acuerdo marco";"Suministros";"49.328,49";"49.328,49";"https://servicios.aragon.es/pcon/pcon-public/";"";"NEXUS ENERGIA S.A.";"2017";"CONAD20175300000620";""
"AUTOMÓVIL";"INSTITUTO ARAGONÉS DE EMPLEO";"Abierto";"Servicios";"14.652,00";"14.000,00";"https://servicios.aragon.es/pcon/pcon-public/";"";"ULIBARRENA HERCE ARITZ";"2017";"CONLT20175100000018";""
"SUMINISTRO GASOIL 2018";"INSTITUTO ARAGONÉS DE SERVICIOS SOCIALES";"Abierto";"Suministros";"38.016,53";"38.016,53";"https://servicios.aragon.es/pcon/pcon-public/";"";"REPSOL COMERCIAL DE PRODUCTOS";"2017";"CONAD20175300000228";""
"ARRENDAMIENTO DE TRES VEHÍCULOS DISCRETOS UPA ZARAGOZA";"PRESIDENCIA";"Abierto";"Suministros";"89.758,08";"77.442,24";"https://servicios.aragon.es/pcon/pcon-public/";"";"ALPHABET ESPAÑA FLEET MANAGEMENT";"2017";"CONMY20171000000143";""
"REALIZACION DEL MAPA DE PAISAJE DE LA DELIMITACION COMARCAL DE ZARAGOZA";"VERTEBRACIÓN DEL TERRITORIO, MOVILIDAD Y VIVIENDA";"Abierto";"Servicios";"40.000,00";"39.600,00";"https://servicios.aragon.es/pcon/pcon-public/";"";"UTE-MELISSA
GEOTER-MASTERGEO II";"2017";"CONMY20171300000086";""
"OBRAS REFORMA PABELLÓN S. JUAN DE DIOS E INTERPABELLONES CRP N.S.DEL PILAR";"SERVICIO ARAGONÉS DE SALUD";"Abierto";"Obras";"3.393.646,02";"2.885.617,21";"https://servicios.aragon.es/pcon/pcon-public/";"";"UTE-CONSTRUCCIONES MARIANO
LOPEZ";"2017";"CONMY20175200000598";""
"Suministro e instalación de 69 mesas táctiles y 69 proyectores";"EDUCACIÓN, CULTURA Y DEPORTE";"Abierto";"Suministros";"208.725,00";"170.924,00";"https://servicios.aragon.es/pcon/pcon-public/";"";"SOLUCIONES DIGITALES
TECNOLOGICAS";"2017";"CONMY20171800000374";""
"MEJORA CONEXIÓN A-2 Y A-202. CALATAYUD-CAMPO GOLF";"VERTEBRACIÓN DEL TERRITORIO, MOVILIDAD Y VIVIENDA";"Abierto";"Obras";"73.843,42";"64.612,99";"https://servicios.aragon.es/pcon/pcon-public/";"";"SUMELZO S.A.";"2017";"CONMY20171300000093";""
"TRANSPORTE PERSONAL LAB. AGROAMBIENTAL 2018";"DESARROLLO RURAL Y SOSTENIBILIDAD";"Abierto";"Servicios";"30.286,52";"23.949,12";"https://servicios.aragon.es/pcon/pcon-public/";"";"ANETO AUTOCARES Y SERVICIOS S.L.";"2017";"CONMY20171400000225";""
"KITS DIAGNOSTICO DETECCION ANTICUERPOS gE";"DESARROLLO RURAL Y SOSTENIBILIDAD";"Abierto";"Suministros";"33.600,00";"22.218,00";"https://servicios.aragon.es/pcon/pcon-public/";"";"IDEXX LABORATORIOS S.L.";"2017";"CONMY20171400000226";""
"1733 SERVICIO DE INSERCION SOCIOLABORAL PARA MUJERES VVG";"INSTITUTO ARAGONÉS DE LA MUJER";"Abierto";"Servicios";"80.000,00";"73.600,00";"https://servicios.aragon.es/pcon/pcon-public/";"";"FUNDACION FEDERICO OZANAM";"2017";"CONMY20175400000033";""
"suministro impresos varios enero-octubre 2018 Dpto Hacienda";"HACIENDA Y ADMINISTRACIÓN PÚBLICA";"Derivado de acuerdo marco";"Suministros";"14.876,03";"2.272,73";"https://servicios.aragon.es/pcon/pcon-public/";"";"GRAFICAS ALOS
S.A.";"2017";"CONAD20171200000181";""
"SUMINISTRO GAS NATURAL ÓRGANOS JUDICIALES DE ARAGÓN";"PRESIDENCIA";"Derivado de acuerdo marco";"Suministros";"122.276,80";"122.276,80";"https://servicios.aragon.es/pcon/pcon-public/";"";"NEXUS ENERGIA S.A.";"2017";"CONAD20171000000341";""
"CONTRATO DERIVADO ACUERDO MARCO GAS VARIAS GUARDERIAS INFANTILES";"EDUCACIÓN, CULTURA Y DEPORTE";"Derivado de acuerdo marco";"Suministros";"33.884,30";"33.884,30";"https://servicios.aragon.es/pcon/pcon-public/";"";"NEXUS ENERGIA
S.A.";"2017";"CONAD20171800001417";""
"SPC-MANTENIMIENTO SISTEMAS INFORMÁTICOS EMERGENCIAS 112";"PRESIDENCIA";"Por administración";"Servicios";"73.410,70";"73.410,70";"https://servicios.aragon.es/pcon/pcon-public/";"";"ARAGONESA DE SERVICIOS TELEMATICOS";"2017";"CONAD20171000000342";""
"CONTRATO DERIVADO ACUERDO MARCO GAS GI SAN LORENZO";"EDUCACIÓN, CULTURA Y DEPORTE";"Derivado de acuerdo marco";"Servicios";"1.239,67";"1.239,67";"https://servicios.aragon.es/pcon/pcon-public/";"";"ENDESA ENERGIA
S.A.";"2017";"CONAD20171800001420";""
"SERVICIOS POSTALES Y TELEGRÁFICOS PARA LOS CENTROS DEPENDIENTES DEL INAEM";"INSTITUTO ARAGONÉS DE EMPLEO";"Derivado de acuerdo marco";"Servicios";"209.710,74";"209.710,74";"https://servicios.aragon.es/pcon/pcon-public/";"";"SDAD ESTATAL CORREOS Y
TELEGRAFOS";"2017";"CONAD20175100000222";""
"CONTRATACION IVES-TRAMITACION ANTICIPADA";"SANIDAD";"Derivado de acuerdo marco";"Servicios";"66.442,05";"66.442,05";"https://servicios.aragon.es/pcon/pcon-public/";"";"UTE CLINICA DEL PILAR LEY 18/1982";"2017";"CONAD20171600000364";""
"CONTRATACION IVES-TRAMITACION ANTICIPADA";"SANIDAD";"Derivado de acuerdo marco";"Servicios";"18.752,94";"18.752,94";"https://servicios.aragon.es/pcon/pcon-public/";"";"UTE CLINICA DEL PILAR LEY 18/1982";"2017";"CONAD20171600000365";""
"PROCEDIMIENTOS IVES- TRAMITACION ANTICIPADA";"SANIDAD";"Derivado de acuerdo marco";"Servicios";"18.773,82";"18.773,82";"https://servicios.aragon.es/pcon/pcon-public/";"";"UTE CLINICA DEL PILAR LEY 18/1982";"2017";"CONAD20171600000366";""
"SERVICIOS POSTALES PARA LA ADMINISTRACIÓN DE JUSTICIA EN ARAGÓN";"PRESIDENCIA";"Derivado de acuerdo marco";"Servicios";"1.385.188,25";"1.385.188,25";"https://servicios.aragon.es/pcon/pcon-public/";"";"SDAD ESTATAL CORREOS Y
TELEGRAFOS";"2017";"CONAD20171000000338";""
"SUMINISTRO TONER Y OTRO MATERIAL DE IMPRESION ENERO-OCT 2018";"HACIENDA Y ADMINISTRACIÓN PÚBLICA";"Derivado de acuerdo marco";"Suministros";"14.876,03";"10.330,58";"https://servicios.aragon.es/pcon/pcon-public/";"";"SUIN INFORMATICA
SL";"2017";"CONAD20171200000183";""
"1 botas de seguridad para el arquitecto Ivan Paul Martín";"EDUCACIÓN, CULTURA Y DEPORTE";"Derivado de acuerdo marco";"Suministros";"92,80";"74,40";"https://servicios.aragon.es/pcon/pcon-public/";"";"EL CORTE INGLES
S.A.";"2017";"CONAD20171800001414";""
"LOTE 4: 2 VEHICULOS INDUSTRIALES CENTRO SANIDAD Y CERTIFICACION VEGETAL";"DESARROLLO RURAL Y SOSTENIBILIDAD";"Derivado de acuerdo marco";"Suministros";"24.434,71";"24.434,71";"https://servicios.aragon.es/pcon/pcon-public/";"";"ARAGONESA AUTOMOVILES
S.A.";"2017";"CONAD20171400000414";""
"IAM 1741-SERVIC. EDUCACION FAMILIAR PARA MUJ. VICTIMAS DE VIOLENCIA HIJOS";"INSTITUTO ARAGONÉS DE LA MUJER";"Negociado";"Servicios";"113.200,00";"112.960,00";"https://servicios.aragon.es/pcon/pcon-public/";"";"SERVICIOS DE TELEASISTENCIA
S.A.";"2017";"CONMY20175400000048";""
"SUMINISTRO DOS ENFRIADORAS EDIFICIO PIGNATELLI";"HACIENDA Y ADMINISTRACIÓN PÚBLICA";"Abierto";"Suministros";"144.920,31";"144.700,00";"https://servicios.aragon.es/pcon/pcon-public/";"";"AMBITEC S.A.U";"2017";"CONMY20171200000107";""
"EVOLUCIÓN TECNOLÓGICA PASARELA DE PAGOS";"ENTIDAD PÚBLICA ARAGONESA DE SERVICIOS TELEMÁTICOS";"Abierto";"Servicios";"38.000,00";"30.400,00";"https://servicios.aragon.es/pcon/pcon-public/";"";"ARALINK TECNOLOGIAS DE
LA";"2017";"CONMY20177100000063";""
"RUTA 79. RESERVA DE PLAZAS HUESCA. CURSO 2017/2018";"EDUCACIÓN, CULTURA Y DEPORTE";"Negociado";"Servicios";"17.571,27";"17.571,27";"https://servicios.aragon.es/pcon/pcon-public/";"";"ALOSA AUTOCARES Y AUTOBUSES S.L.";"2017";"CONAD20171800000979";""
