Producto,ProductURI,Tipo,NIF,Adjudicatario,OrganizationURI,Fecha,Cantidad Pedido,Cantidad Recibido,Cantidad Pendiente,Importe del Pedido,Importe Pagado,Importe Pendiente,VAT
GUANTE QUIRÚRGICO,GUANTE_QUIRÚRGICO,SUMINISTRO,B86030723,MEDLINE INTERNATIONAL IBERIA S.L.,MEDLINE_INTERNATIONAL_IBERIA_SL,2020-03-25T00:00:00Z,3600,3600,0,1908,1908,0,0
GUANTE QUIRÚRGICO,GUANTE_QUIRÚRGICO,SUMINISTRO,B86030723,MEDLINE INTERNATIONAL IBERIA S.L.,MEDLINE_INTERNATIONAL_IBERIA_SL,2020-03-25T00:00:00Z,600,600,0,318,318,0,0
GUANTE QUIRÚRGICO,GUANTE_QUIRÚRGICO,SUMINISTRO,B86030723,MEDLINE INTERNATIONAL IBERIA S.L.,MEDLINE_INTERNATIONAL_IBERIA_SL,2020-03-25T00:00:00Z,200,200,0,257,257,0,21
GUANTE QUIRÚRGICO,GUANTE_QUIRÚRGICO,SUMINISTRO,B86030723,MEDLINE INTERNATIONAL IBERIA S.L.,MEDLINE_INTERNATIONAL_IBERIA_SL,2020-03-25T00:00:00Z,1000,1000,0,1283,1283,0,21
GUANTE QUIRÚRGICO,GUANTE_QUIRÚRGICO,SUMINISTRO,B86030723,MEDLINE INTERNATIONAL IBERIA S.L.,MEDLINE_INTERNATIONAL_IBERIA_SL,2020-03-25T00:00:00Z,1000,1000,0,1283,1283,0,21
GUANTE QUIRÚRGICO,GUANTE_QUIRÚRGICO,SUMINISTRO,B86030723,MEDLINE INTERNATIONAL IBERIA S.L.,MEDLINE_INTERNATIONAL_IBERIA_SL,2020-03-25T00:00:00Z,2800,2800,0,3591,3591,0,21
GUANTE QUIRÚRGICO,GUANTE_QUIRÚRGICO,SUMINISTRO,B86030723,MEDLINE INTERNATIONAL IBERIA S.L.,MEDLINE_INTERNATIONAL_IBERIA_SL,2020-03-25T00:00:00Z,2600,2600,0,3335,3335,0,21
GUANTE QUIRÚRGICO,GUANTE_QUIRÚRGICO,SUMINISTRO,B86030723,MEDLINE INTERNATIONAL IBERIA S.L.,MEDLINE_INTERNATIONAL_IBERIA_SL,2020-03-25T00:00:00Z,3000,3000,0,3848,3848,0,21
GUANTE QUIRÚRGICO,GUANTE_QUIRÚRGICO,SUMINISTRO,B86030723,MEDLINE INTERNATIONAL IBERIA S.L.,MEDLINE_INTERNATIONAL_IBERIA_SL,2020-03-25T00:00:00Z,400,400,0,513,513,0,21
GUANTE QUIRÚRGICO,GUANTE_QUIRÚRGICO,SUMINISTRO,B86030723,MEDLINE INTERNATIONAL IBERIA S.L.,MEDLINE_INTERNATIONAL_IBERIA_SL,2020-03-25T00:00:00Z,600,600,0,653,653,0,21
GUANTE QUIRÚRGICO,GUANTE_QUIRÚRGICO,SUMINISTRO,B86030723,MEDLINE INTERNATIONAL IBERIA S.L.,MEDLINE_INTERNATIONAL_IBERIA_SL,2020-03-25T00:00:00Z,400,400,0,436,436,0,21
GUANTE QUIRÚRGICO,GUANTE_QUIRÚRGICO,SUMINISTRO,B86030723,MEDLINE INTERNATIONAL IBERIA S.L.,MEDLINE_INTERNATIONAL_IBERIA_SL,2020-03-25T00:00:00Z,600,600,0,653,653,0,21
GUANTE QUIRÚRGICO,GUANTE_QUIRÚRGICO,SUMINISTRO,B86030723,MEDLINE INTERNATIONAL IBERIA S.L.,MEDLINE_INTERNATIONAL_IBERIA_SL,2020-03-25T00:00:00Z,1600,1600,0,484,484,0,21
MASCARILLA PROTECCION FFP3,MASCARILLA_PROTECCION_FFP3,SUMINISTRO,B86030723,MEDLINE INTERNATIONAL IBERIA S.L.,MEDLINE_INTERNATIONAL_IBERIA_SL,2020-03-25T00:00:00Z,5760,5760,0,8782,8782,0,21
MASCARILLAS (OTRAS),MASCARILLAS_(OTRAS),SUMINISTRO,B86030723,MEDLINE INTERNATIONAL IBERIA S.L.,MEDLINE_INTERNATIONAL_IBERIA_SL,2020-03-25T00:00:00Z,100,100,0,30,30,0,0
PIJAMAS,PIJAMAS,SUMINISTRO,B86030723,MEDLINE INTERNATIONAL IBERIA S.L.,MEDLINE_INTERNATIONAL_IBERIA_SL,2020-03-25T00:00:00Z,825,825,0,819,819,0,21
MONITOR DE PRESION VENOSA,MONITOR_DE_PRESION_VENOSA,SUMINISTRO,B97527477,"MATCLINIC, S.L.",MATCLINIC_SL,2020-03-25T00:00:00Z,8,8,0,26592,26592,0,21
MONO INTEGRAL,MONO_INTEGRAL,SUMINISTRO,F73659013,MPL SOLUCIONES S.COOP,MPL_SOLUCIONES_SCOOP,2020-03-25T00:00:00Z,500,500,0,5142,5142,0,21
MONO INTEGRAL,MONO_INTEGRAL,SUMINISTRO,F73659013,MPL SOLUCIONES S.COOP,MPL_SOLUCIONES_SCOOP,2020-03-25T00:00:00Z,1000,1000,0,10285,10285,0,21
MONO INTEGRAL,MONO_INTEGRAL,SUMINISTRO,F73659013,MPL SOLUCIONES S.COOP,MPL_SOLUCIONES_SCOOP,2020-03-25T00:00:00Z,1000,1000,0,10285,10285,0,21
MONO INTEGRAL,MONO_INTEGRAL,SUMINISTRO,F73659013,MPL SOLUCIONES S.COOP,MPL_SOLUCIONES_SCOOP,2020-03-25T00:00:00Z,1000,1000,0,10285,10285,0,21
GORROS,GORROS,SUMINISTRO,A08630063,"IBERHOSPITEX, S.A.",IBERHOSPITEX_SA,2020-03-26T00:00:00Z,49000,49000,0,2075,2075,0,21
GORROS,GORROS,SUMINISTRO,A08630063,"IBERHOSPITEX, S.A.",IBERHOSPITEX_SA,2020-03-26T00:00:00Z,51000,51000,0,1785,1785,0,0
"GUANTES DE NITRILO, CON Y SIN POLVO",GUANTES_DE_NITRILO__CON_Y_SIN_POLVO,SUMINISTRO,A28017895,"EL CORTE INGLES, S.A.",EL_CORTE_INGLES_SA,2020-03-26T00:00:00Z,188000,188000,0,5823,5823,0,21
"GUANTES DE NITRILO, CON Y SIN POLVO",GUANTES_DE_NITRILO__CON_Y_SIN_POLVO,SUMINISTRO,A28017895,"EL CORTE INGLES, S.A.",EL_CORTE_INGLES_SA,2020-03-26T00:00:00Z,80000,80000,0,2478,2478,0,21
"GUANTES DE NITRILO, CON Y SIN POLVO",GUANTES_DE_NITRILO__CON_Y_SIN_POLVO,SUMINISTRO,A28017895,"EL CORTE INGLES, S.A.",EL_CORTE_INGLES_SA,2020-03-26T00:00:00Z,23000,23000,0,712,712,0,21
Fund/prot.desechable,Fund/prot_desechable,SUMINISTRO,A58710740,"PALEX MEDICAL, S.A.",PALEX_MEDICAL_SA,2020-03-26T00:00:00Z,25000,25000,0,21175,21175,0,21
KITS PCR DIAGNOSTICO COVID-19,KITS_PCR_DIAGNOSTICO_COVID-19,SUMINISTRO,A58710740,"PALEX MEDICAL, S.A.",PALEX_MEDICAL_SA,2020-03-26T00:00:00Z,5,5,0,15125,15125,0,0
PCR EXTRACCION Y MATERIAL ACCESORIO,PCR_EXTRACCION_Y_MATERIAL_ACCESORIO,SUMINISTRO,A58710740,"PALEX MEDICAL, S.A.",PALEX_MEDICAL_SA,2020-03-26T00:00:00Z,2,2,0,172,172,0,0
PCR EXTRACCION Y MATERIAL ACCESORIO,PCR_EXTRACCION_Y_MATERIAL_ACCESORIO,SUMINISTRO,A58710740,"PALEX MEDICAL, S.A.",PALEX_MEDICAL_SA,2020-03-26T00:00:00Z,1,1,0,86,86,0,21
PCR EXTRACCION Y MATERIAL ACCESORIO,PCR_EXTRACCION_Y_MATERIAL_ACCESORIO,SUMINISTRO,A58710740,"PALEX MEDICAL, S.A.",PALEX_MEDICAL_SA,2020-03-26T00:00:00Z,3,3,0,697,697,0,0
PCR EXTRACCION Y MATERIAL ACCESORIO,PCR_EXTRACCION_Y_MATERIAL_ACCESORIO,SUMINISTRO,A58710740,"PALEX MEDICAL, S.A.",PALEX_MEDICAL_SA,2020-03-26T00:00:00Z,1,1,0,242,242,0,21
PCR EXTRACCION Y MATERIAL ACCESORIO,PCR_EXTRACCION_Y_MATERIAL_ACCESORIO,SUMINISTRO,A58710740,"PALEX MEDICAL, S.A.",PALEX_MEDICAL_SA,2020-03-26T00:00:00Z,10,10,0,710,710,0,0
PCR EXTRACCION Y MATERIAL ACCESORIO,PCR_EXTRACCION_Y_MATERIAL_ACCESORIO,SUMINISTRO,A58710740,"PALEX MEDICAL, S.A.",PALEX_MEDICAL_SA,2020-03-26T00:00:00Z,10,10,0,2000,2000,0,0
GORROS,GORROS,SUMINISTRO,B30243737,"VIALTA, S.L.",VIALTA_SL,2020-03-26T00:00:00Z,800,800,0,68,68,0,21
Fund/prot.desechable,Fund/prot_desechable,SUMINISTRO,B61526414,MOLNLYCKE HEALTH CARE S.L.,MOLNLYCKE_HEALTH_CARE_SL,2020-03-26T00:00:00Z,400,400,0,605,605,0,21
OTROS,OTROS,SUMINISTRO,B73182586,"MARCOM MEDICA, S.L.",MARCOM_MEDICA_SL,2020-03-26T00:00:00Z,100,100,0,0,0,0,21
TERMOMETROS,TERMOMETROS,SUMINISTRO,B73280349,"MEDICAL CAÑADA, S.L.",MEDICAL_CAÑADA_SL,2020-03-26T00:00:00Z,200,200,0,11000,11000,0,0
Conector/adaptador,Conector/adaptador,SUMINISTRO,B80957889,"INTERSURGICAL ESPAÑA, S.L.",INTERSURGICAL_ESPAÑA_SL,2020-03-26T00:00:00Z,100,100,0,241,241,0,21
Conector/adaptador,Conector/adaptador,SUMINISTRO,B82479387,"LINDE MEDICA, S.L.U.",LINDE_MEDICA_SLU,2020-03-26T00:00:00Z,30,30,0,0,0,0,0
RESPIRADOR DE VENTILACIÓN NO INVASIVA,RESPIRADOR_DE_VENTILACIÓN_NO_INVASIVA,SUMINISTRO,B84745801,"AIR LIQUIDE HEALTHCARE ESPAÑA, S.L.",AIR_LIQUIDE_HEALTHCARE_ESPAÑA_SL,2020-03-26T00:00:00Z,20,20,0,140360,140360,0,21
BATAS DESECHABLES E IMPERMEABLES,BATAS_DESECHABLES_E_IMPERMEABLES,SUMINISTRO,B86030723,MEDLINE INTERNATIONAL IBERIA S.L.,MEDLINE_INTERNATIONAL_IBERIA_SL,2020-03-26T00:00:00Z,288,288,0,404,404,0,21
BATAS DESECHABLES E IMPERMEABLES,BATAS_DESECHABLES_E_IMPERMEABLES,SUMINISTRO,B86030723,MEDLINE INTERNATIONAL IBERIA S.L.,MEDLINE_INTERNATIONAL_IBERIA_SL,2020-03-26T00:00:00Z,64,64,0,116,116,0,21
BATAS DESECHABLES E IMPERMEABLES,BATAS_DESECHABLES_E_IMPERMEABLES,SUMINISTRO,B86030723,MEDLINE INTERNATIONAL IBERIA S.L.,MEDLINE_INTERNATIONAL_IBERIA_SL,2020-03-26T00:00:00Z,1404,1404,0,1971,1971,0,0
BATAS DESECHABLES E IMPERMEABLES,BATAS_DESECHABLES_E_IMPERMEABLES,SUMINISTRO,B86030723,MEDLINE INTERNATIONAL IBERIA S.L.,MEDLINE_INTERNATIONAL_IBERIA_SL,2020-03-26T00:00:00Z,120,120,0,218,218,0,21
BATAS DESECHABLES E IMPERMEABLES,BATAS_DESECHABLES_E_IMPERMEABLES,SUMINISTRO,B86030723,MEDLINE INTERNATIONAL IBERIA S.L.,MEDLINE_INTERNATIONAL_IBERIA_SL,2020-03-26T00:00:00Z,252,252,0,354,354,0,21
BATAS DESECHABLES E IMPERMEABLES,BATAS_DESECHABLES_E_IMPERMEABLES,SUMINISTRO,B86030723,MEDLINE INTERNATIONAL IBERIA S.L.,MEDLINE_INTERNATIONAL_IBERIA_SL,2020-03-26T00:00:00Z,72,72,0,259,259,0,0
BATAS DESECHABLES E IMPERMEABLES,BATAS_DESECHABLES_E_IMPERMEABLES,SUMINISTRO,B86030723,MEDLINE INTERNATIONAL IBERIA S.L.,MEDLINE_INTERNATIONAL_IBERIA_SL,2020-03-26T00:00:00Z,252,252,0,457,457,0,21
GUANTE QUIRÚRGICO,GUANTE_QUIRÚRGICO,SUMINISTRO,B86030723,MEDLINE INTERNATIONAL IBERIA S.L.,MEDLINE_INTERNATIONAL_IBERIA_SL,2020-03-26T00:00:00Z,8800,8800,0,2716,2716,0,21
GUANTE QUIRÚRGICO,GUANTE_QUIRÚRGICO,SUMINISTRO,B86030723,MEDLINE INTERNATIONAL IBERIA S.L.,MEDLINE_INTERNATIONAL_IBERIA_SL,2020-03-26T00:00:00Z,7200,7200,0,2222,2222,0,21
GUANTE QUIRÚRGICO,GUANTE_QUIRÚRGICO,SUMINISTRO,B86030723,MEDLINE INTERNATIONAL IBERIA S.L.,MEDLINE_INTERNATIONAL_IBERIA_SL,2020-03-26T00:00:00Z,2000,2000,0,617,617,0,21
MASCARILLA PROTECCION FFP3,MASCARILLA_PROTECCION_FFP3,SUMINISTRO,B86030723,MEDLINE INTERNATIONAL IBERIA S.L.,MEDLINE_INTERNATIONAL_IBERIA_SL,2020-03-26T00:00:00Z,700,700,0,212,212,0,21
PIJAMAS,PIJAMAS,SUMINISTRO,B86030723,MEDLINE INTERNATIONAL IBERIA S.L.,MEDLINE_INTERNATIONAL_IBERIA_SL,2020-03-26T00:00:00Z,525,525,0,521,521,0,21
OTROS,OTROS,SUMINISTRO,***8469**,MIGUEL ANGEL SALINAS REVERTE,MIGUEL_ANGEL_SALINAS_REVERTE,2020-03-27T00:00:00Z,24,24,0,109,109,0,21
Tubul/filt/circ. Y,Tubul/filt/circ__Y,SUMINISTRO,A03142114,"TELEFLEX MEDICAL, S.A.",TELEFLEX_MEDICAL_SA,2020-03-27T00:00:00Z,20,20,0,48,48,0,21
Tubul/filt/circ. Y,Tubul/filt/circ__Y,SUMINISTRO,A03142114,"TELEFLEX MEDICAL, S.A.",TELEFLEX_MEDICAL_SA,2020-03-27T00:00:00Z,500,500,0,1210,1210,0,21
Rec/col/acc.,Rec/col/acc_,SUMINISTRO,A03802451,"MEDILEVEL, S.A.",MEDILEVEL_SA,2020-03-27T00:00:00Z,100,100,0,120,120,0,21
CALZAS,CALZAS,SUMINISTRO,A08630063,"IBERHOSPITEX, S.A.",IBERHOSPITEX_SA,2020-03-27T00:00:00Z,44800,44800,0,2689,2689,0,21
Inst.des.general,Inst_des_general,SUMINISTRO,A28389484,"MEDTRONIC IBERICA, S.A.",MEDTRONIC_IBERICA_SA,2020-03-27T00:00:00Z,90,90,0,3267,3267,0,21
Inst.des.general,Inst_des_general,SUMINISTRO,A28389484,"MEDTRONIC IBERICA, S.A.",MEDTRONIC_IBERICA_SA,2020-03-27T00:00:00Z,100,100,0,3000,3000,0,0
Termó/sensor reg.dat,Termó/sensor_reg_dat,SUMINISTRO,A28389484,"MEDTRONIC IBERICA, S.A.",MEDTRONIC_IBERICA_SA,2020-03-27T00:00:00Z,2088,2088,0,17559,17559,0,21
Mascarilla O2/otras,Mascarilla_O2/otras,SUMINISTRO,A28536480,"VYGON, S.A.",VYGON_SA,2020-03-27T00:00:00Z,100,100,0,10285,10285,0,21
ECOGRAFO,ECOGRAFO,SUMINISTRO,A31568397,"AGENOR AGENCIA MANTENIMIENTOS, S.A.",AGENOR_AGENCIA_MANTENIMIENTOS_SA,2020-03-27T00:00:00Z,2,2,0,6759,6759,0,21
GUANTE VINILO,GUANTE_VINILO,SUMINISTRO,A58001686,"BARNA IMPORT MEDICA, S.A.",BARNA_IMPORT_MEDICA_SA,2020-03-27T00:00:00Z,6000,6000,0,150,150,0,21
GUANTE VINILO,GUANTE_VINILO,SUMINISTRO,A58001686,"BARNA IMPORT MEDICA, S.A.",BARNA_IMPORT_MEDICA_SA,2020-03-27T00:00:00Z,14000,14000,0,349,349,0,21
"GUANTES DE NITRILO, CON Y SIN POLVO",GUANTES_DE_NITRILO__CON_Y_SIN_POLVO,SUMINISTRO,A58001686,"BARNA IMPORT MEDICA, S.A.",BARNA_IMPORT_MEDICA_SA,2020-03-27T00:00:00Z,1500,1500,0,256,256,0,21
ALCOHOL,ALCOHOL,SUMINISTRO,B08362089,"VWR INTERNATIONAL EUROLAB, SL",VWR_INTERNATIONAL_EUROLAB_SL,2020-03-27T00:00:00Z,500,500,0,1363,1363,0,0
OTROS,OTROS,SUMINISTRO,B11270097,BENITEZ PAUBLETE S.L.,BENITEZ_PAUBLETE_SL,2020-03-27T00:00:00Z,20000,17000,3000,9196,7817,1379,21
BATAS DESECHABLES E IMPERMEABLES,BATAS_DESECHABLES_E_IMPERMEABLES,SUMINISTRO,B30430987,J.B.COMERCIAL DEL VESTUARIO S.L.,JBCOMERCIAL_DEL_VESTUARIO_SL,2020-03-27T00:00:00Z,1000,1000,0,3025,3025,0,21
Conector/adaptador,Conector/adaptador,SUMINISTRO,B46149555,"DEXTRO MEDICA, S.L.",DEXTRO_MEDICA_SL,2020-03-27T00:00:00Z,10,10,0,357,357,0,0
CARRO NODRIZA,CARRO_NODRIZA,SUMINISTRO,B60805769,"SIEMENS HEALTHCARE,  S.L.U.",SIEMENS_HEALTHCARE__SLU,2020-03-27T00:00:00Z,1,1,0,5635,5635,0,21
CARRO UNIDOSIS,CARRO_UNIDOSIS,SUMINISTRO,B60805769,"SIEMENS HEALTHCARE,  S.L.U.",SIEMENS_HEALTHCARE__SLU,2020-03-27T00:00:00Z,6,6,0,42499,42499,0,21
Nebuliz./humidific.,Nebuliz_/humidific_,SUMINISTRO,B61053922,"KEYLAB MEDICAL, S.L.",KEYLAB_MEDICAL_SL,2020-03-27T00:00:00Z,1000,500,500,17452,8726,8726,0
Conector/adaptador,Conector/adaptador,SUMINISTRO,B73182586,"MARCOM MEDICA, S.L.",MARCOM_MEDICA_SL,2020-03-27T00:00:00Z,130,130,0,8809,8809,0,21
Conector/adaptador,Conector/adaptador,SUMINISTRO,B73182586,"MARCOM MEDICA, S.L.",MARCOM_MEDICA_SL,2020-03-27T00:00:00Z,20,20,0,1036,1036,0,0
MAMPARAS MOSTRADOR,MAMPARAS_MOSTRADOR,SUMINISTRO,B73281198,FORTUNY COMUNIQUE S.L.,FORTUNY_COMUNIQUE_SL,2020-03-27T00:00:00Z,200,200,0,16940,16940,0,21
"MASCARILLAS QUIRURGICAS I, de tipo II y IIR",MASCARILLAS_QUIRURGICAS_I__de_tipo_II_y_IIR,SUMINISTRO,B73287740,"LEASK, S.L.",LEASK_SL,2020-03-27T00:00:00Z,500000,500000,0,314600,314600,0,21
"MASCARILLAS QUIRURGICAS I, de tipo II y IIR",MASCARILLAS_QUIRURGICAS_I__de_tipo_II_y_IIR,SUMINISTRO,B73287740,"LEASK, S.L.",LEASK_SL,2020-03-27T00:00:00Z,500000,500000,0,260000,260000,0,0
TEST RAPIDO COVID-19,TEST_RAPIDO_COVID-19,SUMINISTRO,B73287740,"LEASK, S.L.",LEASK_SL,2020-03-27T00:00:00Z,20000,20000,0,198682,198682,0,21
BATAS DESECHABLES E IMPERMEABLES,BATAS_DESECHABLES_E_IMPERMEABLES,SUMINISTRO,B73319436,"FERRETERIA SURESTE, S.L.",FERRETERIA_SURESTE_SL,2020-03-27T00:00:00Z,71,71,0,799,799,0,21
OTROS,OTROS,SUMINISTRO,B73319436,"FERRETERIA SURESTE, S.L.",FERRETERIA_SURESTE_SL,2020-03-27T00:00:00Z,200,200,0,1261,1261,0,21
Instalación CCTV,Instalación_CCTV,SUMINISTRO,B73478851,"INMOTICA INTEGRAL, S.L.",INMOTICA_INTEGRAL_SL,2020-03-27T00:00:00Z,1,1,0,10546,10546,0,21
Instalación CCTV,Instalación_CCTV,SUMINISTRO,B73478851,"INMOTICA INTEGRAL, S.L.",INMOTICA_INTEGRAL_SL,2020-03-27T00:00:00Z,1,1,0,10546,10546,0,21
Licencias Ciitrix,Licencias_Ciitrix,SUMINISTRO,B73526360,INFORGES S. L.,INFORGES_S_L,2020-03-27T00:00:00Z,1000,1000,0,122310,122310,0,21
Mantenimiento Licencias Citrix,Mantenimiento_Licencias_Citrix,SUMINISTRO,B73526360,INFORGES S. L.,INFORGES_S_L,2020-03-27T00:00:00Z,1000,1000,0,35330,35330,0,21
OTROS,OTROS,SUMINISTRO,B82209149,"AUTOBRILLANTE,S.L.",AUTOBRILLANTESL,2020-03-27T00:00:00Z,100,100,0,3589,3589,0,21
OTROS,OTROS,SUMINISTRO,B82209149,"AUTOBRILLANTE,S.L.",AUTOBRILLANTESL,2020-03-27T00:00:00Z,100,100,0,5211,5211,0,21
OTROS,OTROS,SUMINISTRO,B82209149,"AUTOBRILLANTE,S.L.",AUTOBRILLANTESL,2020-03-27T00:00:00Z,200,200,0,9680,9680,0,21
Tubul/filt/circ. Y,Tubul/filt/circ__Y,SUMINISTRO,B82479387,"LINDE MEDICA, S.L.U.",LINDE_MEDICA_SLU,2020-03-27T00:00:00Z,150,150,0,6897,6897,0,0
Tubul/filt/circ. Y,Tubul/filt/circ__Y,SUMINISTRO,B82479387,"LINDE MEDICA, S.L.U.",LINDE_MEDICA_SLU,2020-03-27T00:00:00Z,600,600,0,1670,1670,0,21
Tubul/filt/circ. Y,Tubul/filt/circ__Y,SUMINISTRO,B97527477,"MATCLINIC, S.L.",MATCLINIC_SL,2020-03-27T00:00:00Z,500,500,0,817,817,0,21
OTROS,OTROS,SUMINISTRO,B97821904,"GARRIC GESTION Y SERVICICIOS, S.L.",GARRIC_GESTION_Y_SERVICICIOS_SL,2020-03-27T00:00:00Z,2100,2100,0,200,200,0,21
Sondas urológicas,Sondas_urológicas,SUMINISTRO,A03142114,"TELEFLEX MEDICAL, S.A.",TELEFLEX_MEDICAL_SA,2020-03-30T00:00:00Z,25,25,0,43,43,0,10
"GUANTES DE NITRILO, CON Y SIN POLVO",GUANTES_DE_NITRILO__CON_Y_SIN_POLVO,SUMINISTRO,A28017895,"EL CORTE INGLES, S.A.",EL_CORTE_INGLES_SA,2020-03-30T00:00:00Z,268000,268000,0,8302,8302,0,21
Fij/suj/acc.ventiltp,Fij/suj/acc_ventiltp,SUMINISTRO,A28061737,GENERAL ELECTRIC HEALTHCARE ESP.SA,GENERAL_ELECTRIC_HEALTHCARE_ESPSA,2020-03-30T00:00:00Z,20,20,0,484,484,0,21
"MASCARILLAS QUIRURGICAS I, de tipo II y IIR",MASCARILLAS_QUIRURGICAS_I__de_tipo_II_y_IIR,SUMINISTRO,A28329704,KRAPE S.A.,KRAPE_SA,2020-03-30T00:00:00Z,1500000,1500000,0,2359500,2359500,0,21
Tubos admón.O2,Tubos_admón_O2,SUMINISTRO,A28389484,"MEDTRONIC IBERICA, S.A.",MEDTRONIC_IBERICA_SA,2020-03-30T00:00:00Z,50,50,0,239,239,0,21
SOLUCION HIDROALCOHOLICA (biocida y cosmetica),SOLUCION_HIDROALCOHOLICA_(biocida_y_cosmetica),SUMINISTRO,A30014047,"AROM, S.A.",AROM_SA,2020-03-30T00:00:00Z,11760,11760,0,32301,32301,0,21
MASCARILLA PROTECCION FFP2,MASCARILLA_PROTECCION_FFP2,SUMINISTRO,A58001686,"BARNA IMPORT MEDICA, S.A.",BARNA_IMPORT_MEDICA_SA,2020-03-30T00:00:00Z,5000,5000,0,26015,26015,0,21
MASCARILLA PROTECCION FFP2,MASCARILLA_PROTECCION_FFP2,SUMINISTRO,A58001686,"BARNA IMPORT MEDICA, S.A.",BARNA_IMPORT_MEDICA_SA,2020-03-30T00:00:00Z,5000,5000,0,26015,26015,0,21
MASCARILLA PROTECCION FFP2,MASCARILLA_PROTECCION_FFP2,SUMINISTRO,A58001686,"BARNA IMPORT MEDICA, S.A.",BARNA_IMPORT_MEDICA_SA,2020-03-30T00:00:00Z,5000,5000,0,26015,26015,0,21
MASCARILLA PROTECCION FFP2,MASCARILLA_PROTECCION_FFP2,SUMINISTRO,B28078020,"3M ESPAÑA, S.L.",3M_ESPAÑA_SL,2020-03-30T00:00:00Z,400,400,0,203,203,0,21
MASCARILLA PROTECCION FFP2,MASCARILLA_PROTECCION_FFP2,SUMINISTRO,B28078020,"3M ESPAÑA, S.L.",3M_ESPAÑA_SL,2020-03-30T00:00:00Z,4800,4800,0,7550,7550,0,21
MASCARILLA PROTECCION FFP2,MASCARILLA_PROTECCION_FFP2,SUMINISTRO,B28078020,"3M ESPAÑA, S.L.",3M_ESPAÑA_SL,2020-03-30T00:00:00Z,2400,2400,0,3775,3775,0,21
Conector/adaptador,Conector/adaptador,SUMINISTRO,B46149555,"DEXTRO MEDICA, S.L.",DEXTRO_MEDICA_SL,2020-03-30T00:00:00Z,20,20,0,42,42,0,0
Tubul/filt/circ. Y,Tubul/filt/circ__Y,SUMINISTRO,B46149555,"DEXTRO MEDICA, S.L.",DEXTRO_MEDICA_SL,2020-03-30T00:00:00Z,20,20,0,937,937,0,0
DESINFECTANTE TOALLITAS,DESINFECTANTE_TOALLITAS,SUMINISTRO,B48910756,"VESISMIN, S.L.",VESISMIN_SL,2020-03-30T00:00:00Z,10350,10350,0,1052,1052,0,0
Toall/esp.desechable,Toall/esp_desechable,SUMINISTRO,B48910756,"VESISMIN, S.L.",VESISMIN_SL,2020-03-30T00:00:00Z,12000,12000,0,661,661,0,21
AMPLIACION +4 LICENCIAS PHILIPPS NEUMO,AMPLIACION_+4_LICENCIAS_PHILIPPS_NEUMO,SUMINISTRO,B60805769,"SIEMENS HEALTHCARE,  S.L.U.",SIEMENS_HEALTHCARE__SLU,2020-03-30T00:00:00Z,4,4,0,8287,8287,0,21
CCTV U31,CCTV_U31,SUMINISTRO,B60805769,"SIEMENS HEALTHCARE,  S.L.U.",SIEMENS_HEALTHCARE__SLU,2020-03-30T00:00:00Z,1,1,0,13658,13658,0,21
CCTV U41,CCTV_U41,SUMINISTRO,B60805769,"SIEMENS HEALTHCARE,  S.L.U.",SIEMENS_HEALTHCARE__SLU,2020-03-30T00:00:00Z,1,1,0,13658,13658,0,21
CCTV U42,CCTV_U42,SUMINISTRO,B60805769,"SIEMENS HEALTHCARE,  S.L.U.",SIEMENS_HEALTHCARE__SLU,2020-03-30T00:00:00Z,1,1,0,13658,13658,0,21
MONITOR+CENTRAL,MONITOR+CENTRAL,SUMINISTRO,B60805769,"SIEMENS HEALTHCARE,  S.L.U.",SIEMENS_HEALTHCARE__SLU,2020-03-30T00:00:00Z,27,27,0,57596,57596,0,0
MONITOR+CENTRAL,MONITOR+CENTRAL,SUMINISTRO,B60805769,"SIEMENS HEALTHCARE,  S.L.U.",SIEMENS_HEALTHCARE__SLU,2020-03-30T00:00:00Z,35,35,0,74661,74661,0,0
Conector/adaptador,Conector/adaptador,SUMINISTRO,B73182586,"MARCOM MEDICA, S.L.",MARCOM_MEDICA_SL,2020-03-30T00:00:00Z,150,150,0,10164,10164,0,21
Tubul/filt/circ. Y,Tubul/filt/circ__Y,SUMINISTRO,B73182586,"MARCOM MEDICA, S.L.",MARCOM_MEDICA_SL,2020-03-30T00:00:00Z,40,40,0,1117,1117,0,21
MASCARILLA PROTECCION FFP2,MASCARILLA_PROTECCION_FFP2,SUMINISTRO,B73287740,"LEASK, S.L.",LEASK_SL,2020-03-30T00:00:00Z,4900,4900,0,28756,28756,0,21
MONO INTEGRAL,MONO_INTEGRAL,SUMINISTRO,B73777583,"NOVO HERMALEV, S.L.",NOVO_HERMALEV_SL,2020-03-30T00:00:00Z,5000,5000,0,157179,157179,0,21
MONO INTEGRAL,MONO_INTEGRAL,SUMINISTRO,B73777583,"NOVO HERMALEV, S.L.",NOVO_HERMALEV_SL,2020-03-30T00:00:00Z,7000,7000,0,220051,220051,0,21
MONO INTEGRAL,MONO_INTEGRAL,SUMINISTRO,B73777583,"NOVO HERMALEV, S.L.",NOVO_HERMALEV_SL,2020-03-30T00:00:00Z,5000,5000,0,129900,129900,0,0
MONO INTEGRAL,MONO_INTEGRAL,SUMINISTRO,B73777583,"NOVO HERMALEV, S.L.",NOVO_HERMALEV_SL,2020-03-30T00:00:00Z,7000,7000,0,181860,181860,0,0
