Ao;Mes;Descripcin Centro;Organismo;Nmero Contrato;Nmero Expediente;Descripcin Contrato;Tipo Contrato;Procedimiento Adjudicacin;Artculo;Apartado;Criterios Adjudicacin;Presupuesto Total(IVA Incluido);Importe Adjudicacin (IVA Incluido);Plazo;Fecha Adjudicacin;Nombre/Razn Social;NIF/CIF Adjudicatario;Fecha Formalizacin;Acuerdo Marco;Ingreso/Coste Cero;Observaciones;;;;;;;;
2020;Febrero;EMPRESAS;EMPRESA MUNICIPAL DE TRANSPORTES S.A.;202000204;EMT/2019/00089;REVISION DE LAS CABINAS DE TELEFERICO DE MADRID MEDIANTE ENSAYOS NO DESTRUCTIVOS;Servicios;Abierto simplificado;;;Pluralidad de criterios;79552.38;64127.58;47.5;18/11/2019;SEGURIDAD INDUSTRIAL MEDIOAMBIENTE Y CALIDAD S.L.;B47474259;17/01/2020; ;;;;;;;;;;
2020;Febrero;EMPRESAS;EMPRESA MUNICIPAL DE TRANSPORTES S.A.;202000205;EMT/2019/00148;SUMINISTRO Y MONTAJE DE MOBILIARIO PARA EL CENTRO DE CONTROL DEL SISTEMA DE AYUDA A LA EXPLOTACION DE EMT MADRID - LOTES 1, 2 Y 3;Suministro;Abierto;;;Pluralidad de criterios;314010.12;234698.26;6;20/12/2019;MOBILIAR, SL;B78118106;29/01/2020; ;;;;;;;;;;
2020;Febrero;EMPRESAS;MADRID DESTINO, CULTURA, TURISMO Y NEGOCIO, S.A.;202000206;MDC/2019/00204;PR19-0410 CO-PRODUCCION DEL ESPECTACULO TEATRAL JUANA Y SU EXHIBICION DEL 4 AL 22 DE DICIEMBRE DE 2019 (T.ESPAOL);Servicios;Negociado sin publicidad;168;a) apartado 2;;143860.34;143860.34;2.93;20/09/2019;LOSDEDAE, S.L.;B81987455;24/09/2019; ;;;;;;;;;;
2020;Febrero;EMPRESAS;MADRID DESTINO, CULTURA, TURISMO Y NEGOCIO, S.A.;202000207;MDC/2019/00272;REPRESENTACION DE BIG BEARS CRY TOO, LOS DIAS 13, 14 Y 15 DE MARZO DE 202 EN LA NAVE 11. SALA FERNANDO ARRABAL DE NAVES MATADERO MADRID.;Servicios;Negociado sin publicidad;168;a) apartado 2;;23000.00;23000.00;3.1;11/12/2019;IRENE WOOL;BE0547608253;12/12/2019; ;;;;;;;;;;
2020;Febrero;AYUNTAMIENTO DE MADRID;DISTRITO DE CARABANCHEL;202000208;300/2019/00564;SERVICIO DE COMEDOR PARA LOS SOCIOS DE LOS CENTROS MUNICIPALES DE MAYORES DEL DISTRITO DE CARABANCHEL;Servicios;Abierto;;;Pluralidad de criterios;357650.00;357650.00;24;03/12/2019;ALIMENTACION INDUSTRIAL REUNIDA ALIRSA, S.L.;B80622897;30/12/2019; ;;;;;;;;;;
2020;Febrero;EMPRESAS;EMPRESA MIXTA CLUB DE CAMPO VILLA DE MADRID, S.A.;202000209;CCV/2019/00513;SERVICIO DE VIGILANCIA DE LA SALUD PARA LOS EMPLEADOS DEL CCVM, SA;Servicios;Abierto;;;Pluralidad de criterios;29106.00;23256.00;24;02/12/2019;NORPREVENCION, S.L.;B27222827;20/12/2019; ;;;;;;;;;;
2020;Febrero;EMPRESAS;MADRID DESTINO, CULTURA, TURISMO Y NEGOCIO, S.A.;202000210;MDC/2019/00189;PR19-0345 CO-PRODUCCION Y EXHIBICION LA ESPUMA DE LOS DIAS EN LA SALA MARGARITA XIRGU DEL TEATRO DEL 21 DE NOVIEMBRE AL 22 DE DICIEMBRE DE 2019  (T.ESPAOL);Servicios;Negociado sin publicidad;168;a) apartado 2;;97132.85;89131.31;2.6;04/10/2019;MARIA VELASCO GONZALEZ;71284664M;04/10/2019; ;;;;;;;;;;
2020;Febrero;EMPRESAS;MADRID DESTINO, CULTURA, TURISMO Y NEGOCIO, S.A.;202000211;MDC/2019/00223;PR19-0435 CO-PRODUCCION PROSTITUCION Y SU EXHIBICION EN LA SALA PRINCIPAL DEL TEATRO DEL 17 DE ENERO AL 23 DE FECRERO DE 2020 (T.ESPAOL);Servicios;Negociado sin publicidad;168;a) apartado 2;;249199.50;112772.00;3;21/11/2019;CHECK-IN PRODUCCIONES, S.L.;B87751731;22/11/2019; ;;;;;;;;;;
2020;Febrero;EMPRESAS;EMPRESA MIXTA CLUB DE CAMPO VILLA DE MADRID, S.A.;202000212;CCV/2019/00504;SEGURO DE RESPONSABILIDAD CIVIL DE ADMINISTRADORES Y DIRECTIVOS DEL CCVM, SA;Servicios;Abierto;;;Pluralidad de criterios;5000.00;3065.41;12;06/12/2019;CAJA DE SEGUROS REUNIDOS COMPAIAS DE SEGUROS Y REASEGUROS, S.A.;A28013050;29/12/2019; ;;;;;;;;;;
2020;Febrero;EMPRESAS;EMPRESA MIXTA CLUB DE CAMPO VILLA DE MADRID, S.A.;202000213;CCV/2019/00994;SERVICIO MANTENIMIENTO INTEGRAL DEL ARBOLADO DEL CCVM, SA;Servicios;Abierto;;;Pluralidad de criterios;387200.00;314950.78;24;02/12/2019;TALHER, S.A.;A08602815;26/12/2019; ;;;;;;;;;;
2020;Febrero;EMPRESAS;EMPRESA MIXTA CLUB DE CAMPO VILLA DE MADRID, S.A.;202000214;CCV/2019/01184;OBRAS DE ADECUACION INTERIOR DE LOS VESTUARIOS DEL PERSONAL DE MANTENIMIENTO DE PISCINAS DEL CVM, SA;Obras;Abierto;;;Pluralidad de criterios;166723.90;166496.00;2.5;23/12/2019;LUAN 2007,SL;B85280469;27/12/2019; ;;;;;;;;;;
2020;Febrero;EMPRESAS;EMPRESA MUNICIPAL DE LA VIVIENDA Y SUELO DE MADRID, S.A.;202000215;EVS/2019/00057;SERVICIOS DE ELABORACION DEL PROYECTO BASICO, PROYECTO DE EJECUCION, DIRECCION DE OBRA Y DIRECCION DE EJECUCION DE OBRA, COORDINACION DE SEGURIDAD Y SALUD Y TRABAJOS COMPLEMENTARIOS DEL LOTE 1- CAAVERAL 03;Servicios;Abierto;;;Pluralidad de criterios;924551.39;767377.65;31;02/10/2019;VALERIO CANALS, CLARA MONEO Y MATHIAS SCHUTTE MCGA, UNION TEMPORAL DE EMPRESAS;U88477963;08/11/2019; ;;;;;;;;;;
2020;Febrero;EMPRESAS;EMPRESA MUNICIPAL DE LA VIVIENDA Y SUELO DE MADRID, S.A.;202000216;EVS/2019/00057;SERVICIOS DE ELABORACION DEL PROYECTO BASICO, PROYECTO DE EJECUCION, DIRECCION DE OBRA Y DIRECCION DE EJECUCION DE OBRA, COORDINACION DE SEGURIDAD Y SALUD Y TRABAJOS COMPLEMENTARIOS DEL LOTE 2- CAAVERAL 04 ;Servicios;Abierto;;;Pluralidad de criterios;924551.39;816750.00;31;02/10/2019;ARAUJO-DOLADO ARQUITECTOS, UNION TEMPORAL DE EMPRESAS;U88478730;08/11/2019; ;;;;;;;;;;
2020;Febrero;EMPRESAS;EMPRESA MUNICIPAL DE LA VIVIENDA Y SUELO DE MADRID, S.A.;202000217;EVS/2019/00057;SERVICIOS DE ELABORACION DEL PROYECTO BASICO, PROYECTO DE EJECUCION, DIRECCION DE OBRA Y DIRECCION DE EJECUCION DE OBRA, COORDINACION DE SEGURIDAD Y SALUD Y TRABAJOS COMPLEMENTARIOS DEL LOTE 4- CAAVERAL 06 ;Servicios;Abierto;;;Pluralidad de criterios;687719.18;550175.35;31;02/10/2019;JUNQUERA ARQUITECTOS, S.L.P. Y FERNANDO MANIA, UNION TEMPORAL DE EMPRESAS, ABREVIADAMENTE UTE JUNQUERA-MANIA;U88482732;08/11/2019; ;;;;;;;;;;
2020;Febrero;EMPRESAS;EMPRESA MUNICIPAL DE LA VIVIENDA Y SUELO DE MADRID, S.A.;202000218;EVS/2019/00057;SERVICIOS DE ELABORACION DEL PROYECTO BASICO, PROYECTO DE EJECUCION, DIRECCION DE OBRA Y DIRECCION DE EJECUCION DE OBRA, COORDINACION DE SEGURIDAD Y SALUD Y TRABAJOS COMPLEMENTARIOS DEL LOTE 5- CAAVERAL 07;Servicios;Abierto;;;Pluralidad de criterios;687719.18;660660.00;31;02/10/2019;HERRAIZ-BERGMAN-SAENZMEDIOPUNTO, UNION TEMPORAL DE EMPRESAS;U88477807;08/11/2019; ;;;;;;;;;;
2020;Febrero;AYUNTAMIENTO DE MADRID;DISTRITO DE CARABANCHEL;202000219;300/2019/01427;SUMINISTRO DE PRODUCTOS QUIMICOS PARA EL TRATAMIENTO DEL AGUA DE PISCINAS DEL CENTRO DEPORTIVO MUNICIPAL LA MINA.;Suministro;Abierto simplificado sumario;;;Un unico criterio;41378.37;41378.37;12;23/01/2020;HIDROCLORIBERICA,S.L;B84284512;29/01/2020; ;;;;;;;;;;
2020;Febrero;AYUNTAMIENTO DE MADRID;DISTRITO DE CARABANCHEL;202000220;300/2019/01362;CONTRATO DE SERVICIOS DE CONSULTORIA TECNICA INTEGRAL EN MATERIA DE AUTOPROTECCION, PREVENCION DE RIESGOS LABORALES Y COORDINACION DE ACTIVIDADES EMPRESARIALES, EN LOS EQUIPAMIENTOS Y RECINTOS AL AIRE LIBRE COMPETENCIA DEL DISTRITO DE CARABANCHEL. AO 2020;Servicios;Abierto simplificado;;;Pluralidad de criterios;69792.80;69792.80;12;29/01/2020;ABANTIS CONSULTORIA Y ASESORIA, S.L.;B84892306;31/01/2020; ;;;;;;;;;;
2020;Febrero;AYUNTAMIENTO DE MADRID;REA DE GOBIERNO DE FAMILIAS, IGUALDAD Y BIENESTAR SOCIAL;202000221;300/2019/00883;CONTRATO DE SERVICIOS DENOMINADO TRASLADO DE MOBILIARIO, DOCUMENTACION, EQUIPOS INFORMATICOS, INSTRUMENTOS MUSICALES Y DEMAS ENSERES PARA NECESIDADES DEL AREA DE GOBIERNO DE FAMILIAS, IGUALDAD Y BIENESTAR SOCIAL.;Servicios;Abierto simplificado;;;Pluralidad de criterios;78815.77;78815.77;17;21/01/2020;ORDAX COORDINADORA DE TRANSPORTES Y  MERCANCIAS S.L.;B80132145;27/01/2020; ;;;;;;;;;;
2020;Febrero;EMPRESAS;EMPRESA MUNICIPAL DE SERVICIOS FUNERARIOS Y CEMENTERIOS DE MADRID, S.A.;202000222;SFC/2019/00036;OBRAS DE CONSTRUCCION DEL JARDIN DEL RECUERDO EN EL CEMENTERIO SUR DE MADRID PARA LA EMSFYCM, S.A.;Obras;Abierto simplificado;;;Pluralidad de criterios;602711.38;534243.37;3;19/12/2019;INSTALACIONES MADRILEAS SECIS, S.L.;B86075785;10/01/2020; ;;;;;;;;;;
2020;Febrero;AYUNTAMIENTO DE MADRID;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;202000223;300/2019/00287;SERVICIO DE  LAVADO DE ROPA PLANA Y LIMPIEZA DE PRENDAS DE UNIFORMIDAD DEL CUERPO DE POLICIA MUNICIPAL DE MADRID;Servicios;Abierto;;;Un unico criterio;65340.00;65340.00;36;10/12/2019;TINTORERIAS FRUMAR S.L.;B83828475;23/12/2019; ;;;;;;;;;;
2020;Febrero;AYUNTAMIENTO DE MADRID;MADRID SALUD;202000224;300/2019/01144;SUMINISTRO DE REACTIVOS PARA LA DETECCION DE DROGAS DE ABUSO EN ORINA PARA EL LABORATORIO DE ANALISIS CLINICOS DE MADRID SALUD;Suministro;Abierto;;;Pluralidad de criterios;129591.00;129591.00;36;21/11/2019;THERMO FISHER DIAGNOSTICS, S.L.U.;B62014485;26/12/2019; ;;;;;;;;;;
2020;Febrero;AYUNTAMIENTO DE MADRID;DISTRITO DE CARABANCHEL;202000225;300/2019/00128;ORGANIZACION, DINAMIZACION Y EJECUCION DE ACTIVIDADES SOCIOCULTURALES, ARTISTICAS Y LUDICAS. LOTE 1;Servicios;Abierto;;;Pluralidad de criterios;199786.08;158829.93;12;27/11/2019;YEIYEBA, S.L.;B81650137;20/12/2019; ;;;;;;;;;;
2020;Febrero;EMPRESAS;MADRID DESTINO, CULTURA, TURISMO Y NEGOCIO, S.A.;202000226;MDC/2019/00205;PR19-0409 CO-PRODUCCION DEL ESPECTACULO TEATRAL ECOS Y EXHIBICION DEL 14 DE NOVIEMBRE AL 1 DE DICIEMBRE DE 2019 (T.ESPAOL);Servicios;Negociado sin publicidad;168;a) apartado 2;;92286.63;92286.63;1.73;08/10/2019;PINCHEFORN PRODUCCIONES, S.L.;B85508307;09/10/2019; ;;;;;;;;;;
2020;Febrero;AYUNTAMIENTO DE MADRID;MADRID SALUD;202000227;300/2019/01106;SUMINISTRO DE VACUNAS CON DESTINO AL SERVICIO DE FARMACIA DE MADRID SALUD, PARA SU DISPENSACION AL CENTRO DE SALUD INTERNACIONAL (7 LOTES). LOTE 7;Suministro;Abierto;;;Pluralidad de criterios;5148.00;5148.00;12;18/11/2019;PFIZER, SL;B28089225;16/12/2019; ;;;;;;;;;;
2020;Febrero;AYUNTAMIENTO DE MADRID;MADRID SALUD;202000228;300/2019/01082;SUMINISTRO DE TUBOS DE EXTRACCION DE SANGRE POR VACIO Y MATERIAL DE EXTRACCION CON DESTINO AL LABORATORIO DE ANALISIS CLINICOS DE MADRID SALUD;Suministro;Abierto;;;Pluralidad de criterios;227789.76;227789.76;36;25/11/2019;CAJAL S.A.;A28793685;26/12/2019; ;;;;;;;;;;
2020;Febrero;AYUNTAMIENTO DE MADRID;MADRID SALUD;202000229;300/2019/01083;SUMINISTRO PARA REACTIVOS PARA TECNICAS DE SEROLOGIA II Y BIOLOGIA MOLECULAR PARA EL LABORATORIO DE ANALISIS CLINICOS DE MADRID SALUD.;Suministro;Abierto;;;Pluralidad de criterios;447145.44;447145.44;36;25/11/2019;"ROCHE DIAGNOSTICS; S.L.";B61503355;26/12/2019; ;;;;;;;;;;
2020;Febrero;AYUNTAMIENTO DE MADRID;REA DE GOBIERNO DE CULTURA, TURISMO Y DEPORTE;202000230;300/2019/00693;PROYECTO DE EJECUCION DE OBRAS DE CONSOLIDACION ESTRUCTURAL DE LA NAVE 15 DEL ANTIGUO MATADERO MUNICIPAL DE ARGANZUELA (MADRID).;Obras;Abierto simplificado;;;Pluralidad de criterios;944505.65;671543.51;6;04/12/2019;ORTIZ CONSTRUCCIONES Y PROYECTOS, S.A.;A19001205;13/12/2019; ;;;;;;;;;;
2020;Febrero;AYUNTAMIENTO DE MADRID;DISTRITO DE LATINA;202000231;300/2019/01233;LUDOTECAS INFANTILES EN LOS CENTROS CULTURALES Y SOCIO-CULTURALES DEL DISTRITO DE LATINA;Servicios;Abierto simplificado;;;Pluralidad de criterios;55861.50;55055.00;12;18/12/2019;IDEOTUR, S.L.L.;B83109827;30/12/2019; ;;;;;;;;;;
2020;Febrero;EMPRESAS;MADRID DESTINO, CULTURA, TURISMO Y NEGOCIO, S.A.;202000232;MDC/2019/00274;PR19-0473 CO-PRODUCCION ESPAOLAS FRANCO HA MUERTO Y SU EXHIBICION EN LA SALA MARGARITA XIRGU DEL TEATRO ESPAOL DEL 26 DE FEBRERO AL 15 DE MARZO 2020(T..ESPAOL);Servicios;Negociado sin publicidad;168;a) apartado 2;;40078.25;40078.25;2.9;13/12/2019;LAZONA TEATRO, S.L.;B87503058;17/12/2019; ;;;;;;;;;;
2020;Febrero;AYUNTAMIENTO DE MADRID;MADRID SALUD;202000233;300/2019/00941;SERVICIO DE MENSAJERIA DE MADRID SALUD;Servicios;Abierto;;;Pluralidad de criterios;230390.94;133677.24;36;14/11/2019;LIZARDO JOSE VILLAFRANCA CARNERO .;02672059B;17/12/2019; ;;;;;;;;;;
2020;Febrero;AYUNTAMIENTO DE MADRID;MADRID SALUD;202000234;300/2019/01006;SUMINISTRO DE ESPECIALIDADES FARMACEUTICAS CON DESTINO AL SERVICIO DE FARMACIA DE MADRID SALUD PARA SU DISPENSACION A LOS CENTROS DEL ORGANISMO AUTONOMO MADRID SALUD (AOS 2020 Y 2021);Suministro;Abierto;;;Pluralidad de criterios;180008.30;180008.30;24;29/11/2019;OMFE S.A.;A79144317;27/12/2019; ;;;;;;;;;;
2020;Febrero;EMPRESAS;EMPRESA MUNICIPAL DE LA VIVIENDA Y SUELO DE MADRID, S.A.;202000235;EVS/2020/00002;SERVICIOS DE ARQUEOLOGIA Y PALEONTOLOGIA PARA LAS PROMOCIONES DENOMINADAS CAAVERAL 01, CAAVERAL 02, (PARCELAS M5A Y M5B) DEL UZP. 2.01 DESARROLLO DEL ESTE-EL CAAVERAL EN EL DISTRITO DE VICALVARO E INGENIEROS 01 (PARCELA 6.2) DEL APE 17.02 PARQUE CENTRAL DE INGENIEROS EN EL DISTRITO DE VILLAVERDE;Servicios;Negociado sin publicidad;168;a) apartado 1;;30237.90;21780.96;12;23/12/2019;GEA ARQUEOLOGOS, S.L.;B85211373;08/01/2020; ;;;;;;;;;;
2020;Febrero;EMPRESAS;EMPRESA MUNICIPAL DE LA VIVIENDA Y SUELO DE MADRID, S.A.;202000236;EVS/2020/00003;SERVICIOS DE INGENIERIA Y ASISTENCIA TECNICA PARA EL PROCESO DE REVISION, PUESTA EN MARCHA Y EXPLOTACION DEL DISTRICT HEATING (DH) Y DE LA RECOGIDA NEUMATICA DE RESIDUOS DOMESTICOS (RNRD);Servicios;Abierto;;;Pluralidad de criterios;136070.55;126545.61;17;13/12/2019;UTE ASEGURANZA-EUROIBERIA;U88539606;10/01/2020; ;;;;;;;;;;
2020;Febrero;AYUNTAMIENTO DE MADRID;MADRID SALUD;202000237;300/2019/01011;PROGRAMA  DE INTERVENCION Y MEDIACION INTERCULTURAL DIRIGIDO A PERSONAS CON ADICCIONES DE ORIGEN EXTRANJERO;Servicios;Abierto;;;Pluralidad de criterios;744772.78;721014.54;36;28/11/2019;ARQUISOCIAL, S.L.;B22183370;27/12/2019; ;;;;;;;;;;
2020;Febrero;AYUNTAMIENTO DE MADRID;MADRID SALUD;202000238;300/2019/01031;SERVICIO DE HIGIENIZACION, DESINFECCION Y LIMPIEZA DE LAS INSTALACIONES Y EL MANTENIMIENTO DE LAS ZONAS VERDES Y AJARDINADAS DEL CENTRO DE PROTECCION ANIMAL  (CPA) DE MADRID SALUD;Servicios;Abierto;;;Pluralidad de criterios;584361.09;513185.91;24;28/11/2019;ASCAN SERVICIOS URBANOS, S.L.;B39866199;27/12/2019; ;;;;;;;;;;
2020;Febrero;AYUNTAMIENTO DE MADRID;MADRID SALUD;202000239;300/2019/01183;SERVICIO DE MANTENIMIENTO PREVENTIVO Y CORRECTIVO, PARA 2020-2021, DE 10 ECOGRAFOS:  9 MARCA FAMIO MODELO SSA-530A/E2-E4 INSTALADOS EN DIVERSOS CENTROS MUNICIPALES DE SALUD COMUNITARIA Y 1 MARCA NEMIO MODELO SSA-580A/E7 INSTALADO EN LA SECCION DE SALUD LABORAL DE LA MUJER;Servicios;Negociado sin publicidad;168;a) apartado 2;;56567.46;56567.46;24;18/11/2019;TOSHIBA MEDICAL SYSTEMS SA;A28206712;17/12/2019; ;;;;;;;;;;
2020;Febrero;EMPRESAS;EMPRESA MUNICIPAL DE LA VIVIENDA Y SUELO DE MADRID, S.A.;202000240;EVS/2020/00005;SERVICIOS DE MANTENIMIENTO INTEGRAL DE APARATOS ELEVADORES DE EDIFICIOS PROPIEDAD DE LA EMPRESA MUNICIPAL DE LA VIVIENDA Y SUELO DE MADRID, S.A. Y SUMINISTRO DE PIEZAS Y MATERIALES A SUSTITUIR EN LOS APARATOS ELEVADORES DE EDIFICIOS PROPIEDAD DE LA EMPRESA MUNICIPAL DE LA VIVIENDA Y SUELO DE MADRID, S.A.;Servicios;Abierto;;;Pluralidad de criterios;544500.00;438367.08;24;26/12/2019;FAIN ASCENSORES, S A.;A28303485;23/01/2020; ;;;;;;;;;;
2020;Febrero;AYUNTAMIENTO DE MADRID;MADRID SALUD;202000241;300/2019/01026;SUMINISTRO DE DIFERENTES ESPECIALIDADES FARMACEUTICAS PARA EL SERVICIO DE FARMACIA DE  MADRID SALUD CON DESTINO A SAMUR- PROTECCION CIVIL (3 LOTES). LOTE 1 ;Suministro;Abierto;;;Pluralidad de criterios;72699.56;72699.56;12;29/11/2019;OMFE S.A.;A79144317;30/12/2019; ;;;;;;;;;;
2020;Febrero;AYUNTAMIENTO DE MADRID;MADRID SALUD;202000242;300/2019/01026;SUMINISTRO DE DIFERENTES ESPECIALIDADES FARMACEUTICAS PARA EL SERVICIO DE FARMACIA DE  MADRID SALUD CON DESTINO A SAMUR- PROTECCION CIVIL (3 LOTES) . LOTE 2;Suministro;Abierto;;;Pluralidad de criterios;19996.85;19996.85;12;29/11/2019;FRESENIUS KABI ESPAA S.A.;A08130502;30/12/2019; ;;;;;;;;;;
2020;Febrero;EMPRESAS;MADRID DESTINO, CULTURA, TURISMO Y NEGOCIO, S.A.;202000243;MDC/2019/00250;SUMINISTRO, INCLUIDO SU TRANSPORTE, MONTAJE, MANTENIMIENTO, DESMONTAJE, LA VERIFICACION DE SU CORRECTO FUNCIONAMIENTO POR PERSONAL TECNICO ESPECIFICO, ASI COMO SU EXPLOTACION, DE UNA PISTA DE HIELO NATURAL ECOLOGICA Y SOSTENIBLE A INSTALAR EN LA PLAZA DEL MATADERO DE MADRID CON MOTIVO DE LA CELEBRACION DE LAS FIESTAS DE NAVIDAD 2019-2020;Servicios;Abierto simplificado;;;Pluralidad de criterios;113740.00;108322.83;1.13;02/12/2019;ATLANTIDA PROYECTOS DE OCIO, S.L.U.;B12733465;02/12/2019; ;;;;;;;;;;
2020;Febrero;EMPRESAS;EMPRESA MIXTA CLUB DE CAMPO VILLA DE MADRID, S.A.;202000244;CCV/2019/01182;PROYECTO CONSTRUCTIVO Y DIRECCION FACULTATIVA DE LAS OBRAS DE REMODELACION DEL RECORRIDO BALLESTEROS DE GOLF DEL CCVM, SA;Servicios;Abierto;;;Pluralidad de criterios;217800.00;163132.20;27;17/12/2019;TARGET, INGENIEROS Y ASOCIADOS;A79776274;20/12/2019; ;;;;;;;;;;
2020;Febrero;EMPRESAS;EMPRESA MUNICIPAL DE LA VIVIENDA Y SUELO DE MADRID, S.A.;202000245;EVS/2020/00004;SUMINISTRO DEL MODULO COST IT;Suministro;Abierto simplificado sumario;;;Un unico criterio;2178.00;2110.72;24;26/12/2019;DISPAL ASTUR, S.A.;A33204306;03/01/2020; ;;;;;;;;;;
2020;Febrero;AYUNTAMIENTO DE MADRID;REA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;202000246;300/2019/01131;SUMINISTRO, DISEO Y ELABORACION  DE ADHESIVOS TARIFARIOS Y FOLLETOS TARIFARIOS EN BRAILLE Y DISEO DE TRIPTICOS Y CARTELES DEL SERVICIO DE TAXI;Suministro;Abierto;;;Un unico criterio;136277.90;136277.90;60;23/12/2019;ADVANTIA COMUNICACION GRAFICA, S. A.;A28666832;28/01/2020; ;;;;;;;;;;
2020;Febrero;AYUNTAMIENTO DE MADRID;REA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;202000247;300/2018/01098;PROYECTO DE CONSTRUCCION DE LA CUA VERDE DE O DONNELL FASE V;Obras;Abierto;;;Pluralidad de criterios;6577927.60;4198033.39;10;29/11/2019;UTE CUA VERDE 2019 FCC  INDUSTRIAL E INFRAESTRUCT. ENERGETICAS SAU Y MANTENIM. DE INFRAESTRUCTURA SA;U88496054;14/01/2020; ;;;;;;;;;;
2020;Febrero;AYUNTAMIENTO DE MADRID;DISTRITO DE SAN BLAS-CANILLEJAS;202000248;117/2019/00013;ACUERDO MARCO DE OBRAS EN LAS EDIFICACIONES DE CENTROS EDUCATIVOS, EDIFICIOS MUNICIPALES, POLIDEPORTIVOS E INSTALACIONES DEPORTIVAS ELEMENTALES ASI COMO EN LOS ESPACIOS LIBRES DE PARCELA DE DICHAS EDIFICACIONES, ZONAS VERDES Y OBRAS EN VIA PUBLICA CUYA COMPETENCIA CORRESPONDA AL DISTRITO, SIEMPRE QUE ESTEN DESTINADOS AL FUNCIONAMIENTO OPERATIVO DE LOS SERVICIOS Y/O AL USO PUBLICO. LOTE 4;Obras;Abierto;;;Pluralidad de criterios;0.00;0.00;19;12/12/2019;UTE SAN BLAS CANILLEJAS, UNION TEMPORAL DE EMPRESAS LEY 18/1982;U88522347;17/01/2020;SI;;;;;;;;;;
2020;Febrero;AYUNTAMIENTO DE MADRID;MADRID SALUD;202000249;300/2019/00898;SERVICIO DE VIGILANCIA Y SEGURIDAD DE LOS 7 CENTROS DE ATENCION A LAS ADICCIONES DEPENDIENTES DEL ORGANISMO AUTONOMO MADRID SALUD.;Servicios;Abierto;;;Pluralidad de criterios;776419.83;748701.64;24;28/11/2019;SASEGUR, S.L.;B78976263;27/12/2019; ;;;;;;;;;;
2020;Febrero;AYUNTAMIENTO DE MADRID;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;202000250;300/2019/00375;MANTENIMIENTO INTEGRAL Y LIMPIEZA INTERIOR Y EXTERIOR DE LOS VEHICULOS DE LA FLOTA DEL PARQUE MOVIL DE LA SUBDIRECCION GENERAL DE SAMUR-PROTECCION CIVIL DEL AYUNTAMIENTO DE MADRID.;Servicios;Abierto;;;Pluralidad de criterios;1001521.94;971475.12;24;04/12/2019;JOTRINSA TALLERES, S.L.;B80713191;15/01/2020; ;;;;;;;;;;
2020;Febrero;AYUNTAMIENTO DE MADRID;DISTRITO DE USERA;202000251;300/2019/01152;CONTRATO DEL SERVICIO DE DINAMIZACION Y COLABORACION EN LAS FIESTAS DE NAVIDAD Y REYES MAGOS DEL HOSPITAL MATERNO-INFANTIL 12 DE OCTUBRE Y CPEE JOAN MIRO 2019.;Servicios;Abierto simplificado sumario;;;Pluralidad de criterios;18871.82;17379.99;0.43;19/12/2019;HARTFORD, S.L.;B59416479;19/12/2019; ;;;;;;;;;;
2020;Febrero;EMPRESAS;MADRID DESTINO, CULTURA, TURISMO Y NEGOCIO, S.A.;202000252;MDC/2019/00253;SERVICIO DE COMUNICACIONES (TELEFONIA FIJA, TELEFONIA MOVIL, DATOS Y ACCESO A INTERNET) PARA MADRID DESTINO;Servicios;Abierto;;;Pluralidad de criterios;871200.00;871200.00;24;18/09/2019;TELEFONICA DE ESPAA. S.A.U - TELEFONICA MOVILES ESPAA. S.A., U.T.E. ;U88462247;21/10/2019; ;;;;;;;;;;
2020;Febrero;EMPRESAS;EMPRESA MIXTA CLUB DE CAMPO VILLA DE MADRID, S.A.;202000253;CCV/2019/00613;SERVICIO DE VIGILANCIA Y SEGURIDAD EN LAS DEPENDENCIAS E INSTALACIONES DEL CCVM, SA;Servicios;Abierto;;;Pluralidad de criterios;335412.00;335412.00;24;24/12/2019;GRUPO CONTROL EMPRESA DE SEGURIDAD, S.A.;A04038014;01/01/2020; ;;;;;;;;;;
2020;Febrero;AYUNTAMIENTO DE MADRID;REA DE GOBIERNO DE CULTURA, TURISMO Y DEPORTE;202000254;191/2019/00579;REALIZACION DE LA ACTUACION MUSICAL DEL GRUPO MORGAN CON MOTIVO DE LA CELEBRACION DEL CONCIERTO SOLIDARIO DE REYES EN EL TEATRO REAL EN EL MARCO DE LA PROGRAMACION DE ACTIVIDADES NAVIDAD-REYES 2019-2020;Servicios;Negociado sin publicidad;168;a) apartado 2;;19239.00;19118.00;0.03;27/12/2019;GOODBYE PRODUCCIONES, S.L.;B87765830;02/01/2020; ;;;;;;;;;;
2020;Febrero;EMPRESAS;EMPRESA MIXTA CLUB DE CAMPO VILLA DE MADRID, S.A.;202000255;CCV/2019/00739;SUMINISTRO DE ENERGIA ELECTRICA PARA LAS DEPENDENCIAS E INSTALACIONES DEL CCVM, SA;Suministro;Abierto;;;Un unico criterio;471900.00;453278.10;12;02/12/2019;GAS NATURAL COMERCIALIZADORA, S.A.;A61797536;01/01/2020; ;;;;;;;;;;
