Obj,Organo,Procedimiento de adjudicación,Tipo de contrato,Importe de licitación,Importe de adjudicación,Identidad del adjudicatario,Ejercicio,Código Expediente,M
frutas y verduras 3º trimestre 2017,INSTITUTO ARAGONÉS DE SERVICIOS SOCIALES,Derivado de acuerdo marco,Suministros,21138.6,17965.5,GIFRUTA S.L.,2017,CONLT20175300000371,
"hf62026 repoblacion mup h361""pardina""-tm las peñas",DESARROLLO RURAL Y SOSTENIBILIDAD,Abierto,Obras,158164.5,82573.64,EL EJIDILLO VIVEROS INTEGRALES S.L.,2017,CONMY20171400000401,
"actualizacion, soporte integral puesto trabajo ast_2017_001",ENTIDAD PÚBLICA ARAGONESA DE SERVICIOS TELEMÁTICOS,Abierto,Servicios,3.538871074E7,3.070957441E7,UTE IYC TSOL NLO,2017,CONMY20177100000059,
servicio de lavandería 2017,INSTITUTO ARAGONÉS DE SERVICIOS SOCIALES,Abierto,Servicios,115465.34,98583.0,INTEGRACION LABORAL ARCADIA S.L.,2017,CONMY20175300000469,
servicio de gestión de estancias diurnas,INSTITUTO ARAGONÉS DE SERVICIOS SOCIALES,Abierto,Servicios,261919.37,235000.0,SANIVIDA SL,2017,CONMY20175300000473,
1706 asesoramiento empresarial emprendedoras y empresarias y orient. empr.,INSTITUTO ARAGONÉS DE LA MUJER,Abierto,Servicios,92000.0,86000.0,VERSUS ABOGADOS S.C.,2017,CONMY20175400000082,
servicio de terapia ocupacional y fisioterapia 2017,INSTITUTO ARAGONÉS DE SERVICIOS SOCIALES,Abierto,Servicios,20661.16,19875.0,EULEN SERVICIOS SOCIOSANITARIOS S.A,2017,CONMY20175300000655,
suministro de gases puros laboratorio salud pública de aragón,SANIDAD,Negociado,Suministros,33236.0,20481.84,MESSER IBERICA DE GASES S.A.U.,2017,CONMY20171600000272,
1702 atención social de guardia permanente mujeres victimas de violencia,INSTITUTO ARAGONÉS DE LA MUJER,Abierto,Servicios,164000.0,126000.0,SERVICIOS DE TELEASISTENCIA S.A.,2017,CONMY20175400000079,
cateteres con balon y mat. valvuloplastias para hemodinamica,SERVICIO ARAGONÉS DE SALUD,Abierto,Suministros,6450.0,5925.0,LOGISTICA Y SUMINISTROS SANITARIOS,2017,CONEX20175200001057,
cateteres con balon y mat. valvuloplastias para hemodinamica,SERVICIO ARAGONÉS DE SALUD,Abierto,Suministros,112128.1,111375.0,IMEX SALUD S.L.,2017,CONEX20175200001057,
cateteres con balon y mat. valvuloplastias para hemodinamica,SERVICIO ARAGONÉS DE SALUD,Abierto,Suministros,800.3,735.0,"CARDINAL HEALTH SPAIN 511, S.L.",2017,CONEX20175200001057,
cateteres con balon y mat. valvuloplastias para hemodinamica,SERVICIO ARAGONÉS DE SALUD,Abierto,Suministros,119190.0,94791.59,"ORBUSNEICH MEDICAL, S.L.",2017,CONEX20175200001057,
antisueros hla inmunologia,SERVICIO ARAGONÉS DE SALUD,Abierto,Suministros,56261.16,55116.0,COMERCIAL RAFER SL,2017,CONEX20175200001058,
antisueros hla inmunologia,SERVICIO ARAGONÉS DE SALUD,Abierto,Suministros,695417.36,653400.0,DIAGNOSTICA LONGWOOD S.L.,2017,CONEX20175200001058,
material sanitario general diverso para hemodinamica,SERVICIO ARAGONÉS DE SALUD,Abierto,Suministros,76950.0,76950.0,VOLCANO EUROPE SPRL,2017,CONEX20175200001059,
material sanitario general diverso para hemodinamica,SERVICIO ARAGONÉS DE SALUD,Abierto,Suministros,148.76,148.7,TELEFLEX MEDICAL S.A.,2017,CONEX20175200001059,
material sanitario general diverso para hemodinamica,SERVICIO ARAGONÉS DE SALUD,Abierto,Suministros,176551.32,175630.3,ABBOTT LABORATORIES S.A.,2017,CONEX20175200001059,
material sanitario general diverso para hemodinamica,SERVICIO ARAGONÉS DE SALUD,Abierto,Suministros,2640.0,840.62,COOK ESPAÑA S.A.,2017,CONEX20175200001059,
material sanitario general diverso para hemodinamica,SERVICIO ARAGONÉS DE SALUD,Abierto,Suministros,21000.0,20850.0,IBERHOSPITEX S.A.,2017,CONEX20175200001059,
material sanitario general diverso para hemodinamica,SERVICIO ARAGONÉS DE SALUD,Abierto,Suministros,125798.97,124939.4,MEDTRONIC IBERICA S.A.,2017,CONEX20175200001059,
material sanitario general diverso para hemodinamica,SERVICIO ARAGONÉS DE SALUD,Abierto,Suministros,10125.0,10125.0,"PALEX MEDICAL, S.A.",2017,CONEX20175200001059,
material sanitario general diverso para hemodinamica,SERVICIO ARAGONÉS DE SALUD,Abierto,Suministros,36862.73,36770.0,"ST. JUDE MEDICAL ESPAÑA, SA",2017,CONEX20175200001059,
material sanitario general diverso para hemodinamica,SERVICIO ARAGONÉS DE SALUD,Abierto,Suministros,122362.0,120100.0,BOSTON_SCIENTIFIC IBERICA SA,2017,CONEX20175200001059,
material sanitario general diverso para hemodinamica,SERVICIO ARAGONÉS DE SALUD,Abierto,Suministros,191433.2,166601.0,TERUMO EUROPE ESPAÑA S.L.,2017,CONEX20175200001059,
material sanitario general diverso para hemodinamica,SERVICIO ARAGONÉS DE SALUD,Abierto,Suministros,5484.54,5340.0,EDWARDS LIFESCIENCES S.L.,2017,CONEX20175200001059,
material sanitario general diverso para hemodinamica,SERVICIO ARAGONÉS DE SALUD,Abierto,Suministros,159292.07,159270.0,"WORLD MEDICA, S.L.",2017,CONEX20175200001059,
material sanitario general diverso para hemodinamica,SERVICIO ARAGONÉS DE SALUD,Abierto,Suministros,19636.36,17910.0,INTERSURGICAL ESPAÑA S.L.,2017,CONEX20175200001059,
material sanitario general diverso para hemodinamica,SERVICIO ARAGONÉS DE SALUD,Abierto,Suministros,109189.26,106285.0,IZASA HOSPITAL S.L.U.,2017,CONEX20175200001059,
material sanitario general diverso para hemodinamica,SERVICIO ARAGONÉS DE SALUD,Abierto,Suministros,25592.73,25592.4,CARDIVA 2 SL,2017,CONEX20175200001059,
material sanitario general diverso para hemodinamica,SERVICIO ARAGONÉS DE SALUD,Abierto,Suministros,37500.0,33000.0,IMEX SALUD S.L.,2017,CONEX20175200001059,
material sanitario general diverso para hemodinamica,SERVICIO ARAGONÉS DE SALUD,Abierto,Suministros,79839.04,72822.0,"CARDINAL HEALTH SPAIN 511, S.L.",2017,CONEX20175200001059,
mantenimiento instalaciones térmicas y climatización,SERVICIO ARAGONÉS DE SALUD,Abierto,Servicios,19421.5,14712.0,AMBITEC S.A.U,2017,CONEX20175200001293,
kit test alfa defensina (synovasure) (cód 40838),SERVICIO ARAGONÉS DE SALUD,Negociado,Suministros,332640.0,232848.0,"ZIMMER BIOMET SPAIN, S.L.U.",2017,CONEX20175200001065,
prendas de trabajo 5,SERVICIO ARAGONÉS DE SALUD,Contratación centralizada,Suministros,5971.2,5971.07,CONFECCIONES OROEL S.A.,2017,CONEX20175200001066,
procedimientos diagnósticos de neurofisiología,SERVICIO ARAGONÉS DE SALUD,Contratación centralizada,Servicios,3753.0,3753.0,"NFC Y SUEÑO, SL",2017,CONEX20175200001329,
suministro de videoproyector,SERVICIO ARAGONÉS DE SALUD,Contratación centralizada,Suministros,470.82,470.81,SERVICIOS MICROINFORMATICA S.A,2017,CONEX20175200001015,
"impresoras tikets citas, para centros de salud",SERVICIO ARAGONÉS DE SALUD,Contratación centralizada,Suministros,833.0,833.0,SOLITIUM S.L.,2017,CONEX20175200001022,
vehiculos para centros de salud,SERVICIO ARAGONÉS DE SALUD,Contratación centralizada,Suministros,42750.0,42750.0,SUERO MOTOR S.L.U.,2017,CONEX20175200001023,
alquiler de 2 enfriadoras condensadas,SERVICIO ARAGONÉS DE SALUD,Negociado,Suministros,36806.0,36806.0,ECHEMAN S.A.,2017,CONEX20175200001024,
sistema de imagen sintetizada con tomosintesis,SERVICIO ARAGONÉS DE SALUD,Negociado,Suministros,60000.0,59500.0,FUJIFILM EUROPE GMBH SUCURSAL,2017,CONEX20175200001037,
gasoleo calefaccion,SERVICIO ARAGONÉS DE SALUD,Contratación centralizada,Suministros,2359.52,2359.52,REPSOL COMERCIAL DE PRODUCTOS,2017,CONEX20175200001131,
servicio de hemodialisis domiciliaria para pacientes,SERVICIO ARAGONÉS DE SALUD,Abierto,Servicios,118010.66,118010.66,FRESENIUS MEDICAL CARE ESPAÑA SAU,2017,CONEX20175200001219,
material para el laboratorio de genetica,SERVICIO ARAGONÉS DE SALUD,Abierto,Suministros,28875.15,28873.02,WERFEN ESPAÑA S.A.U.,2017,CONEX20175200001247,
material para el laboratorio de genetica,SERVICIO ARAGONÉS DE SALUD,Abierto,Suministros,1799.85,1775.85,SUMINISTROS MATERIAL Y APARATOS DE,2017,CONEX20175200001247,
material para el laboratorio de genetica,SERVICIO ARAGONÉS DE SALUD,Abierto,Suministros,1955.39,1048.5,VWR INTERNATIONAL EUROLAB S.L.,2017,CONEX20175200001247,
material para el laboratorio de genetica,SERVICIO ARAGONÉS DE SALUD,Abierto,Suministros,37157.52,36417.86,DIAGNOSTICA LONGWOOD S.L.,2017,CONEX20175200001247,
destructoras de documentos,SERVICIO ARAGONÉS DE SALUD,Contratación centralizada,Suministros,822.0,822.0,SOLITIUM S.L.,2017,CONEX20175200001176,
pantalla de proyeccion electrica,SERVICIO ARAGONÉS DE SALUD,Contratación centralizada,Suministros,209.0,209.0,SOLITIUM S.L.,2017,CONEX20175200001177,
suministro de alimentos para pacientes con disfagia,SERVICIO ARAGONÉS DE SALUD,Abierto,Suministros,132545.47,119000.0,"NESTLE ESPAÑA, S.A.",2017,CONEX20175200001220,
suministro de alimentos para pacientes con disfagia,SERVICIO ARAGONÉS DE SALUD,Abierto,Suministros,26727.26,24500.01,CONGELADOS ARIZA SL,2017,CONEX20175200001220,
licencia imagen sintetizada p/mamografo hologic,SERVICIO ARAGONÉS DE SALUD,Negociado,Suministros,30000.0,30000.0,"EMSOR, S.A. EMSOR, SA",2017,CONEX20175200001221,
servicio procedimientos de diagnostico: resonancias (concier,SERVICIO ARAGONÉS DE SALUD,Negociado,Servicios,58000.0,52000.0,"CLINICA MONTPELLIER GRUPO HLA, SAU",2017,CONEX20175200001222,
servicio procedimientos de diagnostico: resonancias (concier,SERVICIO ARAGONÉS DE SALUD,Negociado,Servicios,92250.0,73500.0,RADIOPIXEL S.L.,2017,CONEX20175200001222,
"material necesario para secuenciacion masica ngs <0,5 >0,5",SERVICIO ARAGONÉS DE SALUD,Negociado,Suministros,416232.0,380088.0,SISTEMAS GENOMICOS SL,2017,CONEX20175200001223,
material necesario para cgh array genetica,SERVICIO ARAGONÉS DE SALUD,Abierto,Suministros,121824.0,121536.0,"PALEX MEDICAL, S.A.",2017,CONEX20175200001224,
mantenimiento integral de los equipos de central de esterilizaci,SERVICIO ARAGONÉS DE SALUD,Abierto,Servicios,136363.64,122727.36,STERIS IBERIA SA,2017,CONEX20175200001225,
material para espectrometria por tandem masas,SERVICIO ARAGONÉS DE SALUD,Abierto,Suministros,196236.0,196236.0,PERKINELMER ESPAÑA SL,2017,CONEX20175200001226,
material trat. venas varicosas c/fibras opticas emision luz,SERVICIO ARAGONÉS DE SALUD,Abierto,Suministros,151759.35,151759.35,LOGSA ENDOMEDICA SL,2017,CONEX20175200001228,
"instrumental para atencion primaria y hospital ""miguel serve",SERVICIO ARAGONÉS DE SALUD,Negociado,Suministros,14554.9,8846.53,PILCHER PEREZ RICARDO ERIC,2017,CONEX20175200001229,
"instrumental para atencion primaria y hospital ""miguel serve",SERVICIO ARAGONÉS DE SALUD,Negociado,Suministros,16681.9,16668.35,B BRAUN SURGICAL S.A.,2017,CONEX20175200001229,
"instrumental para atencion primaria y hospital ""miguel serve",SERVICIO ARAGONÉS DE SALUD,Negociado,Suministros,464.99,428.36,IBOR ORTOPEDIA Y MEDICINA S.L.,2017,CONEX20175200001229,
servicio de seguridad,SERVICIO ARAGONÉS DE SALUD,Negociado,Servicios,290582.5,286545.73,GARDA SERVICIOS DE SEGURIDAD S.A.,2017,CONEX20175200001277,
resonancias magnéticas en instalaciones fijas,SERVICIO ARAGONÉS DE SALUD,Contratación centralizada,Servicios,166240.0,140970.0,"CLINICA MONTPELLIER GRUPO HLA, SAU",2017,CONEX20175200001294,
resonancias magnéticas en instalaciones fijas,SERVICIO ARAGONÉS DE SALUD,Contratación centralizada,Servicios,7635.0,6740.0,DRA ROCA DIAGNOSTICO MEDICO S.L.,2017,CONEX20175200001294,
vehiculos todoterreno cm 30 i/17 pri,SERVICIO ARAGONÉS DE SALUD,Contratación centralizada,Suministros,33232.8,33232.8,VEHICULOS DE ARAGON S.L.,2017,CONEX20175200001274,
servicio de matenimiento de los equipos de endoscopia,SERVICIO ARAGONÉS DE SALUD,Abierto,Servicios,58264.46,57840.0,SISTEMAS TECNICOS ENDOSCOPICOS SA,2017,CONEX20175200001290,
"material para ecografias, mamografias y genito urinario",SERVICIO ARAGONÉS DE SALUD,Abierto,Suministros,176528.92,176520.0,MEDTRONIC IBERICA S.A.,2017,CONEX20175200001231,
"material para ecografias, mamografias y genito urinario",SERVICIO ARAGONÉS DE SALUD,Abierto,Suministros,1735.54,1700.0,CRIVEL S.A.,2017,CONEX20175200001231,
"material para ecografias, mamografias y genito urinario",SERVICIO ARAGONÉS DE SALUD,Abierto,Suministros,140875.69,140250.0,LELEMAN S.L.,2017,CONEX20175200001231,
"material para ecografias, mamografias y genito urinario",SERVICIO ARAGONÉS DE SALUD,Abierto,Suministros,4859.51,4760.0,SUMINISTROS CLINICOS LANAU SL,2017,CONEX20175200001231,
2 aulas ies castejón de sos,"EDUCACIÓN, CULTURA Y DEPORTE",Abierto,Suministros,27000.0,24189.0,RENTA DE MAQUINARIA S.L.U.,2017,CONLT20171800000327,
suministro vehículo gama media,"EDUCACIÓN, CULTURA Y DEPORTE",Derivado de acuerdo marco,Suministros,13988.02,13132.71,CIVERA AUTOMOCION S.A.,2017,CONAD20171800000542,
procedimientos quirúrgicos- cirugía gral. con hospitalización,SANIDAD,Derivado de acuerdo marco,Servicios,155151.83,139733.62,CLINICA MONTECANAL SL,2017,CONAD20171600000262,
procedimientos quirúrgicos - urología con hospitalización,SANIDAD,Derivado de acuerdo marco,Servicios,6075.0,5467.5,CLINICA MONTECANAL SL,2017,CONAD20171600000263,
procedimientos quirúrgicos - traumatología con hospitalización,SANIDAD,Derivado de acuerdo marco,Servicios,241083.86,155850.0,IDCQ HOSPITALES Y SANIDAD S.L.U.,2017,CONAD20171600000266,
procedimientos quirúrgicos- traumatologia cma,SANIDAD,Derivado de acuerdo marco,Servicios,16771.5,12898.0,"CLINICA MONTPELLIER GRUPO HLA, SAU",2017,CONAD20171600000267,
procedimientos quirúrgicos - cirugía general cma,SANIDAD,Derivado de acuerdo marco,Servicios,14863.44,12764.8,UTE CLINICA DEL PILAR LEY 18/1982,2017,CONAD20171600000276,
procedimientos quirúrgicos- angiologia y c. vascular hospitalización,SANIDAD,Derivado de acuerdo marco,Servicios,25319.03,19700.0,"CLINICA MONTPELLIER GRUPO HLA, SAU",2017,CONAD20171600000277,
"vehículo consejería economía, industria y empleo","ECONOMÍA, INDUSTRIA Y EMPLEO",Derivado de acuerdo marco,Suministros,19284.82,17294.01,PIRENAUTO S.L.,2017,CONAD20171500000040,
"seguridad ies piramide, ifpe san blas, movera y montearagon","EDUCACIÓN, CULTURA Y DEPORTE",Derivado de acuerdo marco,Servicios,198346.34,197431.84,EULEN SEGURIDAD S.A.,2017,CONAD20171800000389,
redacción y elaboración pgs alquézar,"VERTEBRACIÓN DEL TERRITORIO, MOVILIDAD Y VIVIENDA",Derivado de acuerdo marco,Servicios,25183.0,25183.0,CANALS LARDIES MARIA PIA,2017,CONAD20171300000177,
adquisición vehículo consejero departamento,HACIENDA Y ADMINISTRACIÓN PÚBLICA,Derivado de acuerdo marco,Suministros,19284.82,17656.97,PIRENAUTO S.L.,2017,CONAD20171200000116,
dgd suministro homologado estor,"EDUCACIÓN, CULTURA Y DEPORTE",Derivado de acuerdo marco,Suministros,98.48,98.48,EL CORTE INGLES S.A.,2017,CONAD20171800000771,
adquisición de fotocopiadora-sgt,SANIDAD,Derivado de acuerdo marco,Suministros,1506.35,1506.35,SOLITIUM S.L.,2017,CONAD20171600000241,
prendas de trabajo guardas de monumentos s. prov. huesca,"EDUCACIÓN, CULTURA Y DEPORTE",Derivado de acuerdo marco,Suministros,371.84,230.18,CONFECCIONES OROEL S.A.,2017,CONAD20171800000580,
sublote 3.10.h: angiología y cirugía vascular expte 179/17,SANIDAD,Derivado de acuerdo marco,Servicios,22058.25,18770.75,UTE CLINICA DEL PILAR LEY 18/1982,2017,CONAD20171600000238,
prendas de trabajo guardas de monumentos s. prov. huesca,"EDUCACIÓN, CULTURA Y DEPORTE",Derivado de acuerdo marco,Suministros,987.12,648.84,EL CORTE INGLES S.A.,2017,CONAD20171800000581,
procedimientoa quirúrgicos - c. gral. hospitalización,SANIDAD,Derivado de acuerdo marco,Servicios,103487.06,93217.41,CLINICA MONTECANAL SL,2017,CONAD20171600000273,
procedimientos quirúrgicos - traumatologia cma,SANIDAD,Derivado de acuerdo marco,Servicios,56946.62,48390.0,CLINICA MONTECANAL SL,2017,CONAD20171600000274,
procedimientos quirúrgicos - c. gral cma,SANIDAD,Derivado de acuerdo marco,Servicios,12450.0,10600.0,"CLINICA MONTPELLIER GRUPO HLA, SAU",2017,CONAD20171600000275,
procedimientos quirúrgicos -traumatologia con hospitalización,SANIDAD,Derivado de acuerdo marco,Servicios,228283.7,138040.0,"CLINICA MONTPELLIER GRUPO HLA, SAU",2017,CONAD20171600000280,
gasoleo de calefacción centros iaj 2018-2019,INSTITUTO ARAGONÉS DE LA JUVENTUD,Derivado de acuerdo marco,Suministros,71900.83,71900.83,REPSOL COMERCIAL DE PRODUCTOS,2017,CONAD20175500000046,
145 rb74076 seg infraestruc. uso público pn ordesa,DESARROLLO RURAL Y SOSTENIBILIDAD,Por administración,Servicios,140137.52,140137.52,SDAD ARAGONESA DE GESTION,2017,CONAD20171400000305,
obras de reforma planta calle avenida cesar augusto 11(antigua zona mamogra,SANIDAD,Por administración,Obras,49712.68,49566.3,SANCHEZ PRIETO PEDRO,2017,CONAD20171600000259,
adquisicion 4 vehiculos gama baja,SANIDAD,Derivado de acuerdo marco,Suministros,42909.08,34196.0,SUERO MOTOR S.L.U.,2017,CONMY20171600000305,
suministro equipo multifunción gerencia inaem,INSTITUTO ARAGONÉS DE EMPLEO,Derivado de acuerdo marco,Suministros,3368.0,3095.0,SOLITIUM S.L.,2017,CONAD20175100000195,
2.3 huesca. lácteos,"EDUCACIÓN, CULTURA Y DEPORTE",Abierto,Suministros,5513.3,3560.18,CORPORACION ALIMENTARIA GUISSONA SA,2017,CONLT20171800000145,
2.4 huesca. coloniales,"EDUCACIÓN, CULTURA Y DEPORTE",Abierto,Suministros,13670.32,11338.52,SERVILINE FOODS SL,2017,CONLT20171800000146,
2.5 huesca. congelados,"EDUCACIÓN, CULTURA Y DEPORTE",Abierto,Suministros,37872.9,29401.78,DISTRIBUCIONES RODRIGO S.A.,2017,CONLT20171800000147,
3.1 teruel. carne y embutidos,"EDUCACIÓN, CULTURA Y DEPORTE",Abierto,Suministros,12865.16,11226.18,PROFESIONALES DE LA CARNE S.L.,2017,CONLT20171800000150,
3.2 teruel. aceite,"EDUCACIÓN, CULTURA Y DEPORTE",Abierto,Suministros,1555.0,1550.6,SERVILINE FOODS SL,2017,CONLT20171800000151,
3.3 teruel. lácteos,"EDUCACIÓN, CULTURA Y DEPORTE",Abierto,Suministros,2987.24,2521.8,DISTRIBUCIONES RODRIGO S.A.,2017,CONLT20171800000152,
3.4 teruel. coloniales,"EDUCACIÓN, CULTURA Y DEPORTE",Abierto,Suministros,4837.02,3950.48,SERVILINE FOODS SL,2017,CONLT20171800000153,
3.5 teruel. congelados,"EDUCACIÓN, CULTURA Y DEPORTE",Abierto,Suministros,7490.56,6380.42,SERVILINE FOODS SL,2017,CONLT20171800000154,
procedimientos quirúrgicos - angiologia y c. vascular cma,SANIDAD,Derivado de acuerdo marco,Servicios,8747.07,6400.0,"CLINICA MONTPELLIER GRUPO HLA, SAU",2017,CONAD20171600000278,
sublote 3.10.h:angiología/cirg vasc expte 184/17,SANIDAD,Derivado de acuerdo marco,Servicios,36520.78,31074.98,UTE CLINICA DEL PILAR LEY 18/1982,2017,CONAD20171600000281,
suministro equipo de proyección aula walqa - cta,INSTITUTO ARAGONÉS DE EMPLEO,Derivado de acuerdo marco,Suministros,677.81,546.0,CANON ESPAÑA S.A.,2017,CONAD20175100000189,
procedimientos quirúrgicos -traumatologia cma,SANIDAD,Derivado de acuerdo marco,Servicios,53038.72,41063.0,"CLINICA MONTPELLIER GRUPO HLA, SAU",2017,CONAD20171600000261,
suministro vehiculo representacion iass,INSTITUTO ARAGONÉS DE SERVICIOS SOCIALES,Derivado de acuerdo marco,Suministros,20041.87,16996.54,PIRENAUTO S.L.,2017,CONAD20175300000529,
i-170034 dominio publico pecuario,INSTITUTO ARAGONÉS DE GESTIÓN AMBIENTAL,Negociado,Servicios,16520.0,13794.2,GRUPO UNICA UNION CARTOGRAFICA ARAG,2017,CONLT20177500000041,
i-170035 dominio publico pecuario,INSTITUTO ARAGONÉS DE GESTIÓN AMBIENTAL,Negociado,Servicios,16520.0,14042.0,TECNICA Y PROYECTOS S.A.,2017,CONLT20177500000042,
i-170036 dominio publico pecuario,INSTITUTO ARAGONÉS DE GESTIÓN AMBIENTAL,Negociado,Servicios,16520.0,14868.0,AREALES REDONDO DAVID,2017,CONLT20177500000043,
ampliación servicio de red c.s. de alcañiz,SERVICIO ARAGONÉS DE SALUD,Por administración,Servicios,1573.32,1573.32,ARAGONESA DE SERVICIOS TELEMATICOS,2017,CONAD20175200000663,
redacción y elaboración pgs escucha,"VERTEBRACIÓN DEL TERRITORIO, MOVILIDAD Y VIVIENDA",Derivado de acuerdo marco,Servicios,26000.0,26000.0,ARQUITECTURA INGENIERIA TOPOGRAFIA,2017,CONAD20171300000178,
redacción y elaboración pgs bisaurri,"VERTEBRACIÓN DEL TERRITORIO, MOVILIDAD Y VIVIENDA",Derivado de acuerdo marco,Servicios,20500.0,20500.0,EUREKA ARQUITECTURA IDEAS S.L.,2017,CONAD20171300000180,
c8/2017. nonaspe (z) at redaccion proyecto edar,INSTITUTO ARAGONÉS DEL AGUA,Negociado,Servicios,41802.32,28800.0,SERV CONSULTORES INGENIER.Y ARQUIT.,2017,CONMY20177200000016,
sublote 2.9.cma:traumatología expte nº 183/17,SANIDAD,Derivado de acuerdo marco,Servicios,14308.82,12179.54,UTE CLINICA DEL PILAR LEY 18/1982,2017,CONAD20171600000239,
gestión y mto. catálogo contratación centralizada,HACIENDA Y ADMINISTRACIÓN PÚBLICA,Por administración,Servicios,15600.0,15600.0,ARAGONESA DE SERVICIOS TELEMATICOS,2017,CONAD20171200000114,
implentacion app movil aragon_hoy e15 amdcd_2017_001,ENTIDAD PÚBLICA ARAGONESA DE SERVICIOS TELEMÁTICOS,Derivado de acuerdo marco,Servicios,20597.0,18894.9,KEEN SOFTWARE S.L.,2017,CONMY20177100000045,
estabiliz. y consolid. talud en a-226 p.k. 121+500.-t.m. castellote,"VERTEBRACIÓN DEL TERRITORIO, MOVILIDAD Y VIVIENDA",Negociado,Obras,67768.59,67768.59,SEANTO S.L.,2017,CONAD20171300000139,
