contract-number,award-date,expiry-date,gsin,gsin-description_en,supplier-legal-name,supplier-address-city,wikiCity-Supplier,supplier-address-prov-state,supplier-address-postal-code,supplier-address-country,organization-employee-count_en,total-contract-value,end-user-entity_en,wikiEndUserEntity,contracting-entity-office-name_en,contracting-address-city,wikiCity-EndUser,contracting-address-prov-state,contracting-address-postal-code,contracting-address-country
W6841-174077-001-PWY,2020-03-31T00:00:00Z,2020-09-30T00:00:00Z,C211D,Architect and Engineering Services - Buildings,Vancouver Island Powerline Ltd.,Victoria,http://www.wikidata.org/entity/Q2132,British Columbia,V8Z3P3,Canada,10 to 19 employees,225000.0,Department of National Defence,http://www.wikidata.org/entity/Q1191463,RP OPERATIONS UNIT (PACIFIC),Victoria,http://www.wikidata.org/entity/Q2132,British Columbia,V9A7N2,Canada
W6895-200045-001-PWZ,2020-03-27T00:00:00Z,2023-03-31T00:00:00Z,5171B,Glazing and Window Glass Installation,Harvie's Glass & Mirror Ltd.,Cold Lake,http://www.wikidata.org/entity/Q1017691,Alberta,T9M1P3,Canada,5 to 9 employees,660000.0,Department of National Defence,http://www.wikidata.org/entity/Q1191463,RP OPER UNIT (W) DET COLD LAKE,Cold Lake,http://www.wikidata.org/entity/Q1017691,Alberta,T9M2C6,Canada
W6898-180043-001-STJ,2020-03-29T00:00:00Z,2020-05-31T00:00:00Z,V201B,Rotary Wing Aircraft - Helicopter Charter,Vision Air Services Inc.,"Oakfield, Nova Scotia",http://www.wikidata.org/entity/Q7073861,Nova Scotia,B2T1B3,Canada,5 to 9 employees,230000.0,Department of National Defence,http://www.wikidata.org/entity/Q1191463,RP OPER UNIT (ATL)DET GAGETOWN,Oromocto,http://www.wikidata.org/entity/Q1966925,New Brunswick,E2V4J5,Canada
W6898-180048-001-PWB,2020-03-29T00:00:00Z,2020-05-31T00:00:00Z,E108D,Hazardous Substance Removal and Disposal -Building Related,AQS Air Quality Services,Rothesay,http://www.wikidata.org/entity/Q3442975,New Brunswick,E2E5X3,Canada,1 to 4 employees,345000.0,Department of National Defence,http://www.wikidata.org/entity/Q1191463,RP OPER UNIT (ATL)DET GAGETOWN,Oromocto,http://www.wikidata.org/entity/Q1966925,New Brunswick,E2V4J5,Canada
W6898-180096-001-STJ,2020-03-25T00:00:00Z,2021-03-31T00:00:00Z,K104A,Trash-Garbage Collection Services,Alternate Waste Management Corp,"Minto, Ontario",http://www.wikidata.org/entity/Q2184124,New Brunswick,E4B3Y6,Canada,5 to 9 employees,597432.0,Department of National Defence,http://www.wikidata.org/entity/Q1191463,RP OPER UNIT (ATL)DET GAGETOWN,Oromocto,http://www.wikidata.org/entity/Q1966925,New Brunswick,E2V4J5,Canada
W6898-180099-001-MCT,2020-03-25T00:00:00Z,2020-04-30T00:00:00Z,JX4130A,"Heat, Ventilation & Air Conditioning Maintenance",Consolidated Services Ltd.,Fredericton,http://www.wikidata.org/entity/Q2138,New Brunswick,E3B4Y2,Canada,1 to 4 employees,1007500.0,Department of National Defence,http://www.wikidata.org/entity/Q1191463,RP OPER UNIT (ATL)DET GAGETOWN,Oromocto,http://www.wikidata.org/entity/Q1966925,New Brunswick,E2V4J5,Canada
W6898-180111-001-STJ,2020-03-30T00:00:00Z,2020-04-30T00:00:00Z,JX3950,"Winches, Hoists, Cranes, and Derricks - Repair",ATLANTIC CRANE & MATERIAL HANDLING LIMITED,Saint John,http://www.wikidata.org/entity/Q203403,New Brunswick,E2M5V8,Canada,5 to 9 employees,92000.0,Department of National Defence,http://www.wikidata.org/entity/Q1191463,RP OPER UNIT (ATL)DET GAGETOWN,Oromocto,http://www.wikidata.org/entity/Q1966925,New Brunswick,E2V4J5,Canada
W6898-190293-001-MCT,2020-03-28T00:00:00Z,2021-03-31T00:00:00Z,5161AP,Ductwork - Repair and Cleaning Services,Nordic Clean Air Ltd.,Saint John,http://www.wikidata.org/entity/Q203403,New Brunswick,E2K0E7,Canada,1 to 4 employees,281750.0,Department of National Defence,http://www.wikidata.org/entity/Q1191463,RP OPER UNIT (ATL)DET GAGETOWN,Oromocto,http://www.wikidata.org/entity/Q1966925,New Brunswick,E2V4J5,Canada
W6898-200452-001-MCT,2020-03-26T00:00:00Z,2022-03-31T00:00:00Z,5164A,Electrical Installations and Major Repairs,E & E POWER LINE LTD.,Fredericton,http://www.wikidata.org/entity/Q2138,New Brunswick,E3A4A8,Canada,20 to 49 employees,575000.0,Department of National Defence,http://www.wikidata.org/entity/Q1191463,RP OPER UNIT (ATL)DET GAGETOWN,Oromocto,http://www.wikidata.org/entity/Q1966925,New Brunswick,E2V4J5,Canada
W6898-200471-001-MCT,2020-03-25T00:00:00Z,2022-03-31T00:00:00Z,5139A,"Construction Services, Not Elsewhere Specified",A & J Hanna Construction Ltd.,Fredericton,http://www.wikidata.org/entity/Q2138,New Brunswick,E3B8K3,Canada,20 to 49 employees,5750000.0,Department of National Defence,http://www.wikidata.org/entity/Q1191463,RP OPER UNIT (ATL)DET GAGETOWN,Oromocto,http://www.wikidata.org/entity/Q1966925,New Brunswick,E2V4J5,Canada
W7701-207282-001-QCN,2020-03-26T00:00:00Z,2021-03-28T00:00:00Z,N7030,ADP Software,DASSAULT SYSTMES CANADA INC.,Montreal,http://www.wikidata.org/entity/Q340,Quebec,H2Y1N9,Canada,5000 employees and over,66144.0,Department of National Defence,http://www.wikidata.org/entity/Q1191463,D&R DEFENCE CANADA VALCARTIER,Quebec City,http://www.wikidata.org/entity/Q2145,Quebec,G3J1X5,Canada
W7702-175841-001-WPG,2020-03-27T00:00:00Z,2020-03-31T00:00:00Z,N6830H,"GAS, NITROGEN",Air Liquide Canada Inc.,Montreal,http://www.wikidata.org/entity/Q340,Quebec,H3B5E6,Canada,1000 to 1499 employees,252893.0,Department of National Defence,http://www.wikidata.org/entity/Q1191463,DEFENCE R&D CANADA-SUFFIELD,Medicine Hat,http://www.wikidata.org/entity/Q368241,Alberta,T1A8K6,Canada
W7702-186033-001-EDM,2020-03-30T00:00:00Z,2021-03-31T00:00:00Z,AD917700,Military (R&D),The Governing Council of The University of Toronto,Toronto,http://www.wikidata.org/entity/Q172,Ontario,M5S1A2,Canada,5000 employees and over,400000.0,Department of National Defence,http://www.wikidata.org/entity/Q1191463,DEFENCE R&D CANADA-SUFFIELD,Medicine Hat,http://www.wikidata.org/entity/Q368241,Alberta,T1A8K6,Canada
W7702-186053-001-EDM,2020-03-30T00:00:00Z,2021-03-31T00:00:00Z,AD917700,Military (R&D),Amtech Aeronautical Limited,Medicine Hat,http://www.wikidata.org/entity/Q368241,Alberta,T1A7N3,Canada,10 to 19 employees,630000.0,Department of National Defence,http://www.wikidata.org/entity/Q1191463,DEFENCE R&D CANADA-SUFFIELD,Medicine Hat,http://www.wikidata.org/entity/Q368241,Alberta,T1A8K6,Canada
W7702-196121-001-EDM,2020-03-26T00:00:00Z,2024-03-31T00:00:00Z,N6810CD,"CHEMICALS, RESEARCH",STAGO CANADA LTD.-STAGO CANADA LTE,Mississauga,http://www.wikidata.org/entity/Q50816,Ontario,L5N2V8,Canada,20 to 49 employees,115500.0,Department of National Defence,http://www.wikidata.org/entity/Q1191463,DEFENCE R&D CANADA-SUFFIELD,Medicine Hat,http://www.wikidata.org/entity/Q368241,Alberta,T1A8K6,Canada
W7702-196144-001-EDM,2020-03-26T00:00:00Z,2021-03-31T00:00:00Z,N6515V,Veterinary Equipment and Supplies,Vet Novations Inc,Barrie,http://www.wikidata.org/entity/Q34183,Ontario,L4N6B5,Canada,5 to 9 employees,47250.0,Department of National Defence,http://www.wikidata.org/entity/Q1191463,DEFENCE R&D CANADA-SUFFIELD,Medicine Hat,http://www.wikidata.org/entity/Q368241,Alberta,T1A8K6,Canada
W7702-206222-001-STN,2020-03-27T00:00:00Z,2020-04-06T00:00:00Z,N6650,"Optical Instruments, Test Equipment, Components and Accessories",Objex Unlimited Incorporated,Etobicoke,http://www.wikidata.org/entity/Q1020159,Ontario,M8Z3L2,Canada,20 to 49 employees,38850.0,Department of National Defence,http://www.wikidata.org/entity/Q1191463,DEFENCE R&D CANADA-SUFFIELD,Medicine Hat,http://www.wikidata.org/entity/Q368241,Alberta,T1A8K6,Canada
W7714-176249-001-HN,2020-03-30T00:00:00Z,2021-03-31T00:00:00Z,N5985,"Antennas, Waveguides and Related Equipment",University of New Brunswick,Fredericton,http://www.wikidata.org/entity/Q2138,New Brunswick,E3B5A3,Canada,1500 to 2499 employees,1911350.0,Department of National Defence,http://www.wikidata.org/entity/Q1191463,DEFENCE R&D CANADA OTTAWA,Ottawa,http://www.wikidata.org/entity/Q25246576,Ontario,K1A0Z4,Canada
W7714-186556-001-PI,2020-03-26T00:00:00Z,2021-03-31T00:00:00Z,N7644,"Digital Maps, Charts and Geodetic Products",EXACTEARTH LTD.,Cambridge,http://www.wikidata.org/entity/Q1028279,Ontario,N3C4E8,Canada,20 to 49 employees,791000.0,Department of National Defence,http://www.wikidata.org/entity/Q1191463,DEFENCE R&D CANADA OTTAWA,Ottawa,http://www.wikidata.org/entity/Q25246576,Ontario,K1A0Z4,Canada
W7714-186574-001-IPS,2020-03-26T00:00:00Z,2024-03-25T00:00:00Z,AZ110140,"Product-Material - Design, Development, Formulation, Modification: Science and Technology Related (R&D)",TrackGen Solutions Inc.,Mississauga,http://www.wikidata.org/entity/Q50816,Ontario,L5M0V8,Canada,1 to 4 employees,158901.0,Department of National Defence,http://www.wikidata.org/entity/Q1191463,DEFENCE R&D CANADA OTTAWA,Ottawa,http://www.wikidata.org/entity/Q25246576,Ontario,K1A0Z4,Canada
W7714-196681-001-SV,2020-03-30T00:00:00Z,2020-12-01T00:00:00Z,AZ110140,"Product-Material - Design, Development, Formulation, Modification: Science and Technology Related (R&D)",CubeWerx Inc.,Gatineau,http://www.wikidata.org/entity/Q141844,Quebec,J8Y6T4,Canada,5 to 9 employees,510206.0,Department of National Defence,http://www.wikidata.org/entity/Q1191463,DEFENCE R&D CANADA OTTAWA,Ottawa,http://www.wikidata.org/entity/Q25246576,Ontario,K1A0Z4,Canada
W7714-196712-001-EDM,2020-03-26T00:00:00Z,2024-03-31T00:00:00Z,R019F,Consulting Services,ALOL Biomedical Inc,Saskatoon,http://www.wikidata.org/entity/Q10566,Saskatchewan,S7N1G4,Canada,1 to 4 employees,105000.0,Department of National Defence,http://www.wikidata.org/entity/Q1191463,DEFENCE R&D CANADA OTTAWA,Ottawa,http://www.wikidata.org/entity/Q25246576,Ontario,K1A0Z4,Canada
W8472-075098-001-FX,2020-03-31T00:00:00Z,2019-03-31T00:00:00Z,N2010,Ship and Boat Propulsion Components,Lockheed Martin Canada Inc.,Ottawa,http://www.wikidata.org/entity/Q1930,Ontario,K2V0A2,Canada,500 to 999 employees,"1,81E+18",Department of National Defence,http://www.wikidata.org/entity/Q1191463,NDHQ,Ottawa,http://www.wikidata.org/entity/Q25246576,Ontario,K1A0K2,Canada
W8474-16MS08-001-QD,2020-03-26T00:00:00Z,2021-03-31T00:00:00Z,N5820,"Radio and Television Communications Equipment, Except Airborne","EMS Technologies Canada, Ltd.",Ottawa,http://www.wikidata.org/entity/Q1930,Ontario,K2V1B8,Canada,200 to 499 employees,7598384.0,Department of National Defence,http://www.wikidata.org/entity/Q1191463,NDHQ,Ottawa,http://www.wikidata.org/entity/Q25246576,Ontario,K1A0K2,Canada
W8474-208052-001-XE,2020-03-31T00:00:00Z,2021-03-31T00:00:00Z,D302A,Informatics Professional Services,SAP Canada Inc.,Toronto,http://www.wikidata.org/entity/Q172,Ontario,M5K1B7,Canada,2500 to 4999 employees,3630297.0,Department of National Defence,http://www.wikidata.org/entity/Q1191463,NDHQ,Ottawa,http://www.wikidata.org/entity/Q25246576,Ontario,K1A0K2,Canada
W8482-146134-001-QF,2020-03-31T00:00:00Z,2014-04-30T00:00:00Z,N5895,Miscellaneous Communications Equipment,OSI Maritime Systems Ltd.,Burnaby,http://www.wikidata.org/entity/Q244025,British Columbia,V5G4L6,Canada,100 to 199 employees,7570226.0,Department of National Defence,http://www.wikidata.org/entity/Q1191463,NDHQ,Ottawa,http://www.wikidata.org/entity/Q25246576,Ontario,K1A0K2,Canada
W8482-168075-001-ISM,2020-03-26T00:00:00Z,2026-03-26T00:00:00Z,C216C,Marine Architect and Engineering Services,Fleetway Inc.,Dartmouth,http://www.wikidata.org/entity/Q497373,Nova Scotia,B3A0G7,Canada,100 to 199 employees,"7,27E+13",Department of National Defence,http://www.wikidata.org/entity/Q1191463,NDHQ,Ottawa,http://www.wikidata.org/entity/Q25246576,Ontario,K1A0K2,Canada
W8484-189039-001-PI,2020-03-30T00:00:00Z,2021-03-31T00:00:00Z,D317E,Information Products,IHS MARKIT CANADA ULC,Calgary,http://www.wikidata.org/entity/Q36312,Alberta,T2P0H3,Canada,200 to 499 employees,885025.0,Department of National Defence,http://www.wikidata.org/entity/Q1191463,NDHQ,Ottawa,http://www.wikidata.org/entity/Q25246576,Ontario,K1A0K2,Canada
W8484-199378-001-EE,2020-03-30T00:00:00Z,2021-03-31T00:00:00Z,N7030,ADP Software,JEPPESEN SANDERSON INC,Englewood,http://www.wikidata.org/entity/Q991177,Colorado,80112,United States of America,2500 to 4999 employees,1306980.0,Department of National Defence,http://www.wikidata.org/entity/Q1191463,NDHQ,Ottawa,http://www.wikidata.org/entity/Q25246576,Ontario,K1A0K2,Canada
W8484-209676-001-EE,2020-03-25T00:00:00Z,2021-03-31T00:00:00Z,N7030,ADP Software,PTC (Canada) Inc.,Montreal,http://www.wikidata.org/entity/Q340,Quebec,H4R2N1,Canada,200 to 499 employees,384926.0,Department of National Defence,http://www.wikidata.org/entity/Q1191463,NDHQ,Ottawa,http://www.wikidata.org/entity/Q25246576,Ontario,K1A0K2,Canada
W8484-209742-001-EEM,2020-03-31T00:00:00Z,2024-03-31T00:00:00Z,N7030,ADP Software,Enterprise Integration Services LLC,Stow,http://www.wikidata.org/entity/Q1007079,Ohio,44224,United States of America,1 to 4 employees,238585.0,Department of National Defence,http://www.wikidata.org/entity/Q1191463,NDHQ,Ottawa,http://www.wikidata.org/entity/Q25246576,Ontario,K1A0K2,Canada
W8485-126579-001-BF,2020-03-30T00:00:00Z,2021-03-31T00:00:00Z,C219BF,"Engineering and Technical Services - Aerospace Related, Military",VECTOR AEROSPACE ENGINE SERVICES-ATLANTIC INC.,Summerside,http://www.wikidata.org/entity/Q863058,Prince Edward Island,C1N4P6,Canada,200 to 499 employees,4700000.0,Department of National Defence,http://www.wikidata.org/entity/Q1191463,NDHQ,Ottawa,http://www.wikidata.org/entity/Q25246576,Ontario,K1A0K2,Canada
W8485-138691-001-BF,2020-03-25T00:00:00Z,2020-03-31T00:00:00Z,C219BF,"Engineering and Technical Services - Aerospace Related, Military",Aviatec Flight Services Ltd,Richmond,http://www.wikidata.org/entity/Q139694,British Columbia,V7B1B4,Canada,1 to 4 employees,1605690.0,Department of National Defence,http://www.wikidata.org/entity/Q1191463,NDHQ,Ottawa,http://www.wikidata.org/entity/Q25246576,Ontario,K1A0K2,Canada
W8485-14KS04-001-ZL,2020-03-25T00:00:00Z,2020-09-30T00:00:00Z,JX1510,"Aircraft, Fixed Wing - (Military) Repair and Overhaul",SEAIR SEAPLANES LTD.,Richmond,http://www.wikidata.org/entity/Q139694,British Columbia,V7B1W4,Canada,10 to 19 employees,770000.0,Department of National Defence,http://www.wikidata.org/entity/Q1191463,NDHQ,Ottawa,http://www.wikidata.org/entity/Q25246576,Ontario,K1A0K2,Canada
W8485-15MD12-001-BF,2020-03-25T00:00:00Z,2020-03-31T00:00:00Z,JX2995,"Miscellaneous Engine Accessories, Aircraft (Military) - Repair and Overhaul",HONEYWELL LIMITED -HONEYWELL LIMITEE,Mississauga,http://www.wikidata.org/entity/Q50816,Ontario,L5L3S6,Canada,200 to 499 employees,8195439.0,Department of National Defence,http://www.wikidata.org/entity/Q1191463,NDHQ,Ottawa,http://www.wikidata.org/entity/Q25246576,Ontario,K1A0K2,Canada
W8485-163332-001-PR,2020-03-30T00:00:00Z,2021-03-31T00:00:00Z,N8415,"Clothing, Special Purpose",MUSTANG SURVIVAL ULC,Burnaby,http://www.wikidata.org/entity/Q244025,British Columbia,V5J5L1,Canada,200 to 499 employees,5085000.0,Department of National Defence,http://www.wikidata.org/entity/Q1191463,NDHQ,Ottawa,http://www.wikidata.org/entity/Q25246576,Ontario,K1A0K2,Canada
W8485-16SP01-001-BB,2020-03-25T00:00:00Z,2021-03-31T00:00:00Z,N1560,Airframe Structural Components,L3 TECHNOLOGIES MAS Inc.,Mirabel,http://www.wikidata.org/entity/Q141921,Quebec,J7N1H3,Canada,500 to 999 employees,0.0,Department of National Defence,http://www.wikidata.org/entity/Q1191463,NDHQ,Ottawa,http://www.wikidata.org/entity/Q25246576,Ontario,K1A0K2,Canada
W8486-149016-001-BL,2020-03-30T00:00:00Z,2020-03-31T00:00:00Z,C219BJ,Engineering and Technical Services - Combat Vehicles Related,"Chemring Sensors and Electronic Systems, Inc.",Dulles,http://www.wikidata.org/entity/Q226045,Virginia,20166,United States of America,2500 to 4999 employees,2099969.0,Department of National Defence,http://www.wikidata.org/entity/Q1191463,NDHQ DGLEPM,Ottawa,http://www.wikidata.org/entity/Q25246576,Ontario,K1A0K2,Canada
W8486-152207-001-BL,2020-03-26T00:00:00Z,2021-03-31T00:00:00Z,N1240,Optical Sighting and Ranging Equipment,Thales Canada Inc.,Saint-Laurent,http://www.wikidata.org/entity/Q2117999,Quebec,H4R2P1,Canada,50 to 99 employees,"1,99E+14",Department of National Defence,http://www.wikidata.org/entity/Q1191463,NDHQ DGLEPM,Ottawa,http://www.wikidata.org/entity/Q25246576,Ontario,K1A0K2,Canada
W8486-162679-001-ZH,2020-03-28T00:00:00Z,2020-03-31T00:00:00Z,R008A,"Technical Engineering and Maintenance Services (TEMS) (Excludes requirements related to armament, R&D and R&O)",MAXSYS STAFFING & CONSULTING INC.,Ottawa,http://www.wikidata.org/entity/Q1930,Ontario,K1N7C7,Canada,100 to 199 employees,201882.0,Department of National Defence,http://www.wikidata.org/entity/Q1191463,NDHQ DGLEPM,Ottawa,http://www.wikidata.org/entity/Q25246576,Ontario,K1A0K2,Canada
W8486-174030-001-BL,2020-03-27T00:00:00Z,2027-03-31T00:00:00Z,N2320,"Trucks and Truck Tractors, Wheeled",Mercedes-Benz Canada Inc.,Toronto,http://www.wikidata.org/entity/Q172,Ontario,M4G4C9,Canada,500 to 999 employees,"1,11E+14",Department of National Defence,http://www.wikidata.org/entity/Q1191463,NDHQ DGLEPM,Ottawa,http://www.wikidata.org/entity/Q25246576,Ontario,K1A0K2,Canada
W8486-207107-001-PR,2020-03-27T00:00:00Z,2022-03-27T00:00:00Z,N8470,"Armor, Personal",M.D. Charlton Company Limited,Saanichton,http://www.wikidata.org/entity/Q7395670,British Columbia,V8M2A6,Canada,20 to 49 employees,581268.0,Department of National Defence,http://www.wikidata.org/entity/Q1191463,NDHQ DGLEPM,Ottawa,http://www.wikidata.org/entity/Q25246576,Ontario,K1A0K2,Canada
