Ambit subjectiu,Organ de contractacio,Codi de expedient,id,Objecte del contracte,Descripcio de la prestacio,Tipus de contracte,Pressupost de licitacio,Data de publicacio,Empresa adjudicataria,Import de adjudicacio,Enllace a la publicacio,Codi CPV,Data de adjudicacio
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Institut Català de la Salut (ICS),CS/AH01/1101194942/20/CMUI,0175,Subministrament de 50 conectors elastomeric rect flex	22F-15F de l'Hospital Universitari Vall d'Hebron.,Subministrament de 50 conectors elastomeric rect flex	22F-15F de l'Hospital Universitari Vall d'Hebron.,Subministraments,32.5,2020-05-06T00:00:00Z,"INTERSURGICAL ESPAÑA, S.L.",32.5,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=61955011&lawType=3,33100000,2020-04-17T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Consorci Sanitari de Terrassa,Sistema de monitorització amb 6 càmeres domo PTZ Full HD iA.,0176,Contractes d¿emergència 4 (publicació massiva),Publicació massiva de contractes d¿emergència,Subministraments,0,2020-05-29T00:00:00Z,"CODIX SISTEMES INFORMATICS, S.L.",11519.34,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=63271400&lawType=3,33000000,2020-05-21T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Servei Català de la Salut (CatSalut),10.1-Subministraments i serveis diversos,0177,Aixecament topogràfic per dispositius provisionals emergència covid a la regió metropolitana sud,"Publicació massiva de contractes tramitats per emergència, de subministraments i serveis diversos per a la posada en funcionament de dispositius provisionals d'assistència covid, en el marc de l'estratègia de resposta a l'epidèmia del SARS-CoV-2.",Serveis,0,2020-05-20T00:00:00Z,"GEOPLANNING ESTUDIS GEOTÈCNICS, SL",3000,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=62074782&lawType=3,65000000,2020-05-20T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Institut Català de la Salut (ICS),CS/AH05/1101196994/20/CMUI,0178,Subministrament material medi d'extracció ARN pel laboratori de l'Hospital Joan XXIII de Tarragona. COVID-19,Subministrament material medi d'extracció ARN pel laboratori de l'Hospital Joan XXIII de Tarragona. COVID-19,Subministraments,32700,2020-04-30T00:00:00Z,Werfen España S.A.,32700,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=61786520&lawType=3,33696500,2020-04-08T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Consorci Hospital Clínic de Barcelona (HCB),2020/1043,0179,"Catèters, sondes i altre material fungible sanitari","Subministrament de catèters, sondes i altre material fungibe sanitari - Publicació MASSIVA de contractes tramitats d'EMERGÈNCIA",Subministraments,0,2020-06-09T00:00:00Z,"B. BRAUN SURGICAL, S.A.",828,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=64001795&lawType=3,33141200,2020-03-16T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Institut Català de la Salut (ICS),CS/CC00/1101195190/20/CMUI,0180,CONTRACTACIÓ EMERGÈNCIA SUBMINISTRAMENT GEL HIDROALCOLIC,Contractació emergència subministrament gel hidroalcolic,Subministraments,42750,2020-05-20T00:00:00Z,BIOMEDICA DIVISION HOSPITALARIA,42750,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=62624066&lawType=3,33700000,2020-03-26T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Sistema d'Emergències Mèdiques SA (SEMSA),CE105/2020,0181,COMPRA EMERGÈNCIA 105: Bots de tovalloletes desinfectants,Bots de tovalloletes desinfectants,Subministraments,1013.66,2020-05-21T00:00:00Z,"BARNA IMPORT MEDICA, S.A.",1013.66,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=62600105&lawType=3,33631600,2020-05-04T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Departament d'Interior,IT-2020-396,0182,Subministrament de 576 bobines de paper i 576 espraisdesinfectants,Subministrament de 576 bobines de paper i 576 esprais desinfectants pel Cos de Mossos d'Esquadra,Subministraments,1600.04,2020-04-17T00:00:00Z,"PAPERERIA J PUY, SL",1600.04,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=61463132&lawType=3,24455000,2020-04-08T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Institut Català de la Salut (ICS),1101197431,0183,Materials gasos,"Equipament general: aparells mèdics, materials i accessoris d'aparells, mobiliari clínic i general i obres de condicionament per habilitar 60 llits crítics per al tractament estable de pacients amb Covid per l'Hospital Universitari Germans Trias i Pujol",Subministraments,291638.39,2020-06-12T00:00:00Z,"DAUNIS,S.A.",83.48,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=64019695&lawType=3,33192000,2020-05-04T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Consorci Hospital Clínic de Barcelona (HCB),2020/1057,0184,"Material de Cobertura, Pijames i Protecció","Subministrament de material de cobertura, pijames i protecció - Publicació MASSIVA de contractes tramitats d'EMERGÈNCIA",Subministraments,0,2020-06-09T00:00:00Z,ORTOPEDIA ORTOESPAÑA S.L.,12000.01,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=64001361&lawType=3,39518000,2020-03-16T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Consorci Sanitari del Maresme,CSdM 36/20C,0185,Subministrament bata quirúrgica impermeable rentable,Publicació massiva de contractes tramitats d'emergència .,Subministraments,0,2020-06-02T00:00:00Z,Beltex,10432,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=63400821&lawType=3,33140000,2020-06-02T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Departament d'Interior,IT-2020-575,0186,Servei extraordinari de neteja i sanejament dels edificis de la Regió d'Emergències de Tarragona durant el mes de maig de 2020,Servei extraordinari de neteja i sanejament dels edificis de la Regió d'Emergències de Tarragona durant el mes de maig de 2020,Serveis,7146.75,2020-06-05T00:00:00Z,"MULTIANAU, S.L.",7146.75,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=63549534&lawType=3,90911200,2020-05-25T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Institut Català de la Salut (ICS),CS/AH01/1101195032/20/CMUI,0187,Subministrament de reactius per a la detecció de SARS-CoV-2 en mostra respiratòria  per  al  Servei  de  Microbiologia/Unitat de virus de l'HospitalUniversitari Vall d'Hebron.,Subministrament de reactius per a la detecció de SARS-CoV-2 en mostra respiratòria  per  al  Servei  de  Microbiologia/Unitat de virus de l'HospitalUniversitari Vall d'Hebron.,Subministraments,86000,2020-05-14T00:00:00Z,"PROQUINORTE, S.A.",86000,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=62454496&lawType=3,33696500,2020-04-24T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Sistema d'Emergències Mèdiques SA (SEMSA),CE60/2020,0188,COMPRA EMERGÈNCIA 60: Pantalles de protecció,Pantalles de protecció,Subministraments,600,2020-05-13T00:00:00Z,Carpeteria Packaging SL,600,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=62173085&lawType=3,30237210,2020-04-22T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Institut Català de la Salut (ICS),CS/CC00/1101195710/20/CMUI,0189,CONTRACTACIÓ EMERGÈNCIA SUBMINISTRAMENT LLENÇOLS,Contractació emergència subministrament llençols,Subministraments,22250,2020-05-26T00:00:00Z,"EMILIO CARREÑO,S.L.",22250,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=63046725&lawType=3,39518000,2020-03-30T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Consorci Hospital Clínic de Barcelona (HCB),2020/1027,0190,2020-1027 Subministrament de reactius per motiu del context general per la pandèmia del virus SARS-CoV-2,Subministrament de reactius per motiu del context general per la pandèmia del virus SARS-CoV-2,Subministraments,194120.66,2020-06-09T00:00:00Z,"SIEMENS HEALTHCARE, S.L.U",194120.66,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=63819143&lawType=3,33696600,2020-03-16T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Institut d'Assistència Sanitària (IAS),CONTR/2020/0000000021,0191,DOLQUINE 200 MG (30 COMP),Subministrament de productes farmacèutics del mes de març 2020 per atendre la urgència de la COVID_19 (Servei de Farmacia) de l'IAS,Subministraments,225117.51,2020-05-15T00:00:00Z,LABORATORI RUBIO S. A.,594,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=62152874&lawType=3,33600000,2020-04-30T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Departament d'Interior,IT-2020-512,0192,Subministrament de 500 mascaretes FFP2 (1) EST.95 en el marc de l'estratègia deresposta a l'epidèmia del SARS-CoV-2.,Subministrament de 500 mascaretes FFP2 (1) EST.95 en el marc de l'estratègia deresposta a l'epidèmia del SARS-CoV-2.,Subministraments,2500,2020-05-15T00:00:00Z,"REHAB EUROPA, S.L.",2500,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=62493088&lawType=3,33157100,2020-04-29T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Servei Català de la Salut (CatSalut),7.1-Serveis diversos,0193,Subministrament panells separadors,"Publicació massiva de contractes tramitats per emergència, de serveis diversos i altres en el marc de l'estratègia de resposta a l'epidèmia del SARS-CoV-2.",Serveis,0,2020-05-20T00:00:00Z,"ALRAVASA,S.A.",15950,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=62074449&lawType=3,71317210,2020-05-20T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Institut Català de la Salut (ICS),1101196343,0194,Mascaretes respiració,"Subministrament d'aparells mèdics, materials per a equipament mèdic, mobiliari clínic i general i obres de condicionament per tal facilitar el tractament adequat de pacients afectats per SARS¿CoV¿2 de l'Hospital Universitari Germans Trias i Pujol",Subministraments,364225.45,2020-06-12T00:00:00Z,TECNICAS BIOMEDICAS PARA LA SALUD S,9000,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=64015443&lawType=3,33190000,2020-03-20T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Consorci Hospital Clínic de Barcelona (HCB),2020-1104,0195,"Subministrament de Catèters, sondes i altre material fungible sanitari",Subministrament de material fungible sanitari - Publicació MASSIVA contractes tramitats d'EMERGÈNCIA,Subministraments,0,2020-07-23T00:00:00Z,"CONVATEC, S.L.",2068.09,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=66328502&lawType=3,33140000,2020-05-25T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Servei Català de la Salut (CatSalut),10.1-Subministraments i serveis diversos,0196,Assistència tècnica per a la redacció dels estudis urgents pel disseny de dispositius provisionals d'emergència covid,"Publicació massiva de contractes tramitats per emergència, de subministraments i serveis diversos per a la posada en funcionament de dispositius provisionals d'assistència covid, en el marc de l'estratègia de resposta a l'epidèmia del SARS-CoV-2.",Serveis,0,2020-05-20T00:00:00Z,"PATRICIO MARTÍNEZ, MAXIMIÀ TORRUELLA, ARQUITECTES, SL",177115,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=62074782&lawType=3,65000000,2020-05-20T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Consorci Sanitari Integral,277,0197,"iltre p/regulador debuit reguvac ii, caudalimetre senzill o2, regulador de buit sencilli caudalimetre doble o2",Publicació massiva de contractes tramitats d'emergència 2020,Subministraments,0,2020-07-07T00:00:00Z,S.E. DE CARBUROS METALICOS SA,7484,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=65297999&lawType=3,33140000,2020-07-07T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Institut d'Assistència Sanitària (IAS),MASCARETA TBC FFP2,0198,Publicació massiva de contractes tramitats d'emergència,"Publicació massiva de contractes tramitats d'emergència per part de Serveis Logistics de l'IAS, per atendre la pandèmia Covid_19 corresponent al mes de Maig 2020",Subministraments,139225.25,2020-06-30T00:00:00Z,GUIMI EVOMEDICAL S.L.,35860,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=64945050&lawType=3,33140000,2020-06-25T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Consorci Hospital Clínic de Barcelona (HCB),2020-1104,0199,"Subministrament de Catèters, sondes i altre material fungible sanitari",Subministrament de material fungible sanitari - Publicació MASSIVA contractes tramitats d'EMERGÈNCIA,Subministraments,0,2020-07-23T00:00:00Z,"BECTON DICKINSON, S.A.",52681.34,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=66328502&lawType=3,33140000,2020-05-25T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Institut d'Investigació Biomèdica de Girona (IDIBGI),202021,0200,"ROX Dye Spectral Calibration Plate, Fast 96-well",Subministrament de material fungible i inventariable per situació d'emergència derivada de la COVID_19 per a l'IDIBGI.,Subministraments,137353.69,2020-06-19T00:00:00Z,LIFETECHNOLOGIES,138,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=64599454&lawType=3,33140000,2020-06-18T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Institut Català de la Salut (ICS),CS/AH01/1101196440/20/CMUI,0201,Subministrament de determinació d'anticossos IgA i IgG / IgG anti SARS- CoV-2 per al servei de microbiologia / Unitat de virus. Pla de contingència front a l'epidèmia del SARS-CoV-2 de l'Hospital Universitari Vall d'Hebron.,Subministrament de determinació d'anticossos IgA i IgG / IgG anti SARS- CoV-2 per al servei de microbiologia / Unitat de virus. Pla de contingència front a l'epidèmia del SARS-CoV-2 de l'Hospital Universitari Vall d'Hebron.,Subministraments,28500,2020-06-25T00:00:00Z,EUROIMMUN DIAGNOSTICS ESPAÑA SL,28500,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=64679472&lawType=3,33100000,2020-04-16T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Institut Català de la Salut (ICS),CS/AH05/1101194476/20/CMSO,0202,4 carros de medicació per a la UCI de l'Hospital Joan XXIII de Tarragona. COVID-19,4 carros de medicació per a la UCI de l'Hospital Joan XXIII de Tarragona. COVID-19,Subministraments,4000.09,2020-04-29T00:00:00Z,BERMEJO CALVO EDGAR,4000.09,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=61763895&lawType=3,33192000,2020-03-23T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Consorci Sanitari de l'Anoia,CE_CSA_2020 EPIS IV,0203,Subministrament equips de protecció individual IV,Subministrament equips de protecció individual IV,Subministraments,2100,2020-05-27T00:00:00Z,3M ESPAÑA SL,2100,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=63118746&lawType=3,35113400,2020-03-15T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Consorci Hospital Clínic de Barcelona (HCB),2020/1047,0204,Mat.of. i impresos,"Subministrament de material de ferreteria, neteja, rober, comestibles i altres materials no sanitaris - Publicació MASSIVA de contractes tramitats d'EMERGÈNCIES",Subministraments,0,2020-06-09T00:00:00Z,OFFICE DEPOT S.L.,2824.55,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=64002747&lawType=3,44316000,2020-03-16T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Agència Catalana del Consum,ACC-2020-20040,0205,Servei d'adaptació dels continguts de la campanya informativa sobre el COVID-19,Servei d'adaptació dels continguts de la campanya informativa sobre el COVID-19,Serveis,16528.92,2020-04-21T00:00:00Z,"IMAGINA DIGITAL SOLUTIONS, SL",16528.92,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=61485547&lawType=3,79341400,2020-04-06T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Consorci Sanitari de Terrassa,COVID-19 (8),0206,Mascaretes,Publicació massiva de contractes tramitats d¿emergència.,Subministraments,0,2020-07-14T00:00:00Z,GUANTES BASPIN SL,22560,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=65786733&lawType=3,33000000,2020-07-09T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Institut Català de la Salut (ICS),CS/CC00/1101195454/20/CMUI,0207,CONTRACTACIÓ EMERGÈNCIA SUBMINISTRAMENT BATES/DAVANTALS,Contractació emergència subministrament bates/davantals,Subministraments,499590,2020-06-02T00:00:00Z,"BARNA IMPORT MEDICA, S.A.",499590,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=62625706&lawType=3,33140000,2020-03-27T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Institut Català de la Salut (ICS),CSE/AP51/1101199061/20/CMUI,0208,Servei instal. accessos primaris a central telefònica del CAP Pare Claret de la Gerència Territorial de Barcelona envers el SARS-CoV-2,Servei instal. accessos primaris a central telefònica del CAP Pare Claret de la Gerència Territorial de Barcelona envers el SARS-CoV-2,Subministraments,3658.92,2020-07-15T00:00:00Z,"COMSA 98, SL.",3658.92,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=65905146&lawType=3,50312320,2020-06-01T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Institut d'Assistència Sanitària (IAS),CONTR/2020/0000000020,0209,RULL APOSIT FIXACIO CATHETERAPOSIT TRANSP. VIES PERIFERIQUES 7X9 CMS,Subministrament de material sanitari corresponent al mes de març 2020 per atendre la urgència de la COVID_19 (Serveis Logístics) de L'IAS,Subministraments,226476.57,2020-05-15T00:00:00Z,BSN MEDICAL SL,703.7,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=62152530&lawType=3,33140000,2020-04-30T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Institut Català de la Salut (ICS),CS/CC00/1101195559/20/CMUI,0210,CONTRACTACIÓ EMERGÈNCIA SUBMINISTRAMENT BATES I MONOS,Contractació emergència subministrament bates i monos,Subministraments,1779750,2020-05-26T00:00:00Z,"BARNA IMPORT MEDICA, S.A.",1779750,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=63044776&lawType=3,33140000,2020-03-30T00:00:00Z
