Àmbit subjectiu,Òrgan de contractació,Codi d'expedient,id,Objecte del contracte,Descripció de la prestació,Tipus de contracte,Pressupost de licitació (sense IVA),Data de publicació,Empresa adjudicatària,Import d'adjudicació (sense IVA),Enllaç a la publicació,Codi CPV,Data d'adjudicació
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Departament d'Educació,ED-2020-726,1514,Subministrament de material de protecció per a la preinscripció escolar pel curs 2020-2021,Subministrament de material de protecció per a la preinscripció escolar pel curs 2020-2021,Subministraments,86250,2020-05-14T00:00:00Z,"Cardiosos Global Protection, S.L.",86250,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=62466037&lawType=3,33000000,2020-05-07T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Consorci Hospital Clínic de Barcelona (HCB),2020-1104,1515,Subministrament de Material rebutjable de laboratori,Subministrament de material fungible sanitari - Publicació MASSIVA contractes tramitats d'EMERGÈNCIA,Subministraments,0,2020-07-23T00:00:00Z,"SIEMENS HEALTHCARE, S.L.U",2310.01,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=66328502&lawType=3,33140000,2020-05-25T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Institut Català de la Salut (ICS),CS/AH04/1101198824/20/CMUI,1516,"Subministrament de 1000 bates , necessari per a l'epidèmia del SARS-CoV-2 per a l¿Hospital universitari de Girona Dr. Josep Trueta","subministrament de 1000 bates , necessari per a l'epidèmia del SARS-CoV-2 per a l¿Hospital universitari de Girona Dr. Josep Trueta",Subministraments,10600,2020-05-05T00:00:00Z,SISMIC ACTIVE WEAR SL,10600,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=61902678&lawType=3,18318200,2020-04-29T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Institut Català de la Salut (ICS),1101194565,1517,Lloguer matalassos 01-07 a 31-07,"Contractació d'aparells mèdics i de laboratori, lloguer d'equips mèdics de medicina intensiva , materials per a equipament mèdic, mobiliari clínic, lloguer de matalassos anti¿escares i obres de condicionament per l'Hospital Universitari Germans Trias i Pujol",Subministraments,176943.42,2020-06-12T00:00:00Z,"ITURRI,S.A.",7905,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=64017824&lawType=3,33190000,2020-03-20T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Consorci Sanitari de l'Anoia,CE_CSA_2020 termòmetres,1518,Subministrament 2 termòmetres d'infrarojos,Subministrament 2 termòmetres d'infrarojos,Subministraments,150,2020-05-19T00:00:00Z,"ESMEDICAL SUMINISTROS HOSPITALARIOS, S.L.",150,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=62668547&lawType=3,38412000,2020-05-04T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Servei Català de la Salut (CatSalut),5.1-Allotjament de pacients,1519,Atenció i allotjament a l'Hotel Reus Park de pacients provinents de l'Hospital Sant Joan de Reus,"Publicació massiva de contractes tramitats per emergència, dels serveis d'allotjament de pacients  en el marc de l'estratègia de resposta a l'epidèmia del SARS-CoV-2.",Serveis,0,2020-05-20T00:00:00Z,"HOTEL REUS PARK, S.L.",100000,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=62074006&lawType=3,98341000,2020-05-20T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,"Corporació Catalana de Mitjans Audiovisuals, SA (CCMA, SA)",2006EX09,1520,"Subministrament de mascaretes quirúrgiques, mascaretes FFP2, tovalloletes individuals de gel,  ampolles polvoritzadores, alcohol isopropílic, alcohol 96º, bates, ulleres de protecció i pantalles protectores",L'objecte d'aquesta contractació és el subministrament de:-	Mascaretes quirúrgiques. -	Mascaretes FFP2.-	Tovalloletes individuals de gel.-	Ampolles polvoritzadores.-	Alcohol isopropílic.-	Alcohol 96º.-	Bates d'un sol ús.-	Ulleres de protecció.-	Pantalles protectores.,Subministraments,29199.56,2020-07-03T00:00:00Z,"SUBMINISTRES INDUSTRIALS MUNTADA, SL",29199.56,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=65091685&lawType=3,33770000,2020-06-19T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Fundació de Gestió Sanitària de l'Hospital de la Santa Creu i Sant Pau,COVID-19/MATERIAL LABORATORI,1521,RNEASY MINI KIT 50974106 x250,"Subministrament de material de laboratori, necessari per fer front a la pandèmia del COVID-19",Subministraments,0,2020-06-12T00:00:00Z,WERFEN ESPAÑA SAU,61795.81,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=64037365&lawType=3,33140000,2020-03-16T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Fundació de Gestió Sanitària de l'Hospital de la Santa Creu i Sant Pau,COVID-19/SERVEIS GENERALS,1522,Equipament mèdic,"Subministrament de material de laboratori, necessari per fer front a la pandèmia del COVID-19",Subministraments,0,2020-07-21T00:00:00Z,INTERNATIONAL EMERGENCY SERVICES S.L.,44829.79,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=64047998&lawType=3,33000000,2020-03-16T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Centre de Telecomunicacions i Tecnologies de la Informació de la Generalitat de Catalunya,CTTI-2020-135,1523,Servei de seguretat i vigilància a l'espai Bital.,"Servei de seguretat i vigilància 24 hores 7 dies a la setmana a l'espai Bital, reforçant el servei existent, donada l'habilitació d'aquest espai per a l'atenció telefònica de les urgències a causa del COVID-19.",Serveis,87525.1,2020-06-02T00:00:00Z,"ENERPRO, SL",87525.1,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=63233581&lawType=3,79714000,2020-05-29T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Consorci Sanitari Integral,283,1524,"CAUDALIMETRE OXIGEN TOMA FRO, REGULADOR DE BUIT SENCILL TOMA FRO, CAUDALIMETRE DOBLE O2, CAUDALIMETRE SENZILL O2, REGULADOR DE BUIT SENCILL i CAUDALIMETRE OXIGEN TOMA FRO",Publicació massiva de contractes tramitats d'emergència 2020,Subministraments,0,2020-07-07T00:00:00Z,LINDE GAS ESPAÑA S.A.U,11887.6,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=65297999&lawType=3,33140000,2020-07-07T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Institut d'Assistència Sanitària (IAS),CONTR/2020/000000051,1525,Z MANEGOT SOFT-CUT DINACLICK ADULT 23-33,Subministrament de material sanitari variat pel servei de logística de l'IAS per atendre l'emergència COVID_19 JUNY 2020,Subministraments,273836.15,2020-07-24T00:00:00Z,GENERAL ELECTRIC HEALTHCARE ESPAÑA,450,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=66396488&lawType=3,33952000,2020-07-24T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Ferrocarrils de la Generalitat de Catalunya,CONTE/2020/0000000005,1526,Servei de reforç de la neteja i desinfecció addicional dels edificis dels tallers de Rubí (REF:PEMC11/20),Servei de reforç de la neteja i desinfecció addicional dels edificis dels tallers de Rubí (REF:PEMC11/20),Serveis,49392,2020-05-08T00:00:00Z,"ACCIONA FACILITY SERVICES, SA",49392,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewDcan&idDoc=62675334&lawType=3,90910000,2020-05-06T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Consorci Hospital Clínic de Barcelona (HCB),2020/1077,1527,SUBMINISTRAMENT DE PETIT MATERIAL SANITARI,Subministrament de petit material sanitari i de desinfecció sanitària - Publicació MASSIVA de contractes tramitats d'EMERGÈNCIA,Subministraments,0,2020-07-01T00:00:00Z,SARSTEDT S.A.U.,5843.86,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=65011333&lawType=3,33140000,2020-04-29T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Consorci Sanitari Integral,92,1528,subministrament dapòsits de malla hidrocol·loide,Publicació massiva de contractes tramitats d'emergència 2020,Subministraments,0,2020-07-07T00:00:00Z,"LABORATORIOS URGO, SLU",556,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=65297999&lawType=3,33140000,2020-07-07T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Servei Català de la Salut (CatSalut),5100-2020-N1231,1529,Subministrament d'equipament de monitorització.,"Publicació massiva de contractes tramitats per emergència, de subministrament d'equipament mèdic  en el marc de l'estratègia de resposta a l'epidèmia del SARS-CoV-2.",Subministraments,0,2020-06-18T00:00:00Z,Dextromedica,2535217,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=64300560&lawType=3,33000000,2020-06-18T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Institut Català de la Salut (ICS),005A-UCI-CEM,1530,Armaris medicació,Execució dels treballs i la compra d'equipament per a habilitar una àrea de tractament de 16 llits de pacients crítics a les dependències de la Biblioteca de l'Hospital Universitari Germans Trias i Pujol,Subministraments,223948.21,2020-06-09T00:00:00Z,"PALEX MEDICAL,S.A.",5536.2,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=64003739&lawType=3,33100000,2020-03-23T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Ferrocarrils de la Generalitat de Catalunya,CONTE/2020/000000025,1531,Subministraments i de serveis d'equips de protecció individual en l'estratègia de resposta a l'epidèmia del SARS-CoV-2 (PEMC16/20),Subministraments i de serveis d'equips de protecció individual en l'estratègia de resposta a l'epidèmia del SARS-CoV-2,Subministraments,700000,2020-06-16T00:00:00Z,"ITRAM HIGIENE, S.L.",2008.8,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=64237583&lawType=3,18143000,2020-06-16T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Institut d'Assistència Sanitària (IAS),MASCARETA TBC FFP2,1532,Publicació massiva de contractes tramitats d'emergència,"Publicació massiva de contractes tramitats d'emergència per part de Serveis Logistics de l'IAS, per atendre la pandèmia Covid_19 corresponent al mes de Maig 2020",Subministraments,139225.25,2020-06-30T00:00:00Z,"BARNA IMPORT MEDICA, S.A.",5863.64,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=64945050&lawType=3,33140000,2020-06-25T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Fundació Institut Hospital del Mar d'Investigacions Mèdiques,22/2020-COVID,1533,Contracte prestació de serveis. Reclutament de professionals de la seva institució i pacients per a la participació en el projecte MINDCOVID,Publicació massiva de contractes tramitats per emergència de serveis relacionats amb les mesures adoptades per fer front a la situació de crisi sanitària ocasionada per la COVID-19 de la Fundació Institut Hospital del Mar d'Investigacions Mèdiques.,Serveis,0,2020-07-31T00:00:00Z,Hospital 12 de Octubre,8060,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=66781589&lawType=3,79320000,2020-06-19T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Consorci Hospital Clínic de Barcelona (HCB),2020-1012,1534,2020-1012 Contractació emergència subministrament de 2 RX portàtils amb detector WiFi,Contractació emergència subministrament de 2 RX portàtils amb detector WiFi,Subministraments,148000,2020-05-27T00:00:00Z,"APR 1998, S.L.",148000,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=63124199&lawType=3,33100000,2020-03-20T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Institut Català de la Salut (ICS),CS/AH04/1101205535/20/CMUI,1535,"Adquisició d'un respirador neonatal, necessari per al'epidèmia del SARS-CoV-2 per a l¿Hospital universitari de Girona Dr. Josep Trueta.","Adquisició d'un respirador neonatal, necessari per al'epidèmia del SARS-CoV-2 per a l¿Hospital universitari de Girona Dr. Josep Trueta.",Subministraments,27000,2020-07-07T00:00:00Z,GETINGE GROUP SPAIN SLU,27000,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=65294951&lawType=3,33157400,2020-06-29T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Consorci Sanitari Integral,137,1536,subministrament de circuit de ventilació,Publicació massiva de contractes tramitats d'emergència 2020,Subministraments,0,2020-07-07T00:00:00Z,FISHER & PAYKEL HEALTHCARE SAS,6137.3,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=65297999&lawType=3,33140000,2020-07-07T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Institut Català de la Salut (ICS),CS/CC00/1101196820/20/CMUI,1537,CONTRACTACIÓ EMERGÈNCIA SUBMINISTRAMENT BATES,Contractació emergència subministrament bates,Subministraments,1755000,2020-06-16T00:00:00Z,CONFECCIONS SEIBE SA,1755000,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=64226976&lawType=3,33140000,2020-04-07T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Consorci Mar Parc de Salut de Barcelona,391/2020,1538,Servei de missatgeria PSMar,Publicació massiva de contractes tramitats per emergència de serveis relacionats amb les mesures adoptades per fer front a la situació de crisi sanitària ocasionada per la COVID-19 del Consorci Mar Parc de Salut de Barcelona (correspon al mes de juny).,Serveis,0,2020-07-13T00:00:00Z,"ARA VINC, S.L.",2263.46,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=65733542&lawType=3,44211300,2020-07-10T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Consorci Hospital Clínic de Barcelona (HCB),2020-1075,1539,"2020-1075 - Subministrament de material de cobertura, pijames i protecció - Publicació contracte tramitat d'EMERGÈNCIA","Subministrament de material de cobertura, pijames i protecció - Publicació contracte tramitat d'EMERGÈNCIA",Subministraments,55398.05,2020-07-02T00:00:00Z,ANTONIO JOSE SANTOS MARTINEZ,55398.05,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=65077239&lawType=3,33140000,2020-04-28T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Consorci Corporació Sanitària Parc Taulí de Sabadell,20COVID29-1,1540,Obres d'intala.lació climatització PL1 i PL2 Fontal Gran Via - 20COVID29-1,Instal.lació climatització PL1 i PL2 del Fontral Gran Via,Obres,85049.14,2020-07-06T00:00:00Z,ALFA INSTAL.LACIONS SA,85049.14,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewDcan&idDoc=65713798&lawType=3,42512000,2020-05-22T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Consorci Sanitari Integral,241,1541,subministrament de bosses de polietilè,Publicació massiva de contractes tramitats d'emergència 2020,Subministraments,0,2020-07-07T00:00:00Z,RODIS S.L.,579,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=65297999&lawType=3,33140000,2020-07-07T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Departament d'Interior,IT-2020-537,1542,"Subministrament de 200 caputxes de protecció biològica per a laDirecció General de Prevenció, Extinció d'Incendis i Salvaments","Subministrament de 200 caputxes de protecció biològica per a laDirecció General de Prevenció, Extinció d'Incendis i Salvaments",Subministraments,335.72,2020-05-25T00:00:00Z,"VESTILAB CLEAN ROOM CONTROL, SLU",335.72,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=62964222&lawType=3,35113200,2020-05-14T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Servei Català de la Salut (CatSalut),1.1-Equipament mèdic,1543,Subministrament dequipament mèdic divers.,"Publicació massiva de contractes tramitats per emergència, de subministrament d'equipament mèdic  en el marc de l'estratègia de resposta a l'epidèmia del SARS-CoV-2.",Subministraments,0,2020-05-20T00:00:00Z,"COHOSA - Complementos Hosoteleros y Sanitarios, SL",47485.6,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=62049135&lawType=3,33000000,2020-05-20T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Institut Català de la Salut (ICS),1101197334,1544,Suports monitors,"Equipament general: aparells mèdics, materials i accessoris d'aparells, mobiliari clínic i general i obres de condicionament per habilitar 60 llits crítics per al tractament estable de pacients amb Covid per l'Hospital Universitari Germans Trias i Pujol",Subministraments,291638.39,2020-06-12T00:00:00Z,NEDELLA MEDICAL S.L.,9360,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=64019695&lawType=3,33192000,2020-05-04T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Fundació de Gestió Sanitària de l'Hospital de la Santa Creu i Sant Pau,COVID-19/FARMÀCIA,1545,PARACETAMOL 10 MG/ML 100 ML FRASCO.,"Subministrament de productes de farmàcia, necessari per fer front a la pandèmia del COVID-19",Subministraments,0,2020-06-12T00:00:00Z,B.BRAUN MEDICAL SA,67261.44,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=64033607&lawType=3,33600000,2020-03-16T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Departament de Justícia,JU-2020-371,1546,COVID-19-Auriculars telefonia M&E,Publicació massiva contractes tramitats d'emegencia a 22.05.2020,Serveis,0,2020-05-22T00:00:00Z,M&E INGENIERIA Y MULTIMEDIA SL,1600,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=62880398&lawType=3,32342200-4,2020-04-30T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Consorci Hospital Clínic de Barcelona (HCB),2020/1046,1547,"2020-1046 Subministrament de catèters, sondes i altre material fungibles sanitari per motiu del context general per la pandèmia del virus SARS-CoV-2","Subministrament de catèters, sondes i altre material fungibles sanitari per motiu del context general per la pandèmia del virus SARS-CoV-2",Subministraments,44738.52,2020-06-09T00:00:00Z,TELEFLEX MEDICAL SA,44738.52,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=63825536&lawType=3,33141200,2020-03-16T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Consorci Hospital Clínic de Barcelona (HCB),2020/1047,1548,Petit ut.ús no san.,"Subministrament de material de ferreteria, neteja, rober, comestibles i altres materials no sanitaris - Publicació MASSIVA de contractes tramitats d'EMERGÈNCIES",Subministraments,0,2020-06-09T00:00:00Z,"OMS Y VIÑAS, S.L.",3417.6,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=64002747&lawType=3,44316000,2020-03-16T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Institut Català de la Salut (ICS),COVID19_LOG_002,1549,Subministrament de reactius i material de laboratori destinats a ladiagnosi in-vitro de la malaltia del Coronavirus,Subministrament de reactius i material de laboratori destinats a ladiagnosi in-vitro de la malaltia del Coronavirus,Subministraments,274901.2,2020-06-22T00:00:00Z,WERFEN ESPAÑA SAU,6564,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=64510130&lawType=3,33696500,2020-06-18T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Consorci Mar Parc de Salut de Barcelona,360/2020,1550,10.000 Barrets infermeria un sol ús,Publicació massiva de contractes tramitats per emergència de subministraments relacionats amb les mesures adoptades per fer front a la situació de crisi sanitària ocasionada per la COVID-19 del Consorci Mar Parc de Salut de Barcelona (correspon al mes de juny).,Subministraments,0,2020-07-13T00:00:00Z,"CELULOSAS VASCAS, S.L.",280,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=65730458&lawType=3,33112000,2020-07-10T00:00:00Z
